species,oldSpeciesCanonicalName,similarity,prediction
Ischnopsis enopias,Amblyxena enopias,0.9806,synonym
Ischnopsis melanogma,Iriothyrsa melanogma,0.9856,synonym
Ischnopsis pilifera,Amblyxena pilifera,0.9883,synonym
Agonoxena miniana,Haemolytis miniana,0.9761,synonym
Stephensia abbreviatella,Scirtopoda myosotivora,0.951,synonym
Stephensia abbreviatella,Stephensia maxima,0.9674,synonym
Stephensia abbreviatella,Stephensia myosotivora,0.959,synonym
Stephensia brunnichella,Microsetia stephensella,0.9482,synonym
Stephensia brunnichella,Stephensia brunnichiella,0.988,synonym
Stephensia brunnichella,Tinea brunnichella,0.9753,synonym
Stephensia calpella,Perittia bullatella,0.9572,synonym
Stephensia cedronellae,Perittia bystropogonis,0.9627,synonym
Stephensia cedronellae,Perittia cedronella,0.9632,synonym
Stephensia cedronellae,Perittia lavandulae,0.9607,synonym
Stephensia cedronellae,Stephensia cedronella,0.9836,synonym
Stephensia cunilae,Stephensia cunilea,0.9885,synonym
Stephensia integra,Kumia integra,0.9773,synonym
Stephensia major,Antispila major,0.9326,synonym
Stephensia unipunctella,Holstia unipunctella,0.9898,synonym
Chrysoclista cambiella,Psacaphora cambiella,0.9881,synonym
Chrysoclista flavicaput,Chrysoclista aurifrontella,0.9854,synonym
Chrysoclista flavicaput,Chrysoclista flavicapitella,0.9829,synonym
Chrysoclista flavicaput,Roeslerstammia aurocapitella,0.9694,synonym
Chrysoclista flavicaput,Roeslertammia aurocapitella,0.9703,synonym
Chrysoclista flavicaput,Spuleria aurifrontella,0.9785,synonym
Chrysoclista flavicaput,Spuleria aurocapitella,0.9712,synonym
Chrysoclista flavicaput,Tinea aurifrontella,0.9662,synonym
Chrysoclista flavicaput,Tinea aurifrontella,0.9662,synonym
Chrysoclista lathamella,Chrysoclista bimaculella,0.9843,synonym
Chrysoclista lathamella,Glyphipteryx bimaculella,0.9676,synonym
Chrysoclista lathamella,Glyphipteryx lathamella,0.9882,synonym
Chrysoclista linneela,Chrysoclista gemmatella,0.9542,synonym
Chrysoclista linneela,Chrysoclista schaefferella,0.9678,synonym
Chrysoclista linneela,Glyphipteryx linneella,0.9721,synonym
Metalobosia anitras,Metalobosia postcaerulescens,0.9735,synonym
Oedebasis longipalpis,Oedebasis legrandi,0.963,synonym
Oedebasis longipalpis,Oedebasis malagasy,0.9558,synonym
Oedebasis ovipennis,Oedebasis ovipennis,1.0,synonym
Albarracina warionis,Albarracina autumnalis,0.9927,synonym
Albarracina warionis,Albarracina banghaasi,0.9823,synonym
Albarracina warionis,Albarracina deundulata,0.9898,synonym
Albarracina warionis,Albarracina humilis,0.9865,synonym
Albarracina warionis,Albarracina littoralis,0.9878,synonym
Albarracina warionis,Albarracina schindlerae,0.9794,synonym
Albarracina warionis,Albarracina syriaca,0.9915,synonym
Albarracina warionis,Albarracina syrticola,0.989,synonym
Albarracina warionis,Albarracina thoracica,0.9902,synonym
Hypertrocta brunnea,Hypertrocta selenotypa,0.9603,synonym
Hypertrocta posticalis,Hypertrocta marmorata,0.9463,synonym
Hypertrocta posticalis,Moscha posticalis,0.9596,synonym
Olisbus gainsfordi,Eilema gainsfordi,0.9875,synonym
Macrocneme adonis,Macrocneme chiriquicola,0.9748,synonym
Macrocneme chrysitis,Macrocneme affinis,0.9853,synonym
Macrocneme chrysitis,Macrocneme deceptans,0.9748,synonym
Macrocneme chrysitis,Macrocneme iole,0.9693,synonym
Macrocneme lades,Macrocneme chionopus,0.9721,synonym
Macrocneme lades,Macrocneme chionopus,0.9721,synonym
Macrocneme lades,Macrocneme ferrea,0.9701,synonym
Macrocneme lades,Macrocneme naja,0.9658,synonym
Macrocneme verdivittata,Macrocneme fenestrata,0.9463,synonym
Calonotos dorata,Calonotos chryseis,0.9812,synonym
Calonotos helymus,Calonotos aterrima,0.9865,synonym
Calonotos helymus,Glaucopis aterrima,0.9689,synonym
Calonotos tiburtus,Calonotos trinitatis,0.9832,synonym
Calonotos triplaga,Calonotos tripunctatus,0.9885,synonym
Cyligramma amblyops,Cyligramma rhodesiana,0.9688,synonym
Cyligramma disturbens,Cyligramma concors,0.9679,synonym
Cyligramma disturbens,Cyligramma consiliatrix,0.9452,synonym
Cyligramma disturbens,Cyligramma conturbans,0.96,synonym
Cyligramma disturbens,Cyligramma raboudou,0.9668,synonym
Cyligramma fluctuosa,Cyligramma obscurior,0.9645,synonym
Cyligramma fluctuosa,Cyligramma rudilinea,0.9639,synonym
Cyligramma joa,Cyligramma postreducta,0.9415,synonym
Cyligramma latona,Cyligramma troglodyta,0.9221,synonym
Cyligramma limacina,Cyligramma acutior,0.977,synonym
Cyligramma limacina,Cyligramma argillosa,0.9852,synonym
Cyligramma limacina,Cyligramma bisignata,0.9878,synonym
Cyligramma limacina,Cyligramma importuna,0.9621,synonym
Cyligramma limacina,Cyligramma intellecta,0.9704,synonym
Cyligramma limacina,Cyligramma limacinodes,0.9912,synonym
Cyligramma magus,Cyligramma buchholzi,0.9569,synonym
Cyligramma magus,Cyligramma goudotii,0.9808,synonym
Oglasa arcuata,Oglasa lunifera,0.9803,synonym
Oglasa auximena,Oglasa afflicta,0.9848,synonym
Oglasa hypenoides,Oglasa cosmiodes,0.9728,synonym
Oglasa hypenoides,Oglasa sambawana,0.9695,synonym
Oglasa lagusalis,Dorsippa notabilis,0.9507,synonym
Oglasa plagiata,Oglasa plagiata,1.0,synonym
Oglasa separata,Oglasa maculata,0.9903,synonym
Oglasa separata,Oglasa ozela,0.9729,synonym
Oglasa sordidula,Chodda sordidula,0.9638,synonym
Adiopa disgrega,Adiopa marama,0.9686,synonym
Antapistis holophaea,Antapistis anyx,0.9806,synonym
Antapistis leucospila,Antapistis digestalis,0.9762,synonym
Antapistis leucospila,Capnodes leucospila,0.9889,synonym
Celiptera frustulum,Celiptera discissa,0.9825,synonym
Celiptera frustulum,Celiptera elongatus,0.9842,synonym
Celiptera levina,Celiptera alvina,0.9915,synonym
Celiptera levina,Celiptera aurinia,0.9903,synonym
Celiptera levina,Celiptera pallidior,0.99,synonym
Celiptera levina,Celiptera pertusa,0.9869,synonym
Celiptera levina,Celiptera variolosa,0.9939,synonym
Celiptera remigioides,Celiptera magnifica,0.9831,synonym
Dysschema eurocilia,Dysschema melaina,0.9728,synonym
Dysschema eurocilia,Dysschema zerbina,0.9763,synonym
Dysschema mosera,Dysschema sylvia,0.9585,synonym
Dysschema tricolor,Dysschema albisarta,0.9727,synonym
Dysschema tricolor,Dysschema guaranitica,0.9679,synonym
Dysschema tricolor,Dysschema turbida,0.9416,synonym
Dysschema leucophaea,Dysschema flora,0.9399,synonym
Dysschema leucophaea,Dysschema rubrimargo,0.9404,synonym
Dysschema leucophaea,Dysschema salvatoris,0.95,synonym
Dysschema rosina,Dysschema nigriventralis,0.953,synonym
Dysschema hilarina,Dysschema biformis,0.9696,synonym
Dysschema hilarina,Dysschema fulva,0.9608,synonym
Dysschema hilarina,Dysschema mutata,0.9752,synonym
Dysschema trapeziata,Dysschema regalis,0.97,synonym
Dysschema trapeziata,Dysschema rubripicta,0.9423,synonym
Dysschema trapeziata,Dysschema woodii,0.9392,synonym
Dysschema dissimulata,Dysschema madana,0.9712,synonym
Dysschema dissimulata,Dysschema nigerrima,0.9746,synonym
Dysschema dissimulata,Dysschema nigrodiscalis,0.9679,synonym
Dysschema picta,Dysschema capella,0.9734,synonym
Dysschema marginalis,Dysschema crassifascia,0.956,synonym
Dysschema marginalis,Dysschema dissimulans,0.9396,synonym
Dysschema palmeri,Dysschema practidoides,0.9616,synonym
Dysschema magdala,Dysschema fortis,0.9737,synonym
Dysschema magdala,Dysschema lygdamis,0.9836,synonym
Dysschema magdala,Dysschema panamensis,0.981,synonym
Dysschema bivittata,Dysschema disjuncta,0.9697,synonym
Dysschema irene,Dysschema splendidissima,0.9596,synonym
Dysschema subapicalis,Dysschema inclusa,0.971,synonym
Dysschema subapicalis,Dysschema noctuites,0.9589,synonym
Dysschema subapicalis,Dysschema parnassiodes,0.9489,synonym
Dysschema subapicalis,Dysschema parnassioides,0.9462,synonym
Dysschema subapicalis,Dysschema tristis,0.9671,synonym
Dysschema neda,Dysschema nubila,0.9709,synonym
Dysschema neda,Dysschema submarginata,0.968,synonym
Dysschema mariamne,Dysschema mariane,0.9645,synonym
Dysschema mariamne,Dysschema thetis,0.9648,synonym
Dysschema terminata,Dysschema holofernes,0.9546,synonym
Dysschema centenaria,Dysschema obscura,0.9419,synonym
Dysschema sacrifica,Dysschema crucifera,0.9297,synonym
Dysschema lycaste,Dysschema cydon,0.9785,synonym
Dysschema lycaste,Dysschema iscariotes,0.9673,synonym
Dysschema lycaste,Dysschema praetides,0.9631,synonym
Dysschema lycaste,Dysschema tibesis,0.9562,synonym
Dysschema hypoxantha,Dysschema sibylla,0.9295,synonym
Dysschema viuda,Dysschema vidua,0.9822,synonym
Dysschema boisduvalii,Dysschema funeralis,0.9654,synonym
Chrysograpta igneola,Egnasia igneola,0.9734,synonym
Mursa phtisialis,Mursa calisalis,0.9812,synonym
Mursa phtisialis,Mursa comptalis,0.9769,synonym
Mursa phtisialis,Mursa disparatalis,0.9806,synonym
Mursa phtisialis,Mursa gracilis,0.9633,synonym
Mursa phtisialis,Mursa judicatalis,0.9777,synonym
Mursa phtisialis,Mursa maceria,0.9821,synonym
Mursa phtisialis,Mursa marica,0.9738,synonym
Mursa phtisialis,Mursa sotiusalis,0.9779,synonym
Mursa phtisialis,Mursa subrufa,0.9815,synonym
Lophotavia incivilis,Lophotavia merulina,0.9881,synonym
Lophotavia incivilis,Lophotavia nigrocyanea,0.9677,synonym
Lophotavia pulcherrima,Lophotavia prunicolora,0.9921,synonym
Ctenosia psectriphora,Pusiola psectriphora,0.9744,synonym
Creatonotos dulla,Creatonotos aurantiaca,0.974,synonym
Creatonotos dulla,Creatonotos borealis,0.9822,synonym
Creatonotos gangis,Creatonotos continuatus,0.9774,synonym
Creatonotos gangis,Creatonotos flavoabdominalis,0.9655,synonym
Creatonotos gangis,Creatonotos francisca,0.9828,synonym
Creatonotos gangis,Creatonotos interrupta,0.963,synonym
Creatonotos gangis,Creatonotos nigrescens,0.9712,synonym
Creatonotos gangis,Creatonotos pallida,0.9677,synonym
Creatonotos gangis,Phalaena gangis,0.9739,synonym
Creatonotos leucanioides,Creatonotos brunnipennis,0.9665,synonym
Creatonotos punctivitta,Spilosoma punctivitta,0.9868,synonym
Creatonotos transiens,Aloa isabellina,0.9533,synonym
Creatonotos transiens,Amphissa vacillans,0.9712,synonym
Creatonotos transiens,Creatonotos vacillans,0.9769,synonym
Cabardites limbata,Aemene formosibia,0.9435,synonym
Cabardites limbata,Aemene shirakii,0.9392,synonym
Cabardites limbata,Miltochrista limbata,0.9703,synonym
Cabardites maculata,Adites maculata,0.9879,synonym
Cabardites maculata,Aemene maculata,0.9829,synonym
Cabardites maculata,Nudaria maculata,0.9904,synonym
Cabardites pica,Aemene fuscipennis,0.9427,synonym
Cabardites pica,Miltochrista pica,0.9617,synonym
Cabardites pica,Parasiccia fuscipennis,0.9519,synonym
Diaphora mendica,Arctia mendica,0.9705,synonym
Diaphora mendica,Bombyx mendica,0.9347,synonym
Diaphora mendica,Chelonia mendica,0.9432,synonym
Diaphora mendica,Cycnia mendica,0.9586,synonym
Diaphora mendica,Diacrisia mendica,0.972,synonym
Diaphora mendica,Spilosoma albinotata,0.9437,synonym
Diaphora mendica,Spilosoma binaghii,0.9511,synonym
Diaphora mendica,Spilosoma circumpunctata,0.9365,synonym
Diaphora mendica,Spilosoma depuncta,0.9395,synonym
Diaphora mendica,Spilosoma inversa,0.9314,synonym
Diaphora mendica,Spilosoma mendica,0.9605,synonym
Diaphora mendica,Spilosoma mendicana,0.948,synonym
Diaphora mendica,Spilosoma murina,0.9562,synonym
Diaphora mendica,Spilosoma nigrociliata,0.941,synonym
Diaphora mendica,Spilosoma sabulosa,0.9462,synonym
Diaphora mendica,Spilosoma standfussi,0.9419,synonym
Diaphora mendica,Spilosoma substriata,0.9458,synonym
Diaphora mendica,Spilosoma syra,0.9529,synonym
Diaphora sordida,Chelonia sordida,0.9366,synonym
Diaphora sordida,Cycnia sordida,0.958,synonym
Alphaea imbuta,Arctia imbuta,0.9587,synonym
Alphaea imbuta,Estigmene femina,0.9456,synonym
Alphaea imbuta,Estigmene imbuta,0.972,synonym
Alphaea imbuta,Estigmene khasiana,0.9466,synonym
Alphaea imbuta,Estigmene normalis,0.9659,synonym
Alphaea imbuta,Estigmene sikkimensis,0.9266,synonym
Alphaea imbuta,Nayaca imbuta,0.9644,synonym
Alphaea impleta,Hypercompa impleta,0.982,synonym
Alphaea impleta,Spilosoma impleta,0.9607,synonym
Alphaea impleta,Spilosoma simplicicilia,0.9484,synonym
Bertula sphaerula,Asthala sphaerula,0.9815,synonym
Bertula pulla,Bleptina pulla,0.9815,synonym
Bertula momusalis,Bocana momusalis,0.9822,synonym
Bertula momusalis,Hydrillodes momusalis,0.9652,synonym
Bertula micealis,Bleptina micealis,0.9927,synonym
Bertula insignifica,Adrapsa murina,0.9633,synonym
Bertula incongruens,Bertula amurensis,0.9852,synonym
Bertula centralis,Bleptina grimsgaardi,0.9733,synonym
Bertula depressalis,Bertula similalis,0.9929,synonym
Bertula depressalis,Sitophora depressalis,0.9854,synonym
Bertula inconspicua,Bleptina inconspicua,0.986,synonym
Bertula hadenalis,Bertula alikangialis,0.9881,synonym
Bertula hadenalis,Bertula ruptistigma,0.9857,synonym
Bertula abjudicalis,Bertula tumidalis,0.9721,synonym
Bertula abjudicalis,Bocana tumidalis,0.9667,synonym
Bertula rufosa,Badiza rufosa,0.9945,synonym
Bertula delosticha,Bleptina delosticha,0.9747,synonym
Bertula tespilalis,Neviasca tespilalis,0.9657,synonym
Bertula tespilalis,Plusia albosignata,0.9666,synonym
Bertula carta,Bleptina carta,0.98,synonym
Bertula picta,Bleptina picta,0.9883,synonym
Bertula partita,Bertula leucopis,0.961,synonym
Miniodes phaeosoma,Miniodes phaeosomella,0.9761,synonym
Miniodes phaeosoma,Miniodes phaeosomoides,0.9844,synonym
Gorgonidia garleppi,Gorgonidia mirabilior,0.9757,synonym
Heliohemonia monosticta,Heliosia monosticta,0.9848,synonym
Disca arborita,Disca arbovia,0.9647,synonym
Africalpe intrusa,Oraesia anubis,0.9707,synonym
Arugisa latiorella,Arugisa watsoni,0.9796,synonym
Euagra coelestina,Euagra interclusa,0.9705,synonym
Euagra intercisa,Euagra auxo,0.9586,synonym
Metaphoenia plagifera,Thermesia plagifera,0.9634,synonym
Metaphoenia rhodias,Metaphoenia metarhoda,0.9862,synonym
Barsaurea diehli,Lyclene diehli,0.9434,synonym
Barsaurea phaeoxanthia,Barsine phaeoxanthia,0.9873,synonym
Barsaurea phaeoxanthia,Miltochrista phaeoxantha,0.9839,synonym
Barsaurea phaeoxanthia,Miltochrista phaeoxanthia,0.9904,synonym
Lepidolutzia baucis,Lepidolutzia bombycina,0.9852,synonym
Lepidolutzia baucis,Lepidolutzia costistrigata,0.9922,synonym
Lepidolutzia baucis,Lepidolutzia dukinfieldia,0.9792,synonym
Donuca castalia,Calliodes saturatior,0.9489,synonym
Donuca spectabilis,Donuca memorabilis,0.9843,synonym
Donuca spectabilis,Donuca queenslandica,0.9799,synonym
Donuca spectabilis,Donuca spectabilica,0.9891,synonym
Donuca spectabilis,Donuca yorkensis,0.9916,synonym
Donuca spectabilis,Donuca yorkensis,0.9916,synonym
Donuca spectabilis,Serrodes xanthorrhoea,0.9288,synonym
Icteritilema nyassana,Phryganopsis nyassana,0.9831,synonym
Icteritilema nyassana,Pusiola nyassana,0.9653,synonym
Diomea absorbens,Corsa absorbens,0.9657,synonym
Diomea dialitha,Pangrapta dialitha,0.9924,synonym
Diomea diffusifascia,Corsa molybdopasta,0.951,synonym
Diomea insulana,Diomea jankowskii,0.9653,synonym
Diomea lignicolora,Zigera suvarnadivipae,0.9534,synonym
Diomea lignicolora,Zigera suvarnadivpae,0.96,synonym
Diomea orbifera,Zigera lichenosa,0.9886,synonym
Diomea orbifera,Zigera orbifera,0.9849,synonym
Diomea tricuspida,Zigera tricuspida,0.9879,synonym
Elysius castanea,Elysius suffusa,0.982,synonym
Elysius cingulata,Elysius deleta,0.9771,synonym
Elysius cingulata,Elysius demaculata,0.9845,synonym
Elysius cingulata,Elysius pauper,0.9661,synonym
Elysius disciplaga,Elysius aperta,0.9815,synonym
Elysius disciplaga,Elysius breviuscula,0.9729,synonym
Elysius lavinia,Elysius lavinea,0.9883,synonym
Choerotricha atrosquama,Choerotricha enunciativa,0.9822,synonym
Choerotricha atrosquama,Choerotricha enunciativoides,0.9853,synonym
Choerotricha atrosquama,Choerotricha glandulosa,0.9764,synonym
Choerotricha biflava,Euproctis biflava,0.9621,synonym
Choerotricha indistincta,Euproctis indistincta,0.9662,synonym
Euippodes euprepes,Euippodes subnigra,0.9601,synonym
Callindra arginalis,Callindra gigantea,0.9891,synonym
Callindra equitalis,Callimorpha equitalis,0.9911,synonym
Callindra equitalis,Euprepia equitalis,0.9668,synonym
Callindra lenzeni,Callimorpha lenzeni,0.9819,synonym
Callindra nepos,Callimorpha eques,0.9703,synonym
Callindra nepos,Callimorpha nepos,0.9864,synonym
Callindra nyctemerata,Callimorpha nyctemerata,0.9854,synonym
Callindra nyctemerata,Hypercompa nyctemerata,0.9685,synonym
Callindra principalis,Callimorpha principalis,0.9836,synonym
Callindra principalis,Euprepia principalis,0.9774,synonym
Callindra similis,Callimorpha similis,0.9869,synonym
Callindra similis,Hypercompa similis,0.9798,synonym
Neidalia bifasciata,Eupsodosoma bifasciata,0.9583,synonym
Neidalia bifasciata,Phalaena bifasciata,0.9928,synonym
Margana tenuilinea,Rhesala tenuilinea,0.9747,synonym
Leucanopsis nebulosa,Leucanopsis epinephete,0.9688,synonym
Leucanopsis polyodonta,Leucanopsis polydonta,0.9831,synonym
Leucanopsis pulverea,Leucanopsis pulveria,0.9949,synonym
Leucanopsis dogniniana,Leucanopsis fassli,0.9847,synonym
Leucanopsis racema,Halisidota racema,0.9756,synonym
Leucanopsis lurida,Leucanopsis otho,0.978,synonym
Leucanopsis coniota,Leucanopsis coniata,0.9949,synonym
Leucanopsis leucanina,Leucanopsis infucata,0.9833,synonym
Leucanopsis leucanina,Leucanopsis phellia,0.9881,synonym
Litocala sexsignata,Litocala deserta,0.9729,synonym
Garudinodes trizona,Garudinodes affinis,0.9707,synonym
Dyops chromatophila,Dyops ocellata,0.9452,synonym
Cyme anaemica,Asura anaemica,0.9833,synonym
Cyme analogus,Asura analogus,0.9698,synonym
Cyme aroa,Asura aroa,0.9717,synonym
Cyme aroa,Asura fasciolata,0.9313,synonym
Cyme asuroides,Asura asuroides,0.9851,synonym
Cyme asuroides,Melanaema asuroides,0.9805,synonym
Cyme avernalis,Asura avernalis,0.9671,synonym
Cyme avernalis,Asura bougainvillei,0.9632,synonym
Cyme avernalis,Asura floridensis,0.9171,synonym
Cyme avernalis,Asura isabellina,0.9545,synonym
Cyme avernalis,Miltochrista avernalis,0.9724,synonym
Cyme basitesselata,Asura basitesselata,0.9785,synonym
Cyme basitesselata,Lyclene basitesselata,0.9756,synonym
Cyme basitesselata,Miltochrista basitessellata,0.9704,synonym
Cyme biagi,Asura biagi,0.9773,synonym
Cyme biagi,Asura coccineoflammeus,0.9624,synonym
Cyme biagi,Miltochrista biagi,0.962,synonym
Cyme celebensis,Miltasura celebensis,0.9795,synonym
Cyme coccineotermen,Miltochrista coccineotermen,0.9688,synonym
Cyme crocota,Asura crocota,0.9772,synonym
Cyme effasciata,Lithosia cinnabarina,0.9641,synonym
Cyme effasciata,Miltochrista cinnabarina,0.9715,synonym
Cyme effasciata,Miltochrista effasciata,0.9736,synonym
Cyme euprepioides,Asura samboanganus,0.9474,synonym
Cyme euprepioides,Barsine euprepioides,0.9779,synonym
Cyme euprepioides,Hypocrita inclusa,0.976,synonym
Cyme euprepioides,Hypoprepia euprepioides,0.9747,synonym
Cyme feminina,Asura feminina,0.9781,synonym
Cyme haemachroa,Asura haemachroa,0.9831,synonym
Cyme insularis,Asura insularis,0.9842,synonym
Cyme metascota,Asura metascota,0.9703,synonym
Cyme metascota,Asura suffusa,0.9271,synonym
Cyme miltochristaemorpha,Asura aureorosea,0.9422,synonym
Cyme miltochristaemorpha,Asura miltochristaemorpha,0.9747,synonym
Cyme miltochristaemorpha,Miltochrista aureorosea,0.9443,synonym
Cyme miltochristina,Asura miltochristina,0.9677,synonym
Cyme multidentata,Miltochrista multidentata,0.9615,synonym
Cyme phryctopa,Asura phryctopa,0.982,synonym
Cyme phryctopa,Calligenia phryctopa,0.9834,synonym
Cyme pyraula,Calligenia pyraula,0.9869,synonym
Cyme pyraula,Lyclene pyraula,0.9725,synonym
Cyme pyrostrota,Asura pyrostrota,0.9776,synonym
Cyme pyrrhauloides,Asura pyrrhauloides,0.9766,synonym
Cyme quadrifasciata,Asura quadrifasciata,0.98,synonym
Cyme quadrilineata,Calligenia melitaula,0.9715,synonym
Cyme quadrilineata,Calligenia quadrilineata,0.9816,synonym
Cyme quadrilineata,Lyclene melitaula,0.9763,synonym
Cyme quadrilineata,Lyclene quadrilineata,0.9855,synonym
Cyme quadrilineata,Lyclene simulans,0.976,synonym
Cyme quadrilineata,Miltochrista simulans,0.9693,synonym
Cyme reticulata,Barsine intrita,0.9639,synonym
Cyme reticulata,Barsine placens,0.9431,synonym
Cyme reticulata,Calligenia cyclota,0.9734,synonym
Cyme reticulata,Lyclene cyclota,0.9273,synonym
Cyme reticulata,Lyclene intrita,0.9647,synonym
Cyme reticulata,Lyclene placens,0.9432,synonym
Cyme reticulata,Lyclene reticulata,0.9782,synonym
Cyme septemmaculata,Asura septemmaculata,0.9726,synonym
Cyme septemmaculata,Hypocrita septemmaculata,0.9817,synonym
Cyme serratilinea,Lyclene serratilinea,0.9696,synonym
Cyme serratilinea,Pallene serratilinea,0.9858,synonym
Cyme sexualis,Asura cancellata,0.9468,synonym
Cyme sexualis,Asura effulgens,0.9352,synonym
Cyme sexualis,Asura mylea,0.9547,synonym
Cyme sexualis,Asura sexualis,0.9681,synonym
Cyme sexualis,Miltochrista cancellata,0.9545,synonym
Cyme sexualis,Miltochrista quadrifasciata,0.9539,synonym
Cyme structa,Lyclene pyrrhopsamma,0.9177,synonym
Cyme structa,Lyclene structa,0.9674,synonym
Cyme structa,Pallene structa,0.972,synonym
Cyme structa,Prinasura pyrrhopsamma,0.9186,synonym
Cyme suavis,Asura suavis,0.9725,synonym
Cyme suavis,Calligenia suavis,0.95,synonym
Cyme triangularis,Asura triangularis,0.9756,synonym
Cyme vepallida,Miltochrista vepallida,0.9626,synonym
Cyme vivida,Asura vivida,0.986,synonym
Cyme vivida,Barsine vivida,0.9853,synonym
Cyme wandammenseae,Asura wandammenseae,0.9831,synonym
Cyme xantherythra,Asura xantherythra,0.9743,synonym
Nyridela chalciope,Isanthrene chalciope,0.9568,synonym
Nyridela chalciope,Nyridela acroxantha,0.9841,synonym
Acantharctia latifusca,Acantharctia aurantiaca,0.983,synonym
Acantharctia latifusca,Acantharctia flavimarginata,0.9905,synonym
Acantharctia latifusca,Acantharctia suffusa,0.9898,synonym
Acantharctia latifusca,Acantharctia tenebrosa,0.987,synonym
Acantharctia mundata,Acantharctia atridorsia,0.9791,synonym
Euclystis angularis,Euclystis inconstans,0.979,synonym
Euclystis centurialis,Euclystis invidiosa,0.9844,synonym
Euclystis insana,Amphigonia insana,0.9806,synonym
Euclystis insana,Euclystis bendina,0.9849,synonym
Euclystis insana,Euclystis facunda,0.9724,synonym
Euclystis insana,Euclystis vulgaris,0.9837,synonym
Euclystis insana,Focilla facunda,0.9482,synonym
Euclystis isoa,Amphigonia isoa,0.9814,synonym
Euclystis isoa,Euclystis epulea,0.9889,synonym
Euclystis isoa,Euclystis turbulenta,0.9874,synonym
Euclystis manto,Euclystis homopteroides,0.9556,synonym
Euclystis manto,Euclystis postponens,0.9566,synonym
Euclystis metagona,Euclystis agava,0.9791,synonym
Euclystis metagona,Euclystis sublineata,0.9652,synonym
Euclystis plusioides,Euclystis laceroides,0.9882,synonym
Euclystis polyoperas,Euclystis polioperas,0.9622,synonym
Euclystis recurva,Euclystis consurgens,0.9797,synonym
Euclystis sytis,Euclystis lacaena,0.9754,synonym
Andrenimorpha sephela,Erruca sephela,0.9791,synonym
Andrenimorpha sephela,Gymnelia sephela,0.9734,synonym
Gymnelia beatrix,Gymnelia scintillans,0.9722,synonym
Gymnelia ethodaea,Gymnelia patagiata,0.9821,synonym
Gymnelia flavitarsis,Gymnelia scitillans,0.9764,synonym
Gymnelia jordani,Gymnelia ottonis,0.985,synonym
Gymnelia nigricornis,Gymnelia stretchi,0.9773,synonym
Gymnelia scita,Gymnelia hilaris,0.9782,synonym
Gymnelia taos,Gymnelia jujuyensis,0.9756,synonym
Gymnelia vesparia,Gymnelia odyneroides,0.9876,synonym
Adites bakeri,Asura bakeri,0.9837,synonym
Adites bizonoides,Adites tabida,0.9487,synonym
Adites bizonoides,Adites tibada,0.9404,synonym
Adites bizonoides,Lyclene bizonoides,0.9697,synonym
Adites hilaris,Asura hilaris,0.9748,synonym
Adites hilaris,Doliche hilaris,0.978,synonym
Adites mindanensis,Asura mindanensis,0.9839,synonym
Adites ocellata,Asura ocellata,0.988,synonym
Adites unilinea,Asura unilinea,0.9866,synonym
Adites unilinea,Miltochrista unilinea,0.9815,synonym
Adites vagilinea,Lyclene vagilinea,0.975,synonym
Kintana ocellatula,Kintana ocellata,0.9925,synonym
Ochrotilema curta,Onychipodia curta,0.9721,synonym
Ochrotilema curta,Pusiola curta,0.9663,synonym
Ochrotilema flavicosta,Phryganopsis flavicosta,0.9612,synonym
Ochrotilema hampsoni,Pseudlepista flavicosta,0.9698,synonym
Stenoglene cinerea,Stenoglene maculifera,0.963,synonym
Stenoglene hilaris,Stenoglene bithynia,0.978,synonym
Stenoglene obtusus,Stenoglene aequidistans,0.9593,synonym
Stenoglene obtusus,Stenoglene evanescens,0.9469,synonym
Stenoglene obtusus,Stenoglene labda,0.9677,synonym
Stenoglene obtusus,Stenoglene subcrocea,0.9589,synonym
Stenoglene obtusus,Stenoglene tristis,0.9597,synonym
Stenoglene opalina,Stenoglene peropalinus,0.9808,synonym
Stenoglene pellucida,Stenoglene novempunctatus,0.9054,synonym
Stenoglene plagiatus,Stenoglene grandiplaga,0.9486,synonym
Stenoglene roseus,Stenoglene elgonae,0.9686,synonym
Stenoglene roseus,Stenoglene flavidior,0.9655,synonym
Stenoglene roseus,Stenoglene gregorii,0.9688,synonym
Stenoglene roseus,Stenoglene monteironis,0.9702,synonym
Stenoglene roseus,Stenoglene pulverulentus,0.9653,synonym
Stenoglene roseus,Stenoglene similis,0.9664,synonym
Sangatissa subcurvifera,Sangatissa albipars,0.9397,synonym
Sangatissa subcurvifera,Sangatissa citrinula,0.9772,synonym
Sangatissa subcurvifera,Sangatissa teta,0.9291,synonym
Sangatissa subcurvifera,Sangatissa triseriata,0.9486,synonym
Poloma angulata,Poloma angulifera,0.9884,synonym
Poloma angulata,Poloma incompta,0.9617,synonym
Poloma angulata,Poloma janula,0.9689,synonym
Poloma nigromaculata,Poloma nahor,0.9581,synonym
Phyllalia alboradiata,Phyllalia acuta,0.9704,synonym
Phyllalia patens,Phyllalia concolor,0.9881,synonym
Phyllalia patens,Phyllalia ochrina,0.9876,synonym
Phyllalia thunbergii,Phyllalia incerta,0.9263,synonym
Phiala alba,Phiala pagagna,0.9838,synonym
Phiala alba,Phiala strigifera,0.9836,synonym
Phiala albida,Euchera abluta,0.9685,synonym
Phiala albida,Phiala abluta,0.9414,synonym
Phiala bistrigata,Phiala curvistriga,0.9757,synonym
Phiala bistrigata,Phiala curvistrigata,0.9798,synonym
