species,oldSpeciesCanonicalName,similarity,prediction,label,model,threshold
Veniliornis mixtus,Aulacorhamphus whitelianus,0.2308,not synonym,not synonym,Levenshtein,0.7
Capito niger,Bucco niger,0.5833,not synonym,synonym,Levenshtein,0.7
Gecinulus rafflesii,Chloropicoides rafflesii,0.5,not synonym,synonym,Levenshtein,0.7
Dryocopus pileatus,Ceophloeus pileatus,0.6316,not synonym,synonym,Levenshtein,0.7
Psilopogon armillaris,Dendrocopos nuttallii,0.2381,not synonym,not synonym,Levenshtein,0.7
Lybius dubius,Pogonornis dubius,0.4706,not synonym,synonym,Levenshtein,0.7
Dendrocoptes medius,Picus leucotos,0.1579,not synonym,not synonym,Levenshtein,0.7
Xiphidiopicus percussus,Centurus superciliaris,0.1739,not synonym,not synonym,Levenshtein,0.7
Dryobates minor,Picoides minor,0.6,not synonym,synonym,Levenshtein,0.7
Monasa nigrifrons,Dryobates lignarius,0.3158,not synonym,not synonym,Levenshtein,0.7
Pteroglossus bailloni,Cyrilavis olsoni,0.381,not synonym,not synonym,Levenshtein,0.7
Leuconotopicus stricklandi,Picus stricklandi,0.6538,not synonym,synonym,Levenshtein,0.7
Yungipicus moluccensis,Picus lineatus,0.4091,not synonym,not synonym,Levenshtein,0.7
Dendrocopos leucotos,Picus candidus,0.2,not synonym,not synonym,Levenshtein,0.7
Dryobates pubescens,Picus pubescens,0.5789,not synonym,synonym,Levenshtein,0.7
Yungipicus maculatus,Picus villosus,0.45,not synonym,not synonym,Levenshtein,0.7
Veniliornis mixtus,Dryobates mixtus,0.4444,not synonym,synonym,Levenshtein,0.7
Leuconotopicus albolarvatus,Megalaima mystacophanos,0.2222,not synonym,not synonym,Levenshtein,0.7
Piculus aurulentus,Picus aurulentus,0.8889,synonym,synonym,Levenshtein,0.7
Melanerpes lewis,Dryobates kirkii,0.1875,not synonym,not synonym,Levenshtein,0.7
Melanerpes superciliaris,Bathoceleus hyphalus,0.2083,not synonym,synonym,Levenshtein,0.7
Bucco macrodactylus,Argicus macrodactylus,0.7143,synonym,synonym,Levenshtein,0.7
Celeus undatus,Picus undatus,0.7143,synonym,synonym,Levenshtein,0.7
Primobucco olsoni,Cyrilavis olsoni,0.4706,not synonym,synonym,Levenshtein,0.7
Aulacorhynchus whitelianus,Aulacorhamphus whitelianus,0.8846,synonym,synonym,Levenshtein,0.7
Veniliornis frontalis,Cloronerpes frontalis,0.5714,not synonym,synonym,Levenshtein,0.7
Veniliornis callonotus,Dryobates callonotus,0.5455,not synonym,synonym,Levenshtein,0.7
Chrysophlegma mentale,Picus mentalis,0.3333,not synonym,synonym,Levenshtein,0.7
Dendrocoptes dorae,Dendropicos dorae,0.7222,synonym,synonym,Levenshtein,0.7
Stactolaema olivacea,Picoides medius,0.2,not synonym,not synonym,Levenshtein,0.7
Dendropicos griseocephalus,Leiopicus medius,0.3846,not synonym,not synonym,Levenshtein,0.7
Stactolaema olivacea,Cryptolybia olivacea,0.65,not synonym,synonym,Levenshtein,0.7
Leuconotopicus arizonae,Picoides arizonae,0.5652,not synonym,synonym,Levenshtein,0.7
Veniliornis sanguineus,Picus sanguineus,0.5909,not synonym,synonym,Levenshtein,0.7
Chelidoptera tenebrosa,Cuculus tenebrosus,0.4091,not synonym,synonym,Levenshtein,0.7
Psilopogon incognitus,Dendropicos medius,0.2857,not synonym,not synonym,Levenshtein,0.7
Dryobates minor,Alcedo spec,0.0667,not synonym,not synonym,Levenshtein,0.7
Chloropicus xantholophus,Thripias xantholophus,0.75,synonym,synonym,Levenshtein,0.7
Veniliornis lignarius,Picus lignarius,0.5714,not synonym,synonym,Levenshtein,0.7
Nonnula rubecula,Picoides scalaris,0.0588,not synonym,not synonym,Levenshtein,0.7
Psilopogon mystacophanos,Megalaima mystacophanos,0.5833,not synonym,synonym,Levenshtein,0.7
Dryobates minor,Dryobates frontalis,0.5789,not synonym,not synonym,Levenshtein,0.7
Leuconotopicus borealis,Pteroglossus atrogularis,0.2917,not synonym,not synonym,Levenshtein,0.7
Colaptes punctigula,Pulchrapollia olsoni,0.05,not synonym,not synonym,Levenshtein,0.7
Pteroglossus aracari,Ramphastos aracari,0.5,not synonym,synonym,Levenshtein,0.7
Dendrocoptes medius,Pteroglossus prasinus,0.3333,not synonym,not synonym,Levenshtein,0.7
Pteroglossus aracari,Megalaima eximia,0.15,not synonym,not synonym,Levenshtein,0.7
Leuconotopicus borealis,Picus borealis,0.6087,not synonym,synonym,Levenshtein,0.7
Lybius minor,Pogonornis minor,0.4375,not synonym,synonym,Levenshtein,0.7
Veniliornis lignarius,Thripias namaquus,0.3333,not synonym,not synonym,Levenshtein,0.7
Psilopogon viridis,Megalaima viridis,0.4444,not synonym,synonym,Levenshtein,0.7
Chrysophlegma miniaceum,Picus mineaceus,0.3913,not synonym,synonym,Levenshtein,0.7
Leuconotopicus borealis,Dryobates borealis,0.5217,not synonym,synonym,Levenshtein,0.7
Bucco macrodactylus,Picus mixtus,0.3158,not synonym,not synonym,Levenshtein,0.7
Psilopogon zeylanicus,Megalaima zeylanica,0.4286,not synonym,synonym,Levenshtein,0.7
Picumnus dorbignyanus,Picumnus dorbygnianus,0.9048,synonym,synonym,Levenshtein,0.7
Veniliornis nigriceps,Dryobates nigriceps,0.5238,not synonym,synonym,Levenshtein,0.7
Veniliornis chocoensis,Dryobates chocoensis,0.5455,not synonym,synonym,Levenshtein,0.7
Psilopogon chrysopogon,Picoides moluccensis,0.1818,not synonym,not synonym,Levenshtein,0.7
Lybius melanopterus,Asyndesmus lewis,0.2105,not synonym,not synonym,Levenshtein,0.7
Psilopogon henricii,Megalaima henricii,0.4737,not synonym,synonym,Levenshtein,0.7
Dendrocoptes auriceps,Megalaima chrysopogon,0.0476,not synonym,not synonym,Levenshtein,0.7
Veniliornis affinis,Picus affinis,0.5263,not synonym,synonym,Levenshtein,0.7
Chrysophlegma miniaceum,Dendrocopos obsoletus,0.1304,not synonym,not synonym,Levenshtein,0.7
Galbula galbula,Alcedo spec,0.2,not synonym,synonym,Levenshtein,0.7
Chrysophlegma miniaceum,Picoides canicapillus,0.1739,not synonym,not synonym,Levenshtein,0.7
Dryobates scalaris,Dryobates maculifrons,0.6667,not synonym,not synonym,Levenshtein,0.7
Colaptes auricularis,Piculus auricularis,0.65,not synonym,synonym,Levenshtein,0.7
Dryobates minor,Picus miniaceus,0.0667,not synonym,not synonym,Levenshtein,0.7
Dendropicos obsoletus,Picoides obsoletus,0.619,not synonym,synonym,Levenshtein,0.7
Picumnus exilis,Picus exilis,0.8,synonym,synonym,Levenshtein,0.7
Dryobates scalaris,Picoides scalaris,0.6667,not synonym,synonym,Levenshtein,0.7
Dryobates minor,Picus minor,0.4667,not synonym,synonym,Levenshtein,0.7
Dendrocopos major,Pogonornis bidentatus,0.1429,not synonym,not synonym,Levenshtein,0.7
Aulacorhynchus atrogularis,Pteroglossus atrogularis,0.5769,not synonym,synonym,Levenshtein,0.7
Psilopogon faber,Picus herminieri,0.1875,not synonym,not synonym,Levenshtein,0.7
Dendrocoptes dorae,Megalaima pulcherrima,0.1429,not synonym,not synonym,Levenshtein,0.7
Picumnus minutissimus,Picus minutissimus,0.8571,synonym,synonym,Levenshtein,0.7
Melanerpes superciliaris,Picus ruber,0.2083,not synonym,not synonym,Levenshtein,0.7
Yungipicus canicapillus,Picoides canicapillus,0.6522,not synonym,synonym,Levenshtein,0.7
Dendrocopos noguchii,Picus noguchii,0.55,not synonym,synonym,Levenshtein,0.7
Veniliornis lignarius,Picoides lignarius,0.619,not synonym,synonym,Levenshtein,0.7
Yungipicus kizuki,Picus pubescens,0.1765,not synonym,not synonym,Levenshtein,0.7
Pteroglossus viridis,Megalaima monticola,0.1,not synonym,not synonym,Levenshtein,0.7
Nystalus chacuru,Dendrocopos anglicus,0.2,not synonym,not synonym,Levenshtein,0.7
Psilopogon zeylanicus,Thereiceryx zeylanicus,0.5,not synonym,synonym,Levenshtein,0.7
Psilopogon rafflesii,Chloronerpes dignus,0.15,not synonym,not synonym,Levenshtein,0.7
Dendrocopos major,Picus flavus,0.1765,not synonym,not synonym,Levenshtein,0.7
Lybius minor,Thripias pyrrhogaster,0.2381,not synonym,not synonym,Levenshtein,0.7
Yungipicus temminckii,Leuconerpes albolarvatus,0.125,not synonym,not synonym,Levenshtein,0.7
Nonnula rubecula,Bucco rubecula,0.5625,not synonym,synonym,Levenshtein,0.7
Psilopogon nuchalis,Megalaima nuchalis,0.4737,not synonym,synonym,Levenshtein,0.7
Psilopogon virens,Megalaima virens,0.4118,not synonym,synonym,Levenshtein,0.7
Chelidoptera tenebrosa,Dryobates passerinus,0.1364,not synonym,not synonym,Levenshtein,0.7
Psilopogon mystacophanos,Megalaima lagrandieri,0.0833,not synonym,not synonym,Levenshtein,0.7
Pteroglossus viridis,Baillonius bailloni,0.25,not synonym,not synonym,Levenshtein,0.7
Bucco noanamae,Bucco macrorhynchos,0.4211,not synonym,not synonym,Levenshtein,0.7
Primobucco olsoni,Megalaima lineata,0.0,not synonym,not synonym,Levenshtein,0.7
Galbula galbula,Chrysocolaptes validus,0.2273,not synonym,not synonym,Levenshtein,0.7
Psilopogon javensis,Venilornis fumigatus,0.2,not synonym,not synonym,Levenshtein,0.7
Yungipicus moluccensis,Dendrocopos temminckii,0.1364,not synonym,not synonym,Levenshtein,0.7
Psilopogon incognitus,Megalaima incognita,0.4286,not synonym,synonym,Levenshtein,0.7
Colaptes auratus,Cuculus auratus,0.625,not synonym,synonym,Levenshtein,0.7
Veniliornis maculifrons,Picus maculifrons,0.6087,not synonym,synonym,Levenshtein,0.7
Caloramphus fuliginosus,Calorhamphus fuliginosus,0.9583,synonym,synonym,Levenshtein,0.7
Veniliornis callonotus,Picus major,0.2273,not synonym,not synonym,Levenshtein,0.7
Psilopogon asiaticus,Megalaima asiatica,0.4,not synonym,synonym,Levenshtein,0.7
Chelidoptera tenebrosa,Picumnus fulvescens,0.0909,not synonym,not synonym,Levenshtein,0.7
Chrysophlegma miniaceum,Dendrocopos canicapillus,0.1667,not synonym,not synonym,Levenshtein,0.7
Leuconotopicus stricklandi,Dryobates stricklandi,0.5769,not synonym,synonym,Levenshtein,0.7
Veniliornis spilogaster,Picus spilogaster,0.6087,not synonym,synonym,Levenshtein,0.7
Celeus galeatus,Dendrocopos medius,0.2222,not synonym,not synonym,Levenshtein,0.7
Selenidera piperivora,Pteroglossus culik,0.0476,not synonym,synonym,Levenshtein,0.7
Veniliornis affinis,Picus melanoleucos,0.0526,not synonym,not synonym,Levenshtein,0.7
Dendrocoptes medius,Alcedo aurea,0.1053,not synonym,not synonym,Levenshtein,0.7
Veniliornis passerinus,Dryobates passerinus,0.5455,not synonym,synonym,Levenshtein,0.7
Melanerpes herminieri,Picus herminieri,0.5714,not synonym,synonym,Levenshtein,0.7
Psilopogon monticola,Megalaima monticola,0.5,not synonym,synonym,Levenshtein,0.7
Veniliornis dignus,Dryobates dignus,0.4444,not synonym,synonym,Levenshtein,0.7
Psilopogon flavifrons,Picoides kizuki,0.2381,not synonym,not synonym,Levenshtein,0.7
Picus sharpei,Ceophloeus pileatus,0.2105,not synonym,not synonym,Levenshtein,0.7
Leuconotopicus albolarvatus,Leuconerpes albolarvatus,0.7778,synonym,synonym,Levenshtein,0.7
Colaptes auricularis,Dendrocopos arizonae,0.2,not synonym,not synonym,Levenshtein,0.7
Leuconotopicus fumigatus,Trachyphonus protractus,0.3333,not synonym,not synonym,Levenshtein,0.7
Veniliornis spilogaster,Dryobates spilogaster,0.5652,not synonym,synonym,Levenshtein,0.7
Psilopogon nuchalis,Picoides borealis,0.4211,not synonym,not synonym,Levenshtein,0.7
Dryobates scalaris,Dendrocopos maculatus,0.381,not synonym,not synonym,Levenshtein,0.7
Bucco capensis,Bucco collaris,0.6429,not synonym,synonym,Levenshtein,0.7
Yungipicus canicapillus,Dendrocopos canicapillus,0.625,not synonym,synonym,Levenshtein,0.7
Gecinulus rafflesii,Picus tridactylus,0.2105,not synonym,not synonym,Levenshtein,0.7
Melanerpes uropygialis,Centurus uropygialis,0.6818,not synonym,synonym,Levenshtein,0.7
Leuconotopicus stricklandi,Dendrocopos dorae,0.3077,not synonym,not synonym,Levenshtein,0.7
Pardipicus caroli,Picus affinis,0.3529,not synonym,not synonym,Levenshtein,0.7
Colaptes rivolii,Piculus rivolii,0.5625,not synonym,synonym,Levenshtein,0.7
Chloropicus namaquus,Asyndesmus lewisi,0.15,not synonym,not synonym,Levenshtein,0.7
Leuconotopicus fumigatus,Bucco nigrifrons,0.25,not synonym,not synonym,Levenshtein,0.7
Dryobates scalaris,Dendrocopos scalaris,0.6,not synonym,synonym,Levenshtein,0.7
Yungipicus kizuki,Gecinus sharpei,0.2941,not synonym,not synonym,Levenshtein,0.7
Dryobates pubescens,Pogonornis minor,0.1053,not synonym,not synonym,Levenshtein,0.7
Veniliornis spilogaster,Celeus brachyurus,0.1739,not synonym,not synonym,Levenshtein,0.7
Bucco macrodactylus,Cyphos macrodactylus,0.75,synonym,synonym,Levenshtein,0.7
Sphyrapicus ruber,Picus ruber,0.6471,not synonym,synonym,Levenshtein,0.7
Veniliornis nigriceps,Hylatomus lineatus,0.2381,not synonym,not synonym,Levenshtein,0.7
Veniliornis passerinus,Picus passerinus,0.5909,not synonym,synonym,Levenshtein,0.7
Psilopogon monticola,Megalaima javensis,0.1,not synonym,not synonym,Levenshtein,0.7
Chloropicus namaquus,Thripias namaquus,0.7,synonym,synonym,Levenshtein,0.7
Psilopogon eximius,Megalaima haemacephala,0.0909,not synonym,not synonym,Levenshtein,0.7
Psilopogon armillaris,Megalaima armillaris,0.5238,not synonym,synonym,Levenshtein,0.7
Dryobates pubescens,Argicus macrodactylus,0.1429,not synonym,not synonym,Levenshtein,0.7
Campephilus melanoleucos,Picus melanoleucos,0.7083,synonym,synonym,Levenshtein,0.7
Chrysophlegma flavinucha,Picus flavinucha,0.5,not synonym,synonym,Levenshtein,0.7
Primobucco kistneri,Neanis kistneri,0.4737,not synonym,synonym,Levenshtein,0.7
Veniliornis nigriceps,Picus nigriceps,0.5714,not synonym,synonym,Levenshtein,0.7
Nystalus chacuru,Dryobates borealis,0.2222,not synonym,not synonym,Levenshtein,0.7
Notharchus tectus,Bucco tectus,0.4706,not synonym,synonym,Levenshtein,0.7
Pardipicus nivosus,Ramphastos viridis,0.2778,not synonym,not synonym,Levenshtein,0.7
Yungipicus moluccensis,Picoides moluccensis,0.6364,not synonym,synonym,Levenshtein,0.7
Psilopogon lagrandieri,Picus flavigula,0.1818,not synonym,not synonym,Levenshtein,0.7
Dryobates cathpharius,Megalaima viridis,0.1905,not synonym,not synonym,Levenshtein,0.7
Primobucco olsoni,Pulchrapollia olsoni,0.45,not synonym,synonym,Levenshtein,0.7
Chelidoptera tenebrosa,Dryobates cassini,0.1364,not synonym,not synonym,Levenshtein,0.7
Dendrocoptes dorae,Megalaima flavifrons,0.1,not synonym,not synonym,Levenshtein,0.7
Psilopogon australis,Megalaima australis,0.5,not synonym,synonym,Levenshtein,0.7
Stactolaema olivacea,Dendrocopos auriceps,0.15,not synonym,not synonym,Levenshtein,0.7
Dryocopus schulzii,Dryobates nigriceps,0.3158,not synonym,not synonym,Levenshtein,0.7
Chloropicus xantholophus,Piculus rubiginosus,0.2917,not synonym,not synonym,Levenshtein,0.7
Melanerpes candidus,Dendrocopos borealis,0.25,not synonym,not synonym,Levenshtein,0.7
Chelidoptera tenebrosa,Pteroglossus sulcatus,0.1364,not synonym,not synonym,Levenshtein,0.7
Dendrocoptes dorae,Picus exilis,0.1111,not synonym,not synonym,Levenshtein,0.7
Dendrocopos leucotos,Picus lecotos,0.5,not synonym,synonym,Levenshtein,0.7
Dryobates nuttallii,Picoides nuttallii,0.6842,not synonym,synonym,Levenshtein,0.7
Dendrocopos major,Dendrocopos anglicus,0.6,not synonym,synonym,Levenshtein,0.7
Leuconotopicus albolarvatus,Picus mahrattensis,0.2593,not synonym,not synonym,Levenshtein,0.7
Leuconotopicus borealis,Picoides borealis,0.5652,not synonym,synonym,Levenshtein,0.7
Leiopicus mahrattensis,Dryobates comminutus,0.1818,not synonym,not synonym,Levenshtein,0.7
Melanerpes superciliaris,Picus superciliaris,0.625,not synonym,synonym,Levenshtein,0.7
Veniliornis mixtus,Megalaima virens,0.2778,not synonym,not synonym,Levenshtein,0.7
Colaptes rubiginosus,Picus striatus,0.25,not synonym,not synonym,Levenshtein,0.7
Psilopogon zeylanicus,Bucco zeylanicus,0.5714,not synonym,synonym,Levenshtein,0.7
Psilopogon javensis,Trachylaemus purpuratus,0.087,not synonym,not synonym,Levenshtein,0.7
Dryocopus pileatus,Hylatomus pileatus,0.6667,not synonym,synonym,Levenshtein,0.7
Yungipicus moluccensis,Nystactes tamatia,0.1818,not synonym,not synonym,Levenshtein,0.7
Yungipicus moluccensis,Dendrocopos moluccensis,0.6087,not synonym,synonym,Levenshtein,0.7
Campephilus principalis,Picus principalis,0.6957,not synonym,synonym,Levenshtein,0.7
Pardipicus nivosus,Campethera nivosa,0.3889,not synonym,synonym,Levenshtein,0.7
Leuconotopicus stricklandi,Picoides stricklandi,0.6154,not synonym,synonym,Levenshtein,0.7
Psilopogon corvinus,Picoides temminckii,0.2105,not synonym,not synonym,Levenshtein,0.7
Dendrocoptes auriceps,Picus fumigatus,0.2381,not synonym,not synonym,Levenshtein,0.7
Xiphidiopicus percussus,Megalaima armillaris,0.087,not synonym,not synonym,Levenshtein,0.7
Leuconotopicus fumigatus,Picus fumigatus,0.625,not synonym,synonym,Levenshtein,0.7
