species,oldSpeciesCanonicalName,similarity,prediction,label,model,threshold
Parietaria pensylvanica,Boehmeria janagi-itsigo,0.2174,not synonym,not synonym,Levenshtein,0.7
Boehmeria sieboldiana,Rhamnus pruniformis,0.0952,not synonym,not synonym,Levenshtein,0.7
Obetia radula,Urera ficifolia,0.2667,not synonym,synonym,Levenshtein,0.7
Phylica disticha,Phylica empetroides,0.5263,not synonym,synonym,Levenshtein,0.7
Scutia myrtina,Morus tataiba,0.2143,not synonym,not synonym,Levenshtein,0.7
Ulmiphyllum crassinerve,Ulmophyllum crassinerve,0.9565,synonym,synonym,Levenshtein,0.7
Serichonus gracilipes,Stenanthemum gracilipes,0.6522,not synonym,synonym,Levenshtein,0.7
Cecropia angustifolia,Ambaiba tubulosa,0.2381,not synonym,synonym,Levenshtein,0.7
Acaena trifida,Ancistrum trifidum,0.5,not synonym,synonym,Levenshtein,0.7
Argentina lineata,Ceanothus mystacinus,0.15,not synonym,not synonym,Levenshtein,0.7
Argentina festiva,Potentilla festiva,0.7222,synonym,synonym,Levenshtein,0.7
Humulus scandens,Lupulus scandens,0.875,synonym,synonym,Levenshtein,0.7
Dendrocnide photiniphylla,Fleurya photiniphylla,0.6,not synonym,synonym,Levenshtein,0.7
Ficus elastica,Visiania elastica,0.5882,not synonym,synonym,Levenshtein,0.7
Prunus cerasus,Prunus plena,0.5714,not synonym,synonym,Levenshtein,0.7
Scepocarpus repens,Laportea repens,0.5556,not synonym,synonym,Levenshtein,0.7
Poikilospermum acuminatum,Conocephalus canescens,0.2,not synonym,synonym,Levenshtein,0.7
Acaena sericea,Poterium australe,0.2353,not synonym,synonym,Levenshtein,0.7
Spiraea sanssouciana,Dubrueilia membranacea,0.2273,not synonym,not synonym,Levenshtein,0.7
Crataegus obtusata,Soulangia thymifolia,0.2,not synonym,not synonym,Levenshtein,0.7
Condalia maytenoides,Sciadophila maytenoides,0.6957,not synonym,synonym,Levenshtein,0.7
Discaria americana,Mertensia integrifolia,0.3182,not synonym,not synonym,Levenshtein,0.7
Aronia prunifolia,Solenostigma strychnoides,0.24,not synonym,not synonym,Levenshtein,0.7
Crataegus pruinosa,Dorstenia crispata,0.2778,not synonym,not synonym,Levenshtein,0.7
Rubus niveus,Rubus ischelus,0.6429,not synonym,synonym,Levenshtein,0.7
Alphitonia pomaderroides,Touchardia wainihaensis,0.1667,not synonym,not synonym,Levenshtein,0.7
Ziziphus oenopolia,Ziziphus latifolia,0.7222,synonym,synonym,Levenshtein,0.7
Gonostegia pentandra,Alchemilla arvensis,0.15,not synonym,not synonym,Levenshtein,0.7
Pouzolzia zeylanica,Pouzolzia pauciflora,0.55,not synonym,synonym,Levenshtein,0.7
Acaena antarctica,Inophloeum armatum,0.1111,not synonym,not synonym,Levenshtein,0.7
Artocarpus kemando,Sorbus velebitica,0.1667,not synonym,not synonym,Levenshtein,0.7
Ziziphus affinis,Cerasus nigricans,0.2353,not synonym,not synonym,Levenshtein,0.7
Sorbaronia monstrosa,Lupulus hillii,0.05,not synonym,not synonym,Levenshtein,0.7
Prunus bifrons,Pyrus elliptica,0.2667,not synonym,not synonym,Levenshtein,0.7
Argentina commutata,Ioxylon pomiferum,0.2105,not synonym,not synonym,Levenshtein,0.7
Spyridium eriocephalum,Ancistrum elongatum,0.3636,not synonym,not synonym,Levenshtein,0.7
Dendrocnide cordifolia,Parasponia rugosa,0.2727,not synonym,not synonym,Levenshtein,0.7
Urtica wallichiana,Urtica paniculata,0.6667,not synonym,synonym,Levenshtein,0.7
Celtis australis,Rubus bouvetianus,0.2941,not synonym,not synonym,Levenshtein,0.7
Crataegus pruinosa,Crataegus placiva,0.6667,not synonym,synonym,Levenshtein,0.7
Elatostema curvitepalum,Urtica galeopsifolia,0.1739,not synonym,not synonym,Levenshtein,0.7
Majovskya haljamovae,Sorbus haljamovae,0.6,not synonym,synonym,Levenshtein,0.7
Sorbaria pallasii,Pilea quadrifolia,0.1176,not synonym,not synonym,Levenshtein,0.7
Ficus lamponga,Ficus balansae,0.5714,not synonym,synonym,Levenshtein,0.7
Margyricarpus pinnatus,Sorbus whiteana,0.2273,not synonym,not synonym,Levenshtein,0.7
Dendrocnide sinuata,Laportea integrifolia,0.2381,not synonym,synonym,Levenshtein,0.7
Procris frutescens,Procris pseudostrigosa,0.5,not synonym,synonym,Levenshtein,0.7
Scepocarpus acuminatus,Prunus litigiosa,0.2273,not synonym,not synonym,Levenshtein,0.7
Laportea oligoloba,Urera oligoloba,0.6667,not synonym,synonym,Levenshtein,0.7
Ficus ampelos,Urtica longifolia,0.1765,not synonym,not synonym,Levenshtein,0.7
Scutia myrtina,Trymalium spathulatum,0.1905,not synonym,not synonym,Levenshtein,0.7
Sageretia thea,Sageretia theezans,0.7778,synonym,synonym,Levenshtein,0.7
Rosa beggeriana,Rosa daenensis,0.4,not synonym,synonym,Levenshtein,0.7
Argentina archboldiana,Potentilla archboldiana,0.7826,synonym,synonym,Levenshtein,0.7
Potentilla saxosa,Horkelia saxosa,0.5882,not synonym,synonym,Levenshtein,0.7
Alphitonia zizyphoides,Morus reticulata,0.0909,not synonym,not synonym,Levenshtein,0.7
Phylica rubra,Phylica empetroides,0.4737,not synonym,not synonym,Levenshtein,0.7
Parietaria elliptica,Parietaria cryptorum,0.6,not synonym,synonym,Levenshtein,0.7
Maclura tricuspidata,Fatoua aspera,0.35,not synonym,not synonym,Levenshtein,0.7
Maclura tinctoria,Maclura subintegerrima,0.5909,not synonym,synonym,Levenshtein,0.7
Acaena cylindristachya,Spiraea californica,0.3636,not synonym,not synonym,Levenshtein,0.7
Holodiscus discolor,Sericotheca discolor,0.5,not synonym,synonym,Levenshtein,0.7
Gonostegia triandra,Gonostegia quinquenervis,0.5833,not synonym,synonym,Levenshtein,0.7
Reissekia smilacina,Gouania smilacina,0.6316,not synonym,synonym,Levenshtein,0.7
Spiraea alba,Pyrus avalon,0.3333,not synonym,not synonym,Levenshtein,0.7
Cecropia strigosa,Cecropia multiflora,0.6316,not synonym,synonym,Levenshtein,0.7
Maclura tinctoria,Crataegus lobata,0.1765,not synonym,not synonym,Levenshtein,0.7
Boehmeria pilosiuscula,Procris polycephala,0.3182,not synonym,not synonym,Levenshtein,0.7
Droguetia ambigua,Pyrus longifolia,0.1176,not synonym,not synonym,Levenshtein,0.7
Pourthiaea arguta,Ficus irritans,0.1765,not synonym,not synonym,Levenshtein,0.7
Spiraea alpina,Ziziphus amphibia,0.3529,not synonym,not synonym,Levenshtein,0.7
Obetia radula,Obetia radula,1.0,synonym,synonym,Levenshtein,0.7
Frangula discolor,Rhamnus discolor,0.6471,not synonym,synonym,Levenshtein,0.7
Paliurus spina-christi,Gouania frangulifolia,0.0909,not synonym,not synonym,Levenshtein,0.7
Parartocarpus venenosa,Saccus tylophyllus,0.0909,not synonym,synonym,Levenshtein,0.7
Artocarpus hypargyreus,Artocarpus hypargyreus,1.0,synonym,synonym,Levenshtein,0.7
Rhaphiolepis ferruginea,Pyrus sodomacea,0.2174,not synonym,synonym,Levenshtein,0.7
Karpatiosorbus veszpremensis,Sorbus veszpremensis,0.7143,synonym,synonym,Levenshtein,0.7
Spiraea fritschiana,Urtica scabra,0.2632,not synonym,not synonym,Levenshtein,0.7
Celtis tetrandra,Celtis glabra,0.625,not synonym,synonym,Levenshtein,0.7
Ficus glandulifera,Microrhamnus taquetii,0.1905,not synonym,not synonym,Levenshtein,0.7
Elaeagnus thunbergii,Elaeagnus grandifolia,0.5714,not synonym,synonym,Levenshtein,0.7
Dorstenia brasiliensis,Olmedia angustifolia,0.3182,not synonym,not synonym,Levenshtein,0.7
Rhamnus washakiensis,Boehmeria longifolia,0.1,not synonym,not synonym,Levenshtein,0.7
Ziziphus horrida,Cassine parvifolia,0.1667,not synonym,not synonym,Levenshtein,0.7
Celtis iguanaea,Celtis dichotoma,0.5625,not synonym,synonym,Levenshtein,0.7
Dorstenia drakena,Dorstenia mexicana,0.6667,not synonym,synonym,Levenshtein,0.7
Ficus melinocarpa,Urtica minor,0.3529,not synonym,not synonym,Levenshtein,0.7
Aria graeca,Sorbus apiculata,0.1875,not synonym,not synonym,Levenshtein,0.7
Spiraea bella,Spiraea montana,0.6,not synonym,synonym,Levenshtein,0.7
Ficus heteropleura,Ficus mindanaensis,0.3333,not synonym,synonym,Levenshtein,0.7
Rhaphiolepis indica,Rubus rotundifolius,0.1053,not synonym,not synonym,Levenshtein,0.7
Ficus punctata,Ceanothus tardivus,0.1667,not synonym,not synonym,Levenshtein,0.7
Spiraea decumbens,Obetia radula,0.1765,not synonym,not synonym,Levenshtein,0.7
Aria busambarensis,Pyrus busambarensis,0.7895,synonym,synonym,Levenshtein,0.7
Margyricarpus pinnatus,Urtica hederacea,0.2273,not synonym,not synonym,Levenshtein,0.7
Ziziphus mucronata,Ziziphus abyssinica,0.5789,not synonym,synonym,Levenshtein,0.7
Argentina victorialis,Potentilla smithiana,0.381,not synonym,not synonym,Levenshtein,0.7
Pilea verbascifolia,Parietaria verbascifolia,0.7083,synonym,synonym,Levenshtein,0.7
Colubrina alluaudii,Solenostigma paniculatum,0.2917,not synonym,not synonym,Levenshtein,0.7
Streblus asper,Streblus lactescens,0.6316,not synonym,synonym,Levenshtein,0.7
Ziziphus jujuba,Ziziphus lucidus,0.625,not synonym,synonym,Levenshtein,0.7
Spiraea alba,Spiraea flexuosa,0.625,not synonym,synonym,Levenshtein,0.7
Laportea aestuans,Elaeagnus obtusa,0.2353,not synonym,not synonym,Levenshtein,0.7
Broussonetia papyrifera,Morus australis,0.2174,not synonym,synonym,Levenshtein,0.7
Elaeagnus angustifolia,Pyrus kovalevii,0.1818,not synonym,not synonym,Levenshtein,0.7
Pourthiaea arguta,Photinia moiorum,0.2353,not synonym,synonym,Levenshtein,0.7
Acaena montana,Boehmeria melastomifolia,0.25,not synonym,not synonym,Levenshtein,0.7
Boehmeria depauperata,Photinia myriantha,0.1905,not synonym,not synonym,Levenshtein,0.7
Sorbaronia monstrosa,Fleurya petiolata,0.2,not synonym,not synonym,Levenshtein,0.7
Spiraea martini,Acaena subflaccida,0.2222,not synonym,not synonym,Levenshtein,0.7
Hijmania alta,Ziziphus lloydii,0.1875,not synonym,not synonym,Levenshtein,0.7
Trema angustifolium,Trema sampsonii,0.4737,not synonym,synonym,Levenshtein,0.7
Prunus ovalis,Prunus ovalis,1.0,synonym,synonym,Levenshtein,0.7
Cecropia polystachya,Ambaiba pinnatiloba,0.25,not synonym,synonym,Levenshtein,0.7
Ulmus hollandica,Ulmus anglosaxonica,0.5789,not synonym,synonym,Levenshtein,0.7
Trema micranthum,Sponia canescens,0.125,not synonym,synonym,Levenshtein,0.7
Ficus benjamina,Ficus nitida,0.6,not synonym,synonym,Levenshtein,0.7
Prunus spinosa,Prunus curdica,0.5714,not synonym,synonym,Levenshtein,0.7
Frangula rupestris,Gyrotaenia trinervata,0.2381,not synonym,not synonym,Levenshtein,0.7
Holodiscus discolor,Crataegus intermedia,0.1,not synonym,not synonym,Levenshtein,0.7
Obetia carruthersiana,Sorbus pelsoensis,0.1905,not synonym,not synonym,Levenshtein,0.7
Celtis tenuifolia,Celtis fuscata,0.5294,not synonym,synonym,Levenshtein,0.7
Hedlundia subarranensis,Sorbus subarranensis,0.6522,not synonym,synonym,Levenshtein,0.7
Ficus racemosa,Pyrus intermedia,0.375,not synonym,not synonym,Levenshtein,0.7
Laportea interrupta,Schychowskya interrupta,0.5652,not synonym,synonym,Levenshtein,0.7
Aria eminens,Laportea longispica,0.2632,not synonym,not synonym,Levenshtein,0.7
Morus alba,Celtis gongshanensis,0.15,not synonym,not synonym,Levenshtein,0.7
Elatostema rostratum,Pouzolzia hispida,0.2,not synonym,not synonym,Levenshtein,0.7
Pyraria irregularis,Sorbopyrus irregularis,0.6364,not synonym,synonym,Levenshtein,0.7
Pilea melastomoides,Boehmeria uliginosa,0.2105,not synonym,not synonym,Levenshtein,0.7
Sarcomphalus obtusifolius,Condaliopsis rigida,0.28,not synonym,synonym,Levenshtein,0.7
Poikilospermum borneense,Conocephalus borneensis,0.4583,not synonym,synonym,Levenshtein,0.7
Dorstenia foetida,Crataegus lasiocarpa,0.25,not synonym,not synonym,Levenshtein,0.7
Prunus arborea,Rhamnus alpina,0.3571,not synonym,not synonym,Levenshtein,0.7
Dendrocnide gigantea,Boehmeria candidissima,0.1818,not synonym,not synonym,Levenshtein,0.7
Procris pedunculata,Boehmeria cephalida,0.2105,not synonym,synonym,Levenshtein,0.7
Maclura spinosa,Cudrania spinosa,0.5625,not synonym,synonym,Levenshtein,0.7
Pouzolzia zeylanica,Boehmeria anisoneura,0.3,not synonym,not synonym,Levenshtein,0.7
Pseudolmedia laevis,Ziziphus chloroxylon,0.0,not synonym,not synonym,Levenshtein,0.7
Cryptandra coronata,Stenanthemum coronatum,0.4091,not synonym,synonym,Levenshtein,0.7
Granitites intangendus,Opulaster pubescens,0.2727,not synonym,not synonym,Levenshtein,0.7
Dorstenia zenkeri,Dorstenia laurentii,0.6316,not synonym,synonym,Levenshtein,0.7
Cecropia sciadophylla,Cecropia inchuensis,0.4762,not synonym,synonym,Levenshtein,0.7
Naucleopsis krukovii,Pseudolmedia krukovii,0.5238,not synonym,synonym,Levenshtein,0.7
Margyricarpus acanthocarpus,Pyrus arguta,0.2963,not synonym,not synonym,Levenshtein,0.7
Pilea crenulata,Laportea crenulata,0.7222,synonym,synonym,Levenshtein,0.7
Pipturus argenteus,Pipturus candolleanus,0.619,not synonym,synonym,Levenshtein,0.7
Pouzolzia zeylanica,Urtica alienata,0.2632,not synonym,synonym,Levenshtein,0.7
Laportea peduncularis,Urtica mitis,0.2381,not synonym,synonym,Levenshtein,0.7
Crataegus pruinosa,Mespilus pruinosa,0.6111,not synonym,synonym,Levenshtein,0.7
Atadinus cornifolius,Aruncus vulgaris,0.3,not synonym,not synonym,Levenshtein,0.7
Acaena alpina,Colubrina pubescens,0.2105,not synonym,not synonym,Levenshtein,0.7
Ficus peguensis,Lupulus communis,0.3125,not synonym,not synonym,Levenshtein,0.7
Discaria pubescens,Tetrasperma juncea,0.2222,not synonym,synonym,Levenshtein,0.7
Scandosorbus intermedia,Mespilus intermedia,0.6087,not synonym,synonym,Levenshtein,0.7
Trema micranthum,Trema sampsonii,0.375,not synonym,not synonym,Levenshtein,0.7
Argentina assimilis,Potentilla assimilis,0.75,synonym,synonym,Levenshtein,0.7
Gouania obtusifolia,Naegelia tomentosa,0.2105,not synonym,synonym,Levenshtein,0.7
Oreocnide integrifolia,Villebrunea appendiculata,0.24,not synonym,synonym,Levenshtein,0.7
Boehmeria splitgerbera,Boehmeria rubescens,0.5455,not synonym,not synonym,Levenshtein,0.7
Elaeagnus multiflora,Elaeagnus odorataedulis,0.4783,not synonym,synonym,Levenshtein,0.7
Dendrocnide sinuata,Karwinskia biniflora,0.2,not synonym,not synonym,Levenshtein,0.7
Pyracantha atalantioides,Sportella atalantioides,0.6667,not synonym,synonym,Levenshtein,0.7
Cecropia albicans,Ambaiba albicans,0.5882,not synonym,synonym,Levenshtein,0.7
Parietaria floridana,Ulmus obesidens,0.2,not synonym,not synonym,Levenshtein,0.7
Pseudolmedia macrophylla,Dorstenia glauca,0.25,not synonym,not synonym,Levenshtein,0.7
Oreocnide rubescens,Dorstenia infundibuliformis,0.2593,not synonym,not synonym,Levenshtein,0.7
Leucosyke capitellata,Leucosyke elongata,0.619,not synonym,synonym,Levenshtein,0.7
Sageretia filiformis,Rhamnus trigyna,0.1,not synonym,synonym,Levenshtein,0.7
Karpatiosorbus hybrida,Sorbus heilingensis,0.1818,not synonym,synonym,Levenshtein,0.7
Elatostematoides filicoides,Elaeagnus parvifolia,0.2963,not synonym,not synonym,Levenshtein,0.7
Rhamnus hybrida,Coussapoa froesii,0.0588,not synonym,not synonym,Levenshtein,0.7
Elaeagnus multiflora,Elaeagnus longipes,0.55,not synonym,synonym,Levenshtein,0.7
Acaena caespitosa,Ambaiba klotzschiana,0.3,not synonym,not synonym,Levenshtein,0.7
Droguetia leptostachys,Cydonia pyriformis,0.2273,not synonym,not synonym,Levenshtein,0.7
Ficus fulva,Ficus suborbicularis,0.4,not synonym,synonym,Levenshtein,0.7
Aphananthe cuspidata,Soulangia arborea,0.2,not synonym,not synonym,Levenshtein,0.7
Dendrocnide rechingeri,Laportea rechingerae,0.4545,not synonym,synonym,Levenshtein,0.7
Endotropis alnifolia,Artocarpus erythrocarpus,0.2083,not synonym,not synonym,Levenshtein,0.7
Ceanothus thyrsiflorus,Ceanothus elegans,0.5,not synonym,synonym,Levenshtein,0.7
Cecropia polystachya,Morus indica,0.2,not synonym,not synonym,Levenshtein,0.7
Discaria chacaye,Colletia crenata,0.3125,not synonym,synonym,Levenshtein,0.7
Dendrocnide vitiensis,Ziziphus taylorii,0.0952,not synonym,not synonym,Levenshtein,0.7
Dorstenia dinklagei,Urtica evitata,0.2632,not synonym,not synonym,Levenshtein,0.7
Obetia radula,Urtica heracleifolia,0.35,not synonym,synonym,Levenshtein,0.7
Dendrocnide stimulans,Cudrania fruticosa,0.2857,not synonym,not synonym,Levenshtein,0.7
Ziziphus andamanica,Ziziphus glabra,0.5789,not synonym,synonym,Levenshtein,0.7
Prunus armeniaca,Armeniaca praecox,0.1765,not synonym,synonym,Levenshtein,0.7
Crataemespilus lobata,Noyera ruber,0.1429,not synonym,not synonym,Levenshtein,0.7
Scepocarpus oblongifolius,Urera densiflora,0.28,not synonym,not synonym,Levenshtein,0.7
Spyridium spadiceum,Cerasus bifrons,0.1579,not synonym,not synonym,Levenshtein,0.7
Elatostematoides buderi,Elatostema buderi,0.7391,synonym,synonym,Levenshtein,0.7
Rubus malifolius,Fleurya havanensis,0.2222,not synonym,not synonym,Levenshtein,0.7
Ulmus laevis,Elaeagnus sativa,0.3125,not synonym,not synonym,Levenshtein,0.7
Argentina turfosa,Laportea mirabilis,0.1667,not synonym,not synonym,Levenshtein,0.7
Pseudolmedia spuria,Spiraea lemoinei,0.1579,not synonym,not synonym,Levenshtein,0.7
Maclura tinctoria,Sageretia guayaquilensis,0.1667,not synonym,not synonym,Levenshtein,0.7
Pouzolzia poeppigiana,Margarocarpus poeppigianus,0.4615,not synonym,synonym,Levenshtein,0.7
Pouzolzia occidentalis,Leucococcus occidentalis,0.625,not synonym,synonym,Levenshtein,0.7
Trema rigidum,Debregeasia angustifolia,0.25,not synonym,not synonym,Levenshtein,0.7
Achudemia japonica,Elaeagnus mayebarai,0.1579,not synonym,not synonym,Levenshtein,0.7
Pseudoziziphus celata,Ziziphus celata,0.7143,synonym,synonym,Levenshtein,0.7
Leucosyke capitellata,Ceanothus zeyhanicus,0.1429,not synonym,not synonym,Levenshtein,0.7
Karpatiosorbus adeana,Pyrus adeana,0.5238,not synonym,synonym,Levenshtein,0.7
Acaena argentea,Acaena argentea,1.0,synonym,synonym,Levenshtein,0.7
Elatostematoides fruticulosum,Elatostema fruticulosum,0.7931,synonym,synonym,Levenshtein,0.7
Rosa gennarii,Rosa gennarii,1.0,synonym,synonym,Levenshtein,0.7
Physocarpus opulifolius,Sorbus aria,0.3043,not synonym,not synonym,Levenshtein,0.7
Laportea lanceolata,Fragaria xananassa,0.3158,not synonym,not synonym,Levenshtein,0.7
Pipturus argenteus,Urtica corymbosa,0.1111,not synonym,not synonym,Levenshtein,0.7
Artocarpus treculianus,Artocarpus nigrescens,0.5909,not synonym,synonym,Levenshtein,0.7
Ampelocera edentula,Pourouma apiculata,0.2105,not synonym,not synonym,Levenshtein,0.7
Dendrocnide sinuata,Urtica ardens,0.1579,not synonym,synonym,Levenshtein,0.7
Crataegus pruinosa,Oxyacantha rigida,0.2778,not synonym,synonym,Levenshtein,0.7
Colubrina asiatica,Artocarpus hirsutissimus,0.2083,not synonym,not synonym,Levenshtein,0.7
Oemleria cerasiformis,Osmaronia laurina,0.2857,not synonym,synonym,Levenshtein,0.7
Photinia griffithii,Conocephalus singalensis,0.1667,not synonym,not synonym,Levenshtein,0.7
Rubus biflorus,Ziziphus sarcomphalus,0.2857,not synonym,not synonym,Levenshtein,0.7
Archiboehmeria atrata,Debregeasia atrata,0.5238,not synonym,synonym,Levenshtein,0.7
Cecropia peltata,Cecropia arachnoidea,0.5,not synonym,synonym,Levenshtein,0.7
Artocarpus altilis,Ulmus urticifolia,0.1667,not synonym,not synonym,Levenshtein,0.7
Crataegus punctata,Lazarolus pinnatifida,0.381,not synonym,not synonym,Levenshtein,0.7
Spiraea grossulariifolia,Pyrus tergestina,0.25,not synonym,not synonym,Levenshtein,0.7
Maclura tinctoria,Maclura tinctoria,1.0,synonym,synonym,Levenshtein,0.7
Trema micranthum,Pyrus nigra,0.25,not synonym,not synonym,Levenshtein,0.7
Scutia spicata,Adicea rotundata,0.3125,not synonym,not synonym,Levenshtein,0.7
Ziziphus horsfieldii,Ziziphus palawanensis,0.5238,not synonym,synonym,Levenshtein,0.7
Pourouma minor,Sorbus banatica,0.2,not synonym,not synonym,Levenshtein,0.7
Crataegus punctata,Crataegus anomala,0.7222,synonym,not synonym,Levenshtein,0.7
Pourthiaea sorbifolia,Pyrus borbasii,0.3333,not synonym,not synonym,Levenshtein,0.7
Crataegus pycnoloba,Tetraglochin microphyllum,0.24,not synonym,not synonym,Levenshtein,0.7
Sorbaria pallasii,Basilima alpina,0.2353,not synonym,synonym,Levenshtein,0.7
Laportea cuspidata,Girardinia cuspidata,0.6,not synonym,synonym,Levenshtein,0.7
Ulmus sibirica,Ulmus sibirica,1.0,synonym,synonym,Levenshtein,0.7
Cecropia obtusa,Potentilla fantolii,0.2105,not synonym,not synonym,Levenshtein,0.7
Frangula caroliniana,Rhamnus caroliniana,0.7,synonym,synonym,Levenshtein,0.7
Dorstenia foetida,Cosaria forskahlii,0.2778,not synonym,synonym,Levenshtein,0.7
Scepocarpus trinervis,Urera laurentii,0.2381,not synonym,synonym,Levenshtein,0.7
Ventilago denticulata,Sorbus adeana,0.1905,not synonym,not synonym,Levenshtein,0.7
Berchemia omeiensis,Berchemia omeiensis,1.0,synonym,synonym,Levenshtein,0.7
Crataegus pruinosa,Dorstenia plumeriifolia,0.3478,not synonym,not synonym,Levenshtein,0.7
Maillardia montana,Maillardia occidentalis,0.6087,not synonym,synonym,Levenshtein,0.7
Phippsiomeles guerreris,Photinia guerreris,0.5652,not synonym,synonym,Levenshtein,0.7
Dorstenia barnimiana,Pyrus monstrosa,0.2,not synonym,not synonym,Levenshtein,0.7
Pouzolzia sanguinea,Acaena alboffii,0.1579,not synonym,not synonym,Levenshtein,0.7
Hijmania alta,Maria alta,0.6923,not synonym,synonym,Levenshtein,0.7
Pourthiaea arguta,Pyrus sumboshia,0.1765,not synonym,not synonym,Levenshtein,0.7
Potentilla litoralis,Potentilla virgulata,0.6,not synonym,synonym,Levenshtein,0.7
Pilea multiflora,Dorstenia lukafuensis,0.1905,not synonym,not synonym,Levenshtein,0.7
Celtis toka,Celtis integrifolia,0.5263,not synonym,synonym,Levenshtein,0.7
Gonostegia triandra,Pouzolzia quinquenervis,0.2609,not synonym,synonym,Levenshtein,0.7
Urera caracasana,Urera acuminata,0.5625,not synonym,synonym,Levenshtein,0.7
Aria parviloba,Pyrus parviloba,0.7333,synonym,synonym,Levenshtein,0.7
Colubrina heteroneura,Urera tuerckheimii,0.2381,not synonym,not synonym,Levenshtein,0.7
Morus alba,Morus constantinopolitana,0.36,not synonym,synonym,Levenshtein,0.7
Crataegus pruinosa,Pyrus motleyi,0.1667,not synonym,not synonym,Levenshtein,0.7
Celtis mildbraedii,Celtis dubia,0.5,not synonym,synonym,Levenshtein,0.7
Acaena magellanica,Acaena grahamiana,0.5556,not synonym,synonym,Levenshtein,0.7
Physocarpus opulifolius,Sorbus carniolica,0.4348,not synonym,not synonym,Levenshtein,0.7
Sarcomphalus joazeiro,Ziziphus gardneri,0.2857,not synonym,synonym,Levenshtein,0.7
Acaena latebrosa,Missiessya sumatrana,0.25,not synonym,not synonym,Levenshtein,0.7
Sarcomphalus platyphyllus,Zizyphus platyphylla,0.6,not synonym,synonym,Levenshtein,0.7
Gironniera nervosa,Pilea filipes,0.2222,not synonym,not synonym,Levenshtein,0.7
Zelkova serrata,Pentaphyllum concinnum,0.0909,not synonym,not synonym,Levenshtein,0.7
Prunus microcarpa,Prunus tortuosa,0.5294,not synonym,synonym,Levenshtein,0.7
Rosa beggeriana,Ziziphus caracutta,0.1111,not synonym,not synonym,Levenshtein,0.7
Sibiraea laevigata,Spiraea laevigata,0.8889,synonym,synonym,Levenshtein,0.7
Spyridium parvifolium,Pomaderris parvifolia,0.4762,not synonym,synonym,Levenshtein,0.7
Crataemespilus lobata,Halmia lobata,0.4762,not synonym,synonym,Levenshtein,0.7
Aria stankovii,Sorbus stankovii,0.6875,not synonym,synonym,Levenshtein,0.7
Perebea xanthochyma,Kageneckia amygdalifolia,0.2083,not synonym,not synonym,Levenshtein,0.7
Maclura cochinchinensis,Cudrania jinghongensis,0.4783,not synonym,synonym,Levenshtein,0.7
Rhamnus hybrida,Rhamnus americana,0.6471,not synonym,synonym,Levenshtein,0.7
Prunus javanica,Prunus papuana,0.6667,not synonym,synonym,Levenshtein,0.7
Chaenomeles japonica,Chaenomeles trichogyna,0.6364,not synonym,synonym,Levenshtein,0.7
Acaena pinnatifida,Colubrina glomerata,0.1053,not synonym,not synonym,Levenshtein,0.7
Prunus microcarpa,Cerasus tortuosa,0.2941,not synonym,synonym,Levenshtein,0.7
Urera laciniata,Urera girardinioides,0.5,not synonym,synonym,Levenshtein,0.7
Neraudia ovata,Ulmus oblanceolata,0.2778,not synonym,not synonym,Levenshtein,0.7
Ficus elastica,Urostigma circumscissum,0.1739,not synonym,synonym,Levenshtein,0.7
Pourthiaea villosa,Prunus acacia-germanica,0.2174,not synonym,not synonym,Levenshtein,0.7
Ceanothus americanus,Laurocerasus martabanica,0.2917,not synonym,not synonym,Levenshtein,0.7
Laportea grossa,Ziziphus endlichii,0.1111,not synonym,not synonym,Levenshtein,0.7
Dorstenia hildebrandtii,Dorstenia brevifolia,0.5217,not synonym,synonym,Levenshtein,0.7
Maclura pomifera,Toxylon pomiferum,0.4706,not synonym,synonym,Levenshtein,0.7
Rhamnus rugulosa,Urtica excelsa,0.25,not synonym,not synonym,Levenshtein,0.7
Streblus asper,Photinia tsaii,0.1429,not synonym,not synonym,Levenshtein,0.7
Cryptandra leucopogon,Cryptandra leucopogon,1.0,synonym,synonym,Levenshtein,0.7
Potentilla muirii,Horkelia muirii,0.5882,not synonym,synonym,Levenshtein,0.7
Endotropis serrata,Ventia serrata,0.6111,not synonym,synonym,Levenshtein,0.7
Frangula neblinensis,Rhamnus microreticulata,0.1304,not synonym,synonym,Levenshtein,0.7
Berchemia floribunda,Berchemia lineata,0.65,not synonym,synonym,Levenshtein,0.7
Boehmeria depauperata,Boehmeria oblongifolia,0.5,not synonym,synonym,Levenshtein,0.7
Phyllostylon brasiliensis,Potentilla plurijuga,0.2,not synonym,not synonym,Levenshtein,0.7
Aphananthe philippinensis,Pyrus spectans,0.2,not synonym,not synonym,Levenshtein,0.7
Endotropis serrata,Reynosia truncata,0.2778,not synonym,not synonym,Levenshtein,0.7
Chaenomeles superba,Pyrus superba,0.4737,not synonym,synonym,Levenshtein,0.7
Heteromeles arbutifolia,Sorbus graeca,0.2174,not synonym,not synonym,Levenshtein,0.7
Boehmeria japonica,Boehmeria miqueliana,0.6,not synonym,synonym,Levenshtein,0.7
Photinia serratifolia,Photinia serrulata,0.6667,not synonym,synonym,Levenshtein,0.7
Scepocarpus acuminatus,Boehmeria viminea,0.2727,not synonym,not synonym,Levenshtein,0.7
Boehmeria japonica,Streblus ascendens,0.0556,not synonym,not synonym,Levenshtein,0.7
