species,oldSpeciesCanonicalName,similarity,prediction,label,model,threshold
Kengyilia stenachyra,Roegneria stenachyra,0.7,synonym,synonym,Levenshtein,0.7
Dyckia tenuis,Distomischus subuniglumis,0.28,not synonym,not synonym,Levenshtein,0.7
Sasaella hidaensis,Mayaca endlicheri,0.2222,not synonym,not synonym,Levenshtein,0.7
Pitcairnia spicata,Pitcairnia affinis,0.6111,not synonym,synonym,Levenshtein,0.7
Scleria myricocarpa,Scleria microstachya,0.6,not synonym,synonym,Levenshtein,0.7
Ficinia indica,Scirpus coronatus,0.1765,not synonym,synonym,Levenshtein,0.7
Schoenus rigens,Chaetospora distans,0.3684,not synonym,synonym,Levenshtein,0.7
Luzula nivalis,Juncoides arcticus,0.2222,not synonym,synonym,Levenshtein,0.7
Eriocaulon africanum,Chaetospora spicata,0.2,not synonym,not synonym,Levenshtein,0.7
Carex sellowiana,Canistrum camacaensis,0.1905,not synonym,not synonym,Levenshtein,0.7
Polytoca gigantea,Fintelmannia robusta,0.2,not synonym,not synonym,Levenshtein,0.7
Bulbostylis rufescens,Vriesea vietoris,0.1905,not synonym,not synonym,Levenshtein,0.7
Chloris virgata,Chloris penicillata,0.6316,not synonym,synonym,Levenshtein,0.7
Canistropsis microps,Nidularium pulcherrimum,0.1304,not synonym,not synonym,Levenshtein,0.7
Indocalamus tessellatus,Leymus kirghisorum,0.2174,not synonym,not synonym,Levenshtein,0.7
Lutheria glutinosa,Vriesea glutinosa,0.6667,not synonym,synonym,Levenshtein,0.7
Ficinia fastigiata,Schoenus filiformis,0.1579,not synonym,synonym,Levenshtein,0.7
Arundo plinii,Comanthera ciliata,0.2222,not synonym,not synonym,Levenshtein,0.7
Aechmea pedicellata,Lamprococcus pedicellatus,0.52,not synonym,synonym,Levenshtein,0.7
Phacelurus latifolius,Cladium restioides,0.2857,not synonym,not synonym,Levenshtein,0.7
Lutheria splendens,Ophiuros loricatus,0.1667,not synonym,not synonym,Levenshtein,0.7
Werauhia balanophora,Thecophyllum balanophorum,0.52,not synonym,synonym,Levenshtein,0.7
Ficinia acuminata,Ficinia ignorata,0.6471,not synonym,synonym,Levenshtein,0.7
Bulbostylis junciformis,Oncostylis junciformis,0.8261,synonym,synonym,Levenshtein,0.7
Nidularium rutilans,Carex latifolia,0.2105,not synonym,not synonym,Levenshtein,0.7
Sasaella ramosa,Vriesea xobliqua,0.1875,not synonym,not synonym,Levenshtein,0.7
Cortaderia egmontiana,Arundinaria pygmaea,0.3333,not synonym,not synonym,Levenshtein,0.7
Aechmea sphaerocephala,Hoplophytum giganteum,0.0455,not synonym,synonym,Levenshtein,0.7
Comanthera nitida,Agroelymus ontariensis,0.1818,not synonym,not synonym,Levenshtein,0.7
Puelia ciliata,Puelia acuminata,0.75,synonym,synonym,Levenshtein,0.7
Raddiella esenbeckii,Raddiella nana,0.55,not synonym,synonym,Levenshtein,0.7
Thamnochortus sporadicus,Restio penicillatus,0.1667,not synonym,not synonym,Levenshtein,0.7
Cortaderia hieronymi,Triraphis hieronymi,0.6,not synonym,synonym,Levenshtein,0.7
Tetraria bromoides,Massia triseta,0.2778,not synonym,not synonym,Levenshtein,0.7
Hohenbergia augusta,Leymus giganteus,0.2105,not synonym,not synonym,Levenshtein,0.7
Sibirotrisetum bifidum,Oxychloe simulans,0.0909,not synonym,not synonym,Levenshtein,0.7
Xyris tortula,Deyeuxia calderillensis,0.2174,not synonym,not synonym,Levenshtein,0.7
Hyparrhenia hirta,Andropogon giganteus,0.15,not synonym,synonym,Levenshtein,0.7
Saxofridericia aculeata,Elymus triticoides,0.1739,not synonym,not synonym,Levenshtein,0.7
Schoenus cuspidatus,Juncus anceps,0.2632,not synonym,not synonym,Levenshtein,0.7
Wittmackia negrilensis,Restio pallens,0.3182,not synonym,not synonym,Levenshtein,0.7
Sasa yahikoensis,Sasa microspila,0.375,not synonym,synonym,Levenshtein,0.7
Carex flava,Carex laxior,0.5833,not synonym,synonym,Levenshtein,0.7
Barfussia platyrhachis,Tillandsia platyrhachis,0.6957,not synonym,synonym,Levenshtein,0.7
Mapania amplivaginata,Xyris exserta,0.1905,not synonym,not synonym,Levenshtein,0.7
Sasa tsuboiana,Sasa kurokawana,0.6,not synonym,synonym,Levenshtein,0.7
Eriachne triseta,Ficinia capensis,0.125,not synonym,not synonym,Levenshtein,0.7
Restio capensis,Macrochaetium dregei,0.2,not synonym,not synonym,Levenshtein,0.7
Carex capillaris,Panicum ruscifolium,0.1579,not synonym,not synonym,Levenshtein,0.7
Xyris aristata,Xyris laciniata,0.7333,synonym,synonym,Levenshtein,0.7
Cannomois virgata,Chloris guaranitica,0.3158,not synonym,not synonym,Levenshtein,0.7
Leptochloa aquatica,Dinebra aquatica,0.5263,not synonym,synonym,Levenshtein,0.7
Eriophorum vaginatum,Rhaphis ciliolata,0.3,not synonym,not synonym,Levenshtein,0.7
Festuca laevigata,Festuca trichella,0.5294,not synonym,synonym,Levenshtein,0.7
Edmundoa lindenii,Scirpus macrolepis,0.1667,not synonym,not synonym,Levenshtein,0.7
Restio levynsiae,Calopsis levynsiae,0.6111,not synonym,synonym,Levenshtein,0.7
Juncus acutiflorus x articulatus,Juncus pratensis,0.3438,not synonym,synonym,Levenshtein,0.7
Leersia sayanuka,Vetiveria intermedia,0.3,not synonym,not synonym,Levenshtein,0.7
Nidularium scheremetiewii,Karatas neglecta,0.2,not synonym,synonym,Levenshtein,0.7
Schoenus turbinatus,Sasa subcordatiphylla,0.1429,not synonym,not synonym,Levenshtein,0.7
Machaerina falcata,Tillandsia maxima,0.2778,not synonym,not synonym,Levenshtein,0.7
Hechtia glomerata,Dasylirion pitcairniifolium,0.1111,not synonym,synonym,Levenshtein,0.7
Cutandia maritima,Dupatya flagellaris,0.2105,not synonym,not synonym,Levenshtein,0.7
Syngonanthus minutulus,Eriocaulon minutulum,0.5,not synonym,synonym,Levenshtein,0.7
Sasa samaniana,Sasa fallax,0.5,not synonym,synonym,Levenshtein,0.7
Ichnanthus riedelii,Panicum riedelii,0.6316,not synonym,synonym,Levenshtein,0.7
Megastachya mucronata,Paepalanthus batocephalus,0.24,not synonym,not synonym,Levenshtein,0.7
Bromelia antiacantha,Agallostachys commeliniana,0.1538,not synonym,synonym,Levenshtein,0.7
Sasa suzukii,Leptocarpus modestus,0.1,not synonym,not synonym,Levenshtein,0.7
Fimbristylis fimbristyloides,Ficinia trichodes,0.3929,not synonym,not synonym,Levenshtein,0.7
Leiothrix plantago,Sasaella toyomurensis,0.0476,not synonym,not synonym,Levenshtein,0.7
Leptochloa bipinnata,Leptochloa bipinnata,1.0,synonym,synonym,Levenshtein,0.7
Ficinia ecklonea,Isolepis laciniata,0.2222,not synonym,synonym,Levenshtein,0.7
Luzula caricina,Luzula barbata,0.6667,not synonym,synonym,Levenshtein,0.7
Chaetanthus aristatus,Restio brownii,0.1905,not synonym,synonym,Levenshtein,0.7
Sasamorpha borealis,Sasa purpurascens,0.3684,not synonym,synonym,Levenshtein,0.7
Festuca varia,Eleusine flagellifera,0.2381,not synonym,not synonym,Levenshtein,0.7
Schoenus subbulbosus,Elynanthus capitatus,0.2,not synonym,synonym,Levenshtein,0.7
Guzmania sprucei,Guzmania kennedyae,0.5,not synonym,synonym,Levenshtein,0.7
Fimbristylis spadicea,Arundinaria yoshinoi,0.1905,not synonym,not synonym,Levenshtein,0.7
Neoregelia cyanea,Nidularium agavifolium,0.1364,not synonym,synonym,Levenshtein,0.7
Neoregelia coriacea,Bulbostylis spadicea,0.3,not synonym,not synonym,Levenshtein,0.7
Machaerina arthrophylla,Luzula castellanosii,0.1304,not synonym,not synonym,Levenshtein,0.7
Danthoniopsis viridis,Centotheca latifolia,0.2381,not synonym,not synonym,Levenshtein,0.7
Chloris virgata,Chloris pulchra,0.6,not synonym,synonym,Levenshtein,0.7
Sporadanthus traversii,Paepalanthus elegans,0.4091,not synonym,not synonym,Levenshtein,0.7
Phacelurus gabonensis,Sasa tectoria,0.1429,not synonym,not synonym,Levenshtein,0.7
Ficinia repens,Melancranis repens,0.5556,not synonym,synonym,Levenshtein,0.7
Aechmea tillandsioides,Billbergia gracilis,0.2273,not synonym,synonym,Levenshtein,0.7
Cynosurus polybracteatus,Cynosurus crista-galli,0.5,not synonym,synonym,Levenshtein,0.7
Carex dallii,Amphibromus scabrivalvis,0.2083,not synonym,not synonym,Levenshtein,0.7
Machaerina aspericaulis,Hyparrhenia vanderystii,0.2609,not synonym,not synonym,Levenshtein,0.7
Coleanthus subtilis,Schmidtia utricularia,0.1905,not synonym,synonym,Levenshtein,0.7
Paepalanthus repens,Abildgaardia congolensis,0.2083,not synonym,not synonym,Levenshtein,0.7
Syngonanthus simplex,Schoenus polymorphus,0.2,not synonym,not synonym,Levenshtein,0.7
Cinnagrostis chrysophylla,Cynosurus virgatus,0.24,not synonym,not synonym,Levenshtein,0.7
Fascicularia bicolor,Rhodostachys bicolor,0.4,not synonym,synonym,Levenshtein,0.7
Trilepis lhotzkiana,Fintelmannia restioides,0.2174,not synonym,synonym,Levenshtein,0.7
Puya weberiana,Puya weberiana,1.0,synonym,synonym,Levenshtein,0.7
Hechtia dichroantha,Mesoamerantha dichroantha,0.6,not synonym,synonym,Levenshtein,0.7
Arctopoa tibetica,Mnesithea exaltata,0.2222,not synonym,not synonym,Levenshtein,0.7
Arundo donax,Scolochloa arundinacea,0.2273,not synonym,synonym,Levenshtein,0.7
Thamnochortus lucens,Tillandsia macropetala,0.0909,not synonym,not synonym,Levenshtein,0.7
Bulbostylis juncoides,Rattraya petiolata,0.1429,not synonym,not synonym,Levenshtein,0.7
Lindmania serrulata,Scirpus brevifolius,0.0526,not synonym,not synonym,Levenshtein,0.7
Machaerina rubiginosa,Machaerina riparia,0.6667,not synonym,synonym,Levenshtein,0.7
Holcus lanatus,Sasa koshiensis,0.1333,not synonym,not synonym,Levenshtein,0.7
Schizachyrium scoparium,Eriophorum polystachiovaginatum,0.3226,not synonym,not synonym,Levenshtein,0.7
Leersia virginica,Leersia ovata,0.5294,not synonym,synonym,Levenshtein,0.7
Rhynchospora baldwinii,Guzmania picta,0.1364,not synonym,not synonym,Levenshtein,0.7
Aechmea coelestis,Bambusa kurilensis,0.3333,not synonym,not synonym,Levenshtein,0.7
Eriophorum scheuchzeri,Eriophorum capitatum,0.5455,not synonym,synonym,Levenshtein,0.7
Hypolytrum pulchrum,Polypogon simplex,0.2105,not synonym,not synonym,Levenshtein,0.7
Schizachyrium sanguineum,Schizachyrium myosurus,0.6667,not synonym,synonym,Levenshtein,0.7
Rhynchospora tenuiflora,Nomochloa elegans,0.2609,not synonym,synonym,Levenshtein,0.7
Xyris jupicai,Sasa longifolia,0.1333,not synonym,not synonym,Levenshtein,0.7
Schoenoplectus californicus,Cymbopogon pubescens,0.2222,not synonym,not synonym,Levenshtein,0.7
Saxofridericia regalis,Rapatea viscosa,0.1818,not synonym,synonym,Levenshtein,0.7
Billbergia pyramidalis,Paepalanthus oxycnemis,0.0909,not synonym,not synonym,Levenshtein,0.7
Maclurolyra tecta,Luzula depauperata,0.2222,not synonym,not synonym,Levenshtein,0.7
Aechmea alopecurus,Pothuava alopecurus,0.6842,not synonym,synonym,Levenshtein,0.7
Paepalanthus obtusifolius,Dupatya obtusifolia,0.56,not synonym,synonym,Levenshtein,0.7
Restio tenuissimus,Rhabdochloa virgata,0.1053,not synonym,not synonym,Levenshtein,0.7
Machaerina insularis,Dyckia haumanii,0.35,not synonym,not synonym,Levenshtein,0.7
Ichnanthus tenuis,Ichnanthus sabulosus,0.65,not synonym,synonym,Levenshtein,0.7
Centrolepis drummondiana,Holcus gryllus,0.2083,not synonym,not synonym,Levenshtein,0.7
Rhodoscirpus asper,Calyptrostylis terminalis,0.12,not synonym,not synonym,Levenshtein,0.7
Carex colchica,Nidularium cruentum,0.2105,not synonym,not synonym,Levenshtein,0.7
Cutandia divaricata,Poa barbarea,0.2632,not synonym,synonym,Levenshtein,0.7
Cladium medwedewii,Hypoporum pleostachyum,0.1818,not synonym,not synonym,Levenshtein,0.7
Ichnanthus ruprechtii,Festuca nubigena,0.1429,not synonym,not synonym,Levenshtein,0.7
Sasa kurilensis,Sasa vulcanica,0.4667,not synonym,synonym,Levenshtein,0.7
Holcus lanatus,Eriocaulon hostmannii,0.1905,not synonym,not synonym,Levenshtein,0.7
Polypogon monspeliensis,Vilfa alopecuroides,0.1739,not synonym,synonym,Levenshtein,0.7
Guzmania vanvolxemii,Guzmania vanvolxemii,1.0,synonym,synonym,Levenshtein,0.7
Pseudoroegneria gracillima,Cynosurus callitrichus,0.1154,not synonym,not synonym,Levenshtein,0.7
Schizachyrium exile,Thecophyllum sintenisii,0.3043,not synonym,not synonym,Levenshtein,0.7
Ichnanthus inconstans,Ichnanthus polycladus,0.5714,not synonym,synonym,Levenshtein,0.7
Wittmackia mesoamericana,Sasa miyabei,0.2917,not synonym,not synonym,Levenshtein,0.7
Carex sahnii,Caraguata palustris,0.3158,not synonym,not synonym,Levenshtein,0.7
Schizostachyum glaucifolium,Bambusa glaucifolia,0.4815,not synonym,synonym,Levenshtein,0.7
Fimbristylis sericea,Fimbristylis velutina,0.7143,synonym,synonym,Levenshtein,0.7
Sasa palmata,Sasa austrokurilensis,0.2857,not synonym,synonym,Levenshtein,0.7
Avenula pubescens,Avena bornmuelleri,0.3333,not synonym,synonym,Levenshtein,0.7
Aechmea leucolepis,Pseudophacelurus latifolius,0.2593,not synonym,not synonym,Levenshtein,0.7
Microbriza poimorpha,Isachne poimorpha,0.55,not synonym,synonym,Levenshtein,0.7
Sasaella ramosa,Sasa sasaelloides,0.2941,not synonym,synonym,Levenshtein,0.7
Paramapania longirostris,Sasa nebulosa,0.25,not synonym,not synonym,Levenshtein,0.7
Scleria tenella,Carex radicalispicula,0.2857,not synonym,not synonym,Levenshtein,0.7
Racinaea nervibractea,Scirpus reichenbachii,0.2381,not synonym,not synonym,Levenshtein,0.7
Canistropsis billbergioides,Dupatya saxicola,0.1481,not synonym,not synonym,Levenshtein,0.7
Sasa heterotricha,Sasa tanahashiana,0.4118,not synonym,synonym,Levenshtein,0.7
Cinnagrostis calderillensis,Tillandsia venusta,0.2593,not synonym,not synonym,Levenshtein,0.7
Anthosachne solandri,Triticum solandri,0.55,not synonym,synonym,Levenshtein,0.7
Leymus karelinii,Aneurolepidium karelinii,0.5417,not synonym,synonym,Levenshtein,0.7
Thamnochortus sporadicus,Thamnochortus muticus,0.75,synonym,synonym,Levenshtein,0.7
Scleria woodii,Eriophorum gauthieri,0.2,not synonym,not synonym,Levenshtein,0.7
Xyris savanensis,Xyris americana,0.4375,not synonym,synonym,Levenshtein,0.7
Sasaella kogasensis,Sasaella kesenensis,0.7895,synonym,synonym,Levenshtein,0.7
Neoregelia sarmentosa,Aechmea immersa,0.381,not synonym,synonym,Levenshtein,0.7
Werauhia lyman-smithii,Sasa lingulata,0.2727,not synonym,not synonym,Levenshtein,0.7
Oplismenus hirtellus,Orthopogon velutinus,0.2,not synonym,synonym,Levenshtein,0.7
Leymus aemulans,Agropyron aemulans,0.5556,not synonym,synonym,Levenshtein,0.7
Vriesea duidae,Gazachloa scopulorum,0.15,not synonym,not synonym,Levenshtein,0.7
Racinaea jenmanii,Elegia parviflora,0.0588,not synonym,not synonym,Levenshtein,0.7
Guzmania megastachya,Tillandsia dominicensis,0.2174,not synonym,synonym,Levenshtein,0.7
Cinnagrostis preslii,Stenophyllus tuerckheimii,0.28,not synonym,not synonym,Levenshtein,0.7
Paracolpodium colchicum,Hyalopodium colchicum,0.7826,synonym,synonym,Levenshtein,0.7
Cynosurus effusus,Leptocarpus disjunctus,0.3636,not synonym,not synonym,Levenshtein,0.7
Aechmea melinonii,Aechmea jenmanii,0.7059,synonym,synonym,Levenshtein,0.7
Machaerina angustifolia,Vincentia angustifolia,0.6522,not synonym,synonym,Levenshtein,0.7
Machaerina ensifolia,Eriocaulon pubescens,0.1,not synonym,not synonym,Levenshtein,0.7
Rhynchospora pilosa,Agropyron uninerve,0.1053,not synonym,not synonym,Levenshtein,0.7
Eriophorum gracile,Andropogon lumeneensis,0.2273,not synonym,not synonym,Levenshtein,0.7
Bulbostylis pilosa,Fimbristylis africana,0.4762,not synonym,synonym,Levenshtein,0.7
Chordifex laxus,Restio chasmatocoleus,0.1905,not synonym,synonym,Levenshtein,0.7
Encholirium luxor,Dyckia luxor,0.4706,not synonym,synonym,Levenshtein,0.7
Cortaderia araucana,Cortaderia longicauda,0.6667,not synonym,synonym,Levenshtein,0.7
Puya caerulea,Pitcairnia caerulea,0.5789,not synonym,synonym,Levenshtein,0.7
Tetraria capillacea,Sorghum nodulosum,0.1579,not synonym,not synonym,Levenshtein,0.7
Hylaeaicum eleutheropetalum,Ronnbergia nidularioides,0.1111,not synonym,not synonym,Levenshtein,0.7
Chasmanthium laxum,Uniola sessiliflora,0.1053,not synonym,synonym,Levenshtein,0.7
Comanthera centauroides,Aechmea surinamensis,0.2174,not synonym,not synonym,Levenshtein,0.7
Carex turbinata,Arundo scriptoria,0.2353,not synonym,not synonym,Levenshtein,0.7
Lagenocarpus tristis,Scleria adamantina,0.15,not synonym,synonym,Levenshtein,0.7
Kinabaluchloa wrayi,Bambusa wrayi,0.4737,not synonym,synonym,Levenshtein,0.7
Eurychorda complanata,Restio complanatus,0.4762,not synonym,synonym,Levenshtein,0.7
Gahnia filifolia,Caustis filifolia,0.7059,synonym,synonym,Levenshtein,0.7
Fimbristylis schultzii,Iria platystachya,0.2273,not synonym,synonym,Levenshtein,0.7
Willdenowia incurvata,Aechmea lindeni,0.1905,not synonym,not synonym,Levenshtein,0.7
Comanthera aciphylla,Syngonanthus aciphyllus,0.5652,not synonym,synonym,Levenshtein,0.7
Rhynchospora cajennensis,Holoschoenus elatior,0.1667,not synonym,synonym,Levenshtein,0.7
Oplismenus compositus,Sasaella tajimana,0.1429,not synonym,not synonym,Levenshtein,0.7
Quesnelia blanda,Eriospora pilosa,0.1875,not synonym,not synonym,Levenshtein,0.7
Comanthera kegeliana,Comanthera linderi,0.6,not synonym,synonym,Levenshtein,0.7
Carex perplexa,Uncinia perplexa,0.625,not synonym,synonym,Levenshtein,0.7
Arundo donax,Demazeria rigida,0.125,not synonym,not synonym,Levenshtein,0.7
Polypogon interruptus,Polypogon cachinalensis,0.4783,not synonym,synonym,Levenshtein,0.7
Guzmania squarrosa,Guzmania cryptantha,0.5263,not synonym,synonym,Levenshtein,0.7
Machaerina nuda,Hepetis guaritermae,0.1053,not synonym,not synonym,Levenshtein,0.7
Rhynchospora albescens,Isolepis albescens,0.5,not synonym,synonym,Levenshtein,0.7
Rhynchospora ruiziana,Rhynchospora quinquespicata,0.6667,not synonym,synonym,Levenshtein,0.7
Catabrosa aquatica,Sasa pseudonipponica,0.25,not synonym,not synonym,Levenshtein,0.7
Schoenus nitens,Sesleria calcaria,0.1765,not synonym,not synonym,Levenshtein,0.7
Ronnbergia involucrata,Aechmea involucrata,0.6364,not synonym,synonym,Levenshtein,0.7
Festuca violacea,Agapatea peruviana,0.1667,not synonym,not synonym,Levenshtein,0.7
Cinnagrostis viridiflavescens,Schizachyrium glabrescens,0.3103,not synonym,not synonym,Levenshtein,0.7
Chamaedendron xyridioides,Eremochloe bigelovii,0.16,not synonym,not synonym,Levenshtein,0.7
Lindmania longipes,Cottendorfia longipes,0.619,not synonym,synonym,Levenshtein,0.7
Navia berryana,Roegneria mutica,0.1875,not synonym,not synonym,Levenshtein,0.7
Leptochloa panicoides,Leptocarpus marlothii,0.381,not synonym,not synonym,Levenshtein,0.7
Hyparrhenia hirta,Dupatya circinnata,0.2778,not synonym,not synonym,Levenshtein,0.7
Tillandsia ionochroma,Calamagrostis antoniana,0.2609,not synonym,not synonym,Levenshtein,0.7
Pitcairnia filispina,Pepinia filispina,0.75,synonym,synonym,Levenshtein,0.7
Sasa magnifica,Sasa neoyutakana,0.375,not synonym,synonym,Levenshtein,0.7
Carex paniculata × remota,Vignea boenninghauseniana,0.12,not synonym,synonym,Levenshtein,0.7
Chasmanthium curvifolium,Hypolaena subtilis,0.25,not synonym,not synonym,Levenshtein,0.7
Leiothrix prolifera,Vulpia granulata,0.2105,not synonym,not synonym,Levenshtein,0.7
Catopsis sessiliflora,Heleophylax triquetrus,0.1364,not synonym,not synonym,Levenshtein,0.7
Cinnagrostis glacialis,Arundarbor trinii,0.2273,not synonym,not synonym,Levenshtein,0.7
Aechmea longifolia,Streptocalyx longifolius,0.5,not synonym,synonym,Levenshtein,0.7
Carex colchica,Carex schoenoides,0.5294,not synonym,synonym,Levenshtein,0.7
Ronnbergia drakeana,Chloris longibarba,0.1579,not synonym,not synonym,Levenshtein,0.7
Alcantarea regina,Helictotrichon scabrivalve,0.2308,not synonym,not synonym,Levenshtein,0.7
Machaerina ekmanii,Leptochloa pilosa,0.1111,not synonym,not synonym,Levenshtein,0.7
Schoenus nigricans,Catabrosa elbursensis,0.1905,not synonym,not synonym,Levenshtein,0.7
Bulbostylis pauciflora,Abildgaardia capitata,0.2727,not synonym,not synonym,Levenshtein,0.7
Apocopis paleaceus,Cleistogenes longiflora,0.1304,not synonym,not synonym,Levenshtein,0.7
Dapsilanthus spathaceus,Phaeocephalum grayi,0.1304,not synonym,not synonym,Levenshtein,0.7
Sesleria rigida,Sesleria gracilis,0.6471,not synonym,synonym,Levenshtein,0.7
Neoregelia coriacea,Fimbristylis viridecarinata,0.2963,not synonym,not synonym,Levenshtein,0.7
Festuca scabra,Caraguata acorifolia,0.25,not synonym,not synonym,Levenshtein,0.7
Avenula pubescens,Homalotrichon pubescens,0.4783,not synonym,synonym,Levenshtein,0.7
Bulbostylis schaffneri,Sorghum cubense,0.1818,not synonym,not synonym,Levenshtein,0.7
Comanthera nitida,Syngonanthus mendesii,0.2857,not synonym,synonym,Levenshtein,0.7
Schizachyrium sanguineum,Schizachyrium weberbaueri,0.6,not synonym,synonym,Levenshtein,0.7
Ampelodesmos mauritanicus,Ampelodesmos ampelodesmos,0.56,not synonym,synonym,Levenshtein,0.7
Sasa nipponica,Sasa mikawana,0.5,not synonym,synonym,Levenshtein,0.7
Leersia sayanuka,Leersia hackelii,0.5625,not synonym,synonym,Levenshtein,0.7
Restio elsieae,Cucullifera dura,0.0625,not synonym,not synonym,Levenshtein,0.7
Aulonemia purpurata,Arthrostylidium purpuratum,0.4615,not synonym,synonym,Levenshtein,0.7
Pitcairnia moritziana,Willdenowia peninsularis,0.25,not synonym,not synonym,Levenshtein,0.7
Cinnagrostis cryptolopha,Calamagrostis cryptolopha,0.84,synonym,synonym,Levenshtein,0.7
Ficinia incomtula,Isolepis echinidium,0.1579,not synonym,synonym,Levenshtein,0.7
Cryptanthus acaulis,Cryptanthus undulatus,0.7143,synonym,synonym,Levenshtein,0.7
Bulbostylis scabra,Scirpus humilis,0.0556,not synonym,synonym,Levenshtein,0.7
Bulbostylis abbreviata,Abildgaardia abbreviata,0.6087,not synonym,synonym,Levenshtein,0.7
Schizachyrium scoparium,Arundarbor apus,0.2174,not synonym,not synonym,Levenshtein,0.7
Pseudoroegneria reflexiaristata,Scirpus remireoides,0.2258,not synonym,not synonym,Levenshtein,0.7
Tetraria bromoides,Stipa saxicola,0.1667,not synonym,not synonym,Levenshtein,0.7
Ochagavia elegans,Restio digitatus,0.1176,not synonym,not synonym,Levenshtein,0.7
Polypogon monspeliensis,Santia monspeliensis,0.6087,not synonym,synonym,Levenshtein,0.7
Amphibromus quadridentulus,Helictotrichon quadridentulum,0.5172,not synonym,synonym,Levenshtein,0.7
Festuca australis,Festuca australis,1.0,synonym,synonym,Levenshtein,0.7
Centrolepis monogyna,Pleiadelphia gossweileri,0.2083,not synonym,not synonym,Levenshtein,0.7
Werauhia woodsoniana,Vriesea woodsoniana,0.7,synonym,synonym,Levenshtein,0.7
Schoenus nitens,Schoenus moorei,0.6,not synonym,synonym,Levenshtein,0.7
Restio decipiens,Hypolaena decipiens,0.5263,not synonym,synonym,Levenshtein,0.7
Mapania amplivaginata,Apartea letestui,0.2381,not synonym,synonym,Levenshtein,0.7
Lagenocarpus griseus,Agrostis radiata,0.25,not synonym,not synonym,Levenshtein,0.7
Eriocaulon sexangulare,Eriocaulon sinii,0.5909,not synonym,synonym,Levenshtein,0.7
Leersia virginica,Sasaella kesenensis,0.1579,not synonym,not synonym,Levenshtein,0.7
Typha elephantina,Ichnanthus goiasensis,0.1429,not synonym,not synonym,Levenshtein,0.7
Cleistogenes songorica,Dupatya spathulata,0.1364,not synonym,not synonym,Levenshtein,0.7
Bulbostylis schoenoides,Dimeria leptorhachis,0.1739,not synonym,not synonym,Levenshtein,0.7
Pseudoroegneria strigosa,Sesleria kalnikensis,0.25,not synonym,not synonym,Levenshtein,0.7
Ochagavia carnea,Ochagavia grandiflora,0.5714,not synonym,synonym,Levenshtein,0.7
Sesleria wettsteinii,Sesleria gigantea,0.55,not synonym,synonym,Levenshtein,0.7
Agallostachys guyanensis,Scirpus radiatus,0.2083,not synonym,not synonym,Levenshtein,0.7
Rhynchospora fujiiana,Rhynchospora coreana,0.7619,synonym,synonym,Levenshtein,0.7
Becquerelia gigantea,Sasa granditectoria,0.15,not synonym,not synonym,Levenshtein,0.7
Sasa shimidzuana,Neosasamorpha asagishiana,0.36,not synonym,synonym,Levenshtein,0.7
Dryopoa dives,Panicularia dives,0.4118,not synonym,synonym,Levenshtein,0.7
Eriophorum pylaieanum,Eriophorum porsildii,0.619,not synonym,synonym,Levenshtein,0.7
Abildgaardia triflora,Ischyrolepis sporadica,0.1364,not synonym,not synonym,Levenshtein,0.7
Gahnia pauciflora,Gahnia exigua,0.5294,not synonym,synonym,Levenshtein,0.7
Paracolpodium colchicum,Catabrosa caucasica,0.3043,not synonym,synonym,Levenshtein,0.7
Oplismenus hirtellus,Schoenus aristatus,0.4,not synonym,not synonym,Levenshtein,0.7
Oplismenus burmanni,Hoplophytum augustum,0.3,not synonym,not synonym,Levenshtein,0.7
Bulbostylis quaternella,Fimbristylis quaternella,0.7917,synonym,synonym,Levenshtein,0.7
Connellia quelchii,Tillandsia platypetala,0.1364,not synonym,not synonym,Levenshtein,0.7
Schoenoplectus californicus,Leptochloa villosa,0.1852,not synonym,not synonym,Levenshtein,0.7
Ophiuros exaltatus,Ophiuros corymbosus,0.5789,not synonym,synonym,Levenshtein,0.7
Bolboschoenus yagara,Scirpus bulbosus,0.15,not synonym,not synonym,Levenshtein,0.7
Paepalanthus aequalis,Sorghum barbatum,0.1905,not synonym,not synonym,Levenshtein,0.7
Guzmania zahnii,Schlumbergeria zahnii,0.4762,not synonym,synonym,Levenshtein,0.7
Holcus notarisii,Holcus setigerus,0.5,not synonym,synonym,Levenshtein,0.7
Deuterocohnia brevifolia,Abromeitiella lorentziana,0.2,not synonym,synonym,Levenshtein,0.7
Catapodium marinum,Demazeria loliaceus,0.2105,not synonym,synonym,Levenshtein,0.7
Acrachne racemosa,Acrachne verticillata,0.5714,not synonym,synonym,Levenshtein,0.7
Schoenoplectus heterochaetus,Nidularium insulare,0.1429,not synonym,not synonym,Levenshtein,0.7
Juncus hoppii,Juncus hoppii,1.0,synonym,synonym,Levenshtein,0.7
Machaerina falcata,Brizula drummondii,0.0,not synonym,not synonym,Levenshtein,0.7
Rhynchospora brownii,Rhynchospora laxa,0.65,not synonym,synonym,Levenshtein,0.7
Coleochloa schweinfurthiana,Carpha schweinfurthiana,0.7407,synonym,synonym,Levenshtein,0.7
Guzmania berteroana,Festuca finitima,0.1579,not synonym,not synonym,Levenshtein,0.7
Scleria lagoensis,Scleria canaliculatotriquetra,0.3793,not synonym,synonym,Levenshtein,0.7
Leptocarpus scariosus,Schoenodum scariosum,0.5238,not synonym,synonym,Levenshtein,0.7
