species,oldSpeciesCanonicalName,similarity,prediction
Microcolona toropis,Elachista toropis,0.8332,synonym
Ischnopsis enopias,Amblyxena enopias,0.8984,synonym
Ischnopsis melanogma,Iriothyrsa melanogma,0.9152,synonym
Ischnopsis pilifera,Amblyxena pilifera,0.958,synonym
Agonoxena miniana,Haemolytis miniana,0.8769,synonym
Stephensia abbreviatella,Scirtopoda myosotivora,0.5936,not synonym
Stephensia abbreviatella,Stephensia maxima,0.7997,synonym
Stephensia abbreviatella,Stephensia myosotivora,0.6756,not synonym
Stephensia brunnichella,Microsetia stephensella,0.776,synonym
Stephensia brunnichella,Stephensia brunnichiella,0.9372,synonym
Stephensia brunnichella,Tinea brunnichella,0.7442,synonym
Stephensia calpella,Perittia bullatella,0.6722,not synonym
Stephensia cedronellae,Perittia bystropogonis,0.8885,synonym
Stephensia cedronellae,Perittia cedronella,0.8111,synonym
Stephensia cedronellae,Perittia lavandulae,0.8559,synonym
Stephensia cedronellae,Stephensia cedronella,0.9694,synonym
Stephensia cunilae,Stephensia cunilea,0.8958,synonym
Stephensia integra,Kumia integra,0.8533,synonym
Stephensia major,Antispila major,0.8708,synonym
Stephensia unipunctella,Holstia unipunctella,0.961,synonym
Chrysoclista cambiella,Psacaphora cambiella,0.9459,synonym
Chrysoclista flavicaput,Chrysoclista aurifrontella,0.8893,synonym
Chrysoclista flavicaput,Chrysoclista flavicapitella,0.8908,synonym
Chrysoclista flavicaput,Roeslerstammia aurocapitella,0.8367,synonym
Chrysoclista flavicaput,Roeslertammia aurocapitella,0.839,synonym
Chrysoclista flavicaput,Spuleria aurifrontella,0.8555,synonym
Chrysoclista flavicaput,Spuleria aurocapitella,0.819,synonym
Chrysoclista flavicaput,Tinea aurifrontella,0.8326,synonym
Chrysoclista flavicaput,Tinea aurifrontella,0.8326,synonym
Chrysoclista lathamella,Chrysoclista bimaculella,0.9661,synonym
Chrysoclista lathamella,Glyphipteryx bimaculella,0.9276,synonym
Chrysoclista lathamella,Glyphipteryx lathamella,0.9509,synonym
Chrysoclista linneela,Chrysoclista gemmatella,0.8969,synonym
Chrysoclista linneela,Chrysoclista schaefferella,0.9264,synonym
Chrysoclista linneela,Glyphipteryx linneella,0.8728,synonym
Metalobosia anitras,Metalobosia postcaerulescens,0.6876,not synonym
Oedebasis longipalpis,Oedebasis legrandi,0.8718,synonym
Oedebasis longipalpis,Oedebasis malagasy,0.8313,synonym
Oedebasis ovipennis,Oedebasis ovipennis,1.0,synonym
Albarracina warionis,Albarracina autumnalis,0.9344,synonym
Albarracina warionis,Albarracina banghaasi,0.9103,synonym
Albarracina warionis,Albarracina deundulata,0.9239,synonym
Albarracina warionis,Albarracina humilis,0.9744,synonym
Albarracina warionis,Albarracina littoralis,0.9322,synonym
Albarracina warionis,Albarracina schindlerae,0.8528,synonym
Albarracina warionis,Albarracina syriaca,0.9455,synonym
Albarracina warionis,Albarracina syrticola,0.9147,synonym
Albarracina warionis,Albarracina thoracica,0.9136,synonym
Hypertrocta brunnea,Hypertrocta selenotypa,0.9256,synonym
Hypertrocta posticalis,Hypertrocta marmorata,0.8327,synonym
Hypertrocta posticalis,Moscha posticalis,0.7312,synonym
Olisbus gainsfordi,Eilema gainsfordi,0.8318,synonym
Macrocneme adonis,Macrocneme chiriquicola,0.7585,synonym
Macrocneme chrysitis,Macrocneme affinis,0.8266,synonym
Macrocneme chrysitis,Macrocneme deceptans,0.7882,synonym
Macrocneme chrysitis,Macrocneme iole,0.8298,synonym
Macrocneme lades,Macrocneme chionopus,0.7846,synonym
Macrocneme lades,Macrocneme chionopus,0.7846,synonym
Macrocneme lades,Macrocneme ferrea,0.871,synonym
Macrocneme lades,Macrocneme naja,0.819,synonym
Macrocneme verdivittata,Macrocneme fenestrata,0.8047,synonym
Calonotos dorata,Calonotos chryseis,0.9265,synonym
Calonotos helymus,Calonotos aterrima,0.8379,synonym
Calonotos helymus,Glaucopis aterrima,0.8018,synonym
Calonotos tiburtus,Calonotos trinitatis,0.8247,synonym
Calonotos triplaga,Calonotos tripunctatus,0.9062,synonym
Cyligramma amblyops,Cyligramma rhodesiana,0.9415,synonym
Cyligramma disturbens,Cyligramma concors,0.8419,synonym
Cyligramma disturbens,Cyligramma consiliatrix,0.9197,synonym
Cyligramma disturbens,Cyligramma conturbans,0.9033,synonym
Cyligramma disturbens,Cyligramma raboudou,0.8313,synonym
Cyligramma fluctuosa,Cyligramma obscurior,0.9429,synonym
Cyligramma fluctuosa,Cyligramma rudilinea,0.923,synonym
Cyligramma joa,Cyligramma postreducta,0.8506,synonym
Cyligramma latona,Cyligramma troglodyta,0.9516,synonym
Cyligramma limacina,Cyligramma acutior,0.8114,synonym
Cyligramma limacina,Cyligramma argillosa,0.9452,synonym
Cyligramma limacina,Cyligramma bisignata,0.9624,synonym
Cyligramma limacina,Cyligramma importuna,0.8857,synonym
Cyligramma limacina,Cyligramma intellecta,0.8115,synonym
Cyligramma limacina,Cyligramma limacinodes,0.9671,synonym
Cyligramma magus,Cyligramma buchholzi,0.9291,synonym
Cyligramma magus,Cyligramma goudotii,0.9154,synonym
Oglasa arcuata,Oglasa lunifera,0.8175,synonym
Oglasa auximena,Oglasa afflicta,0.8774,synonym
Oglasa hypenoides,Oglasa cosmiodes,0.9053,synonym
Oglasa hypenoides,Oglasa sambawana,0.7822,synonym
Oglasa lagusalis,Dorsippa notabilis,0.8316,synonym
Oglasa plagiata,Oglasa plagiata,1.0,synonym
Oglasa separata,Oglasa maculata,0.6929,not synonym
Oglasa separata,Oglasa ozela,0.8479,synonym
Oglasa sordidula,Chodda sordidula,0.7842,synonym
Adiopa disgrega,Adiopa marama,0.8632,synonym
Antapistis holophaea,Antapistis anyx,0.9035,synonym
Antapistis leucospila,Antapistis digestalis,0.8069,synonym
Antapistis leucospila,Capnodes leucospila,0.9193,synonym
Celiptera frustulum,Celiptera discissa,0.6684,not synonym
Celiptera frustulum,Celiptera elongatus,0.9374,synonym
Celiptera levina,Celiptera alvina,0.9334,synonym
Celiptera levina,Celiptera aurinia,0.7958,synonym
Celiptera levina,Celiptera pallidior,0.8518,synonym
Celiptera levina,Celiptera pertusa,0.8497,synonym
Celiptera levina,Celiptera variolosa,0.8386,synonym
Celiptera remigioides,Celiptera magnifica,0.9106,synonym
Dysschema eurocilia,Dysschema melaina,0.9399,synonym
Dysschema eurocilia,Dysschema zerbina,0.9339,synonym
Dysschema mosera,Dysschema sylvia,0.9301,synonym
Dysschema tricolor,Dysschema albisarta,0.7855,synonym
Dysschema tricolor,Dysschema guaranitica,0.7784,synonym
Dysschema tricolor,Dysschema turbida,0.7147,synonym
Dysschema leucophaea,Dysschema flora,0.8287,synonym
Dysschema leucophaea,Dysschema rubrimargo,0.9095,synonym
Dysschema leucophaea,Dysschema salvatoris,0.937,synonym
Dysschema rosina,Dysschema nigriventralis,0.8729,synonym
Dysschema hilarina,Dysschema biformis,0.7996,synonym
Dysschema hilarina,Dysschema fulva,0.912,synonym
Dysschema hilarina,Dysschema mutata,0.9289,synonym
Dysschema trapeziata,Dysschema regalis,0.9024,synonym
Dysschema trapeziata,Dysschema rubripicta,0.8602,synonym
Dysschema trapeziata,Dysschema woodii,0.8474,synonym
Dysschema dissimulata,Dysschema madana,0.8987,synonym
Dysschema dissimulata,Dysschema nigerrima,0.9014,synonym
Dysschema dissimulata,Dysschema nigrodiscalis,0.8325,synonym
Dysschema picta,Dysschema capella,0.8507,synonym
Dysschema marginalis,Dysschema crassifascia,0.7451,synonym
Dysschema marginalis,Dysschema dissimulans,0.9222,synonym
Dysschema palmeri,Dysschema practidoides,0.8771,synonym
Dysschema magdala,Dysschema fortis,0.9333,synonym
Dysschema magdala,Dysschema lygdamis,0.9318,synonym
Dysschema magdala,Dysschema panamensis,0.9428,synonym
Dysschema bivittata,Dysschema disjuncta,0.7922,synonym
Dysschema irene,Dysschema splendidissima,0.9051,synonym
Dysschema subapicalis,Dysschema inclusa,0.8607,synonym
Dysschema subapicalis,Dysschema noctuites,0.7775,synonym
Dysschema subapicalis,Dysschema parnassiodes,0.9061,synonym
Dysschema subapicalis,Dysschema parnassioides,0.8776,synonym
Dysschema subapicalis,Dysschema tristis,0.8809,synonym
Dysschema neda,Dysschema nubila,0.9082,synonym
Dysschema neda,Dysschema submarginata,0.8615,synonym
Dysschema mariamne,Dysschema mariane,0.9392,synonym
Dysschema mariamne,Dysschema thetis,0.8929,synonym
Dysschema terminata,Dysschema holofernes,0.9393,synonym
Dysschema centenaria,Dysschema obscura,0.9138,synonym
Dysschema sacrifica,Dysschema crucifera,0.7362,synonym
Dysschema lycaste,Dysschema cydon,0.9382,synonym
Dysschema lycaste,Dysschema iscariotes,0.9283,synonym
Dysschema lycaste,Dysschema praetides,0.8753,synonym
Dysschema lycaste,Dysschema tibesis,0.9338,synonym
Dysschema hypoxantha,Dysschema sibylla,0.9299,synonym
Dysschema viuda,Dysschema vidua,0.928,synonym
Dysschema boisduvalii,Dysschema funeralis,0.7623,synonym
Chrysograpta igneola,Egnasia igneola,0.8368,synonym
Mursa phtisialis,Mursa calisalis,0.6745,not synonym
Mursa phtisialis,Mursa comptalis,0.9088,synonym
Mursa phtisialis,Mursa disparatalis,0.9232,synonym
Mursa phtisialis,Mursa gracilis,0.69,not synonym
Mursa phtisialis,Mursa judicatalis,0.7794,synonym
Mursa phtisialis,Mursa maceria,0.8098,synonym
Mursa phtisialis,Mursa marica,0.6156,not synonym
Mursa phtisialis,Mursa sotiusalis,0.6474,not synonym
Mursa phtisialis,Mursa subrufa,0.7737,synonym
Lophotavia incivilis,Lophotavia merulina,0.8284,synonym
Lophotavia incivilis,Lophotavia nigrocyanea,0.8147,synonym
Lophotavia pulcherrima,Lophotavia prunicolora,0.9609,synonym
Ctenosia psectriphora,Pusiola psectriphora,0.8517,synonym
Creatonotos dulla,Creatonotos aurantiaca,0.8938,synonym
Creatonotos dulla,Creatonotos borealis,0.8162,synonym
Creatonotos gangis,Creatonotos continuatus,0.8643,synonym
Creatonotos gangis,Creatonotos flavoabdominalis,0.9297,synonym
Creatonotos gangis,Creatonotos francisca,0.8253,synonym
Creatonotos gangis,Creatonotos interrupta,0.9122,synonym
Creatonotos gangis,Creatonotos nigrescens,0.8638,synonym
Creatonotos gangis,Creatonotos pallida,0.8768,synonym
Creatonotos gangis,Phalaena gangis,0.9254,synonym
Creatonotos leucanioides,Creatonotos brunnipennis,0.9066,synonym
Creatonotos punctivitta,Spilosoma punctivitta,0.9041,synonym
Creatonotos transiens,Aloa isabellina,0.7222,synonym
Creatonotos transiens,Amphissa vacillans,0.8518,synonym
Creatonotos transiens,Creatonotos vacillans,0.9245,synonym
Cabardites limbata,Aemene formosibia,0.8403,synonym
Cabardites limbata,Aemene shirakii,0.6027,not synonym
Cabardites limbata,Miltochrista limbata,0.9608,synonym
Cabardites maculata,Adites maculata,0.9284,synonym
Cabardites maculata,Aemene maculata,0.9396,synonym
Cabardites maculata,Nudaria maculata,0.9606,synonym
Cabardites pica,Aemene fuscipennis,0.8118,synonym
Cabardites pica,Miltochrista pica,0.922,synonym
Cabardites pica,Parasiccia fuscipennis,0.7788,synonym
Diaphora mendica,Arctia mendica,0.6601,not synonym
Diaphora mendica,Bombyx mendica,0.8981,synonym
Diaphora mendica,Chelonia mendica,0.9542,synonym
Diaphora mendica,Cycnia mendica,0.8336,synonym
Diaphora mendica,Diacrisia mendica,0.7763,synonym
Diaphora mendica,Spilosoma albinotata,0.9013,synonym
Diaphora mendica,Spilosoma binaghii,0.9169,synonym
Diaphora mendica,Spilosoma circumpunctata,0.8947,synonym
Diaphora mendica,Spilosoma depuncta,0.8803,synonym
Diaphora mendica,Spilosoma inversa,0.7953,synonym
Diaphora mendica,Spilosoma mendica,0.9304,synonym
Diaphora mendica,Spilosoma mendicana,0.9236,synonym
Diaphora mendica,Spilosoma murina,0.8611,synonym
Diaphora mendica,Spilosoma nigrociliata,0.9022,synonym
Diaphora mendica,Spilosoma sabulosa,0.8809,synonym
Diaphora mendica,Spilosoma standfussi,0.8952,synonym
Diaphora mendica,Spilosoma substriata,0.8394,synonym
Diaphora mendica,Spilosoma syra,0.8313,synonym
Diaphora sordida,Chelonia sordida,0.973,synonym
Diaphora sordida,Cycnia sordida,0.9706,synonym
Alphaea imbuta,Arctia imbuta,0.7711,synonym
Alphaea imbuta,Estigmene femina,0.7632,synonym
Alphaea imbuta,Estigmene imbuta,0.8206,synonym
Alphaea imbuta,Estigmene khasiana,0.8117,synonym
Alphaea imbuta,Estigmene normalis,0.7659,synonym
Alphaea imbuta,Estigmene sikkimensis,0.7458,synonym
Alphaea imbuta,Nayaca imbuta,0.8187,synonym
Alphaea impleta,Hypercompa impleta,0.8384,synonym
Alphaea impleta,Spilosoma impleta,0.7981,synonym
Alphaea impleta,Spilosoma simplicicilia,0.6108,not synonym
Bertula sphaerula,Asthala sphaerula,0.9413,synonym
Bertula pulla,Bleptina pulla,0.8274,synonym
Bertula momusalis,Bocana momusalis,0.9356,synonym
Bertula momusalis,Hydrillodes momusalis,0.8027,synonym
Bertula micealis,Bleptina micealis,0.9226,synonym
Bertula insignifica,Adrapsa murina,0.6946,not synonym
Bertula incongruens,Bertula amurensis,0.8682,synonym
Bertula centralis,Bleptina grimsgaardi,0.8683,synonym
Bertula depressalis,Bertula similalis,0.9633,synonym
Bertula depressalis,Sitophora depressalis,0.9349,synonym
Bertula inconspicua,Bleptina inconspicua,0.9522,synonym
Bertula hadenalis,Bertula alikangialis,0.9153,synonym
Bertula hadenalis,Bertula ruptistigma,0.8032,synonym
Bertula abjudicalis,Bertula tumidalis,0.7974,synonym
Bertula abjudicalis,Bocana tumidalis,0.8115,synonym
Bertula rufosa,Badiza rufosa,0.9099,synonym
Bertula delosticha,Bleptina delosticha,0.9304,synonym
Bertula tespilalis,Neviasca tespilalis,0.9442,synonym
Bertula tespilalis,Plusia albosignata,0.8803,synonym
Bertula carta,Bleptina carta,0.9343,synonym
Bertula picta,Bleptina picta,0.9503,synonym
Bertula partita,Bertula leucopis,0.7643,synonym
Miniodes phaeosoma,Miniodes phaeosomella,0.9569,synonym
Miniodes phaeosoma,Miniodes phaeosomoides,0.9295,synonym
Gorgonidia garleppi,Gorgonidia mirabilior,0.8668,synonym
Heliohemonia monosticta,Heliosia monosticta,0.9669,synonym
Disca arborita,Disca arbovia,0.8811,synonym
Africalpe intrusa,Oraesia anubis,0.8422,synonym
Arugisa latiorella,Arugisa watsoni,0.7181,synonym
Euagra coelestina,Euagra interclusa,0.8278,synonym
Euagra intercisa,Euagra auxo,0.9414,synonym
Metaphoenia plagifera,Thermesia plagifera,0.9507,synonym
Metaphoenia rhodias,Metaphoenia metarhoda,0.8105,synonym
Barsaurea diehli,Lyclene diehli,0.8706,synonym
Barsaurea phaeoxanthia,Barsine phaeoxanthia,0.9535,synonym
Barsaurea phaeoxanthia,Miltochrista phaeoxantha,0.9321,synonym
Barsaurea phaeoxanthia,Miltochrista phaeoxanthia,0.9549,synonym
Lepidolutzia baucis,Lepidolutzia bombycina,0.9633,synonym
Lepidolutzia baucis,Lepidolutzia costistrigata,0.9364,synonym
Lepidolutzia baucis,Lepidolutzia dukinfieldia,0.881,synonym
Donuca castalia,Calliodes saturatior,0.7073,synonym
Donuca spectabilis,Donuca memorabilis,0.7691,synonym
Donuca spectabilis,Donuca queenslandica,0.9267,synonym
Donuca spectabilis,Donuca spectabilica,0.9446,synonym
Donuca spectabilis,Donuca yorkensis,0.921,synonym
Donuca spectabilis,Donuca yorkensis,0.921,synonym
Donuca spectabilis,Serrodes xanthorrhoea,0.7087,synonym
Icteritilema nyassana,Phryganopsis nyassana,0.9095,synonym
Icteritilema nyassana,Pusiola nyassana,0.9323,synonym
Diomea absorbens,Corsa absorbens,0.9529,synonym
Diomea dialitha,Pangrapta dialitha,0.8722,synonym
Diomea diffusifascia,Corsa molybdopasta,0.8231,synonym
Diomea insulana,Diomea jankowskii,0.6768,not synonym
Diomea lignicolora,Zigera suvarnadivipae,0.6222,not synonym
Diomea lignicolora,Zigera suvarnadivpae,0.5763,not synonym
Diomea orbifera,Zigera lichenosa,0.8919,synonym
Diomea orbifera,Zigera orbifera,0.9711,synonym
Diomea tricuspida,Zigera tricuspida,0.9471,synonym
Elysius castanea,Elysius suffusa,0.9457,synonym
Elysius cingulata,Elysius deleta,0.9357,synonym
Elysius cingulata,Elysius demaculata,0.9665,synonym
Elysius cingulata,Elysius pauper,0.8137,synonym
Elysius disciplaga,Elysius aperta,0.8757,synonym
Elysius disciplaga,Elysius breviuscula,0.7888,synonym
Elysius lavinia,Elysius lavinea,0.9381,synonym
Choerotricha atrosquama,Choerotricha enunciativa,0.8945,synonym
Choerotricha atrosquama,Choerotricha enunciativoides,0.9025,synonym
Choerotricha atrosquama,Choerotricha glandulosa,0.89,synonym
Choerotricha biflava,Euproctis biflava,0.9689,synonym
Choerotricha indistincta,Euproctis indistincta,0.9106,synonym
Euippodes euprepes,Euippodes subnigra,0.885,synonym
Callindra arginalis,Callindra gigantea,0.9266,synonym
Callindra equitalis,Callimorpha equitalis,0.947,synonym
Callindra equitalis,Euprepia equitalis,0.9462,synonym
Callindra lenzeni,Callimorpha lenzeni,0.82,synonym
Callindra nepos,Callimorpha eques,0.8051,synonym
Callindra nepos,Callimorpha nepos,0.8597,synonym
Callindra nyctemerata,Callimorpha nyctemerata,0.9689,synonym
Callindra nyctemerata,Hypercompa nyctemerata,0.9663,synonym
Callindra principalis,Callimorpha principalis,0.7756,synonym
Callindra principalis,Euprepia principalis,0.739,synonym
Callindra similis,Callimorpha similis,0.9609,synonym
Callindra similis,Hypercompa similis,0.9252,synonym
Neidalia bifasciata,Eupsodosoma bifasciata,0.9526,synonym
Neidalia bifasciata,Phalaena bifasciata,0.9508,synonym
Margana tenuilinea,Rhesala tenuilinea,0.6593,not synonym
Leucanopsis nebulosa,Leucanopsis epinephete,0.9642,synonym
Leucanopsis polyodonta,Leucanopsis polydonta,0.9558,synonym
Leucanopsis pulverea,Leucanopsis pulveria,0.985,synonym
Leucanopsis dogniniana,Leucanopsis fassli,0.9558,synonym
Leucanopsis racema,Halisidota racema,0.9317,synonym
Leucanopsis lurida,Leucanopsis otho,0.9265,synonym
Leucanopsis coniota,Leucanopsis coniata,0.9924,synonym
Leucanopsis leucanina,Leucanopsis infucata,0.9752,synonym
Leucanopsis leucanina,Leucanopsis phellia,0.9682,synonym
Litocala sexsignata,Litocala deserta,0.9245,synonym
Garudinodes trizona,Garudinodes affinis,0.8454,synonym
Dyops chromatophila,Dyops ocellata,0.8418,synonym
Cyme anaemica,Asura anaemica,0.9399,synonym
Cyme analogus,Asura analogus,0.8795,synonym
Cyme aroa,Asura aroa,0.8552,synonym
Cyme aroa,Asura fasciolata,0.7155,synonym
Cyme asuroides,Asura asuroides,0.9096,synonym
Cyme asuroides,Melanaema asuroides,0.9352,synonym
Cyme avernalis,Asura avernalis,0.8759,synonym
Cyme avernalis,Asura bougainvillei,0.8342,synonym
Cyme avernalis,Asura floridensis,0.8669,synonym
Cyme avernalis,Asura isabellina,0.5898,not synonym
Cyme avernalis,Miltochrista avernalis,0.9394,synonym
Cyme basitesselata,Asura basitesselata,0.901,synonym
Cyme basitesselata,Lyclene basitesselata,0.9512,synonym
Cyme basitesselata,Miltochrista basitessellata,0.8193,synonym
Cyme biagi,Asura biagi,0.8552,synonym
Cyme biagi,Asura coccineoflammeus,0.7531,synonym
Cyme biagi,Miltochrista biagi,0.9032,synonym
Cyme celebensis,Miltasura celebensis,0.944,synonym
Cyme coccineotermen,Miltochrista coccineotermen,0.8736,synonym
Cyme crocota,Asura crocota,0.8127,synonym
Cyme effasciata,Lithosia cinnabarina,0.9073,synonym
Cyme effasciata,Miltochrista cinnabarina,0.8656,synonym
Cyme effasciata,Miltochrista effasciata,0.9445,synonym
Cyme euprepioides,Asura samboanganus,0.7876,synonym
Cyme euprepioides,Barsine euprepioides,0.9536,synonym
Cyme euprepioides,Hypocrita inclusa,0.7666,synonym
Cyme euprepioides,Hypoprepia euprepioides,0.9586,synonym
Cyme feminina,Asura feminina,0.8955,synonym
Cyme haemachroa,Asura haemachroa,0.8278,synonym
Cyme insularis,Asura insularis,0.9362,synonym
Cyme metascota,Asura metascota,0.8362,synonym
Cyme metascota,Asura suffusa,0.8622,synonym
Cyme miltochristaemorpha,Asura aureorosea,0.8597,synonym
Cyme miltochristaemorpha,Asura miltochristaemorpha,0.8725,synonym
Cyme miltochristaemorpha,Miltochrista aureorosea,0.8713,synonym
Cyme miltochristina,Asura miltochristina,0.8487,synonym
Cyme multidentata,Miltochrista multidentata,0.8902,synonym
Cyme phryctopa,Asura phryctopa,0.9158,synonym
Cyme phryctopa,Calligenia phryctopa,0.8782,synonym
Cyme pyraula,Calligenia pyraula,0.9448,synonym
Cyme pyraula,Lyclene pyraula,0.9415,synonym
Cyme pyrostrota,Asura pyrostrota,0.8475,synonym
Cyme pyrrhauloides,Asura pyrrhauloides,0.9615,synonym
Cyme quadrifasciata,Asura quadrifasciata,0.9453,synonym
Cyme quadrilineata,Calligenia melitaula,0.77,synonym
Cyme quadrilineata,Calligenia quadrilineata,0.8659,synonym
Cyme quadrilineata,Lyclene melitaula,0.8868,synonym
Cyme quadrilineata,Lyclene quadrilineata,0.9461,synonym
Cyme quadrilineata,Lyclene simulans,0.8349,synonym
Cyme quadrilineata,Miltochrista simulans,0.8162,synonym
Cyme reticulata,Barsine intrita,0.7041,synonym
Cyme reticulata,Barsine placens,0.6483,not synonym
Cyme reticulata,Calligenia cyclota,0.9413,synonym
Cyme reticulata,Lyclene cyclota,0.8623,synonym
Cyme reticulata,Lyclene intrita,0.876,synonym
Cyme reticulata,Lyclene placens,0.8238,synonym
Cyme reticulata,Lyclene reticulata,0.9625,synonym
Cyme septemmaculata,Asura septemmaculata,0.8478,synonym
Cyme septemmaculata,Hypocrita septemmaculata,0.9394,synonym
Cyme serratilinea,Lyclene serratilinea,0.9713,synonym
Cyme serratilinea,Pallene serratilinea,0.8346,synonym
Cyme sexualis,Asura cancellata,0.847,synonym
Cyme sexualis,Asura effulgens,0.7241,synonym
Cyme sexualis,Asura mylea,0.6214,not synonym
Cyme sexualis,Asura sexualis,0.8815,synonym
Cyme sexualis,Miltochrista cancellata,0.8918,synonym
Cyme sexualis,Miltochrista quadrifasciata,0.8674,synonym
Cyme structa,Lyclene pyrrhopsamma,0.7065,synonym
Cyme structa,Lyclene structa,0.9458,synonym
Cyme structa,Pallene structa,0.9257,synonym
Cyme structa,Prinasura pyrrhopsamma,0.7473,synonym
Cyme suavis,Asura suavis,0.8608,synonym
Cyme suavis,Calligenia suavis,0.9204,synonym
Cyme triangularis,Asura triangularis,0.9419,synonym
Cyme vepallida,Miltochrista vepallida,0.8599,synonym
Cyme vivida,Asura vivida,0.8134,synonym
Cyme vivida,Barsine vivida,0.8216,synonym
Cyme wandammenseae,Asura wandammenseae,0.9663,synonym
Cyme xantherythra,Asura xantherythra,0.9508,synonym
Nyridela chalciope,Isanthrene chalciope,0.8543,synonym
Nyridela chalciope,Nyridela acroxantha,0.9309,synonym
Acantharctia latifusca,Acantharctia aurantiaca,0.9557,synonym
Acantharctia latifusca,Acantharctia flavimarginata,0.9594,synonym
Acantharctia latifusca,Acantharctia suffusa,0.9619,synonym
Acantharctia latifusca,Acantharctia tenebrosa,0.9649,synonym
Acantharctia mundata,Acantharctia atridorsia,0.8873,synonym
Euclystis angularis,Euclystis inconstans,0.866,synonym
Euclystis centurialis,Euclystis invidiosa,0.8688,synonym
Euclystis insana,Amphigonia insana,0.943,synonym
Euclystis insana,Euclystis bendina,0.9483,synonym
Euclystis insana,Euclystis facunda,0.9592,synonym
Euclystis insana,Euclystis vulgaris,0.8832,synonym
Euclystis insana,Focilla facunda,0.7281,synonym
Euclystis isoa,Amphigonia isoa,0.9272,synonym
Euclystis isoa,Euclystis epulea,0.961,synonym
Euclystis isoa,Euclystis turbulenta,0.9183,synonym
Euclystis manto,Euclystis homopteroides,0.7194,synonym
Euclystis manto,Euclystis postponens,0.6349,not synonym
Euclystis metagona,Euclystis agava,0.8959,synonym
Euclystis metagona,Euclystis sublineata,0.9338,synonym
Euclystis plusioides,Euclystis laceroides,0.9485,synonym
Euclystis polyoperas,Euclystis polioperas,0.82,synonym
Euclystis recurva,Euclystis consurgens,0.9216,synonym
Euclystis sytis,Euclystis lacaena,0.9351,synonym
Andrenimorpha sephela,Erruca sephela,0.9025,synonym
Andrenimorpha sephela,Gymnelia sephela,0.5765,not synonym
Gymnelia beatrix,Gymnelia scintillans,0.9429,synonym
Gymnelia ethodaea,Gymnelia patagiata,0.8692,synonym
Gymnelia flavitarsis,Gymnelia scitillans,0.9656,synonym
Gymnelia jordani,Gymnelia ottonis,0.9531,synonym
Gymnelia nigricornis,Gymnelia stretchi,0.9615,synonym
Gymnelia scita,Gymnelia hilaris,0.9064,synonym
Gymnelia taos,Gymnelia jujuyensis,0.9459,synonym
Gymnelia vesparia,Gymnelia odyneroides,0.9576,synonym
Adites bakeri,Asura bakeri,0.9204,synonym
Adites bizonoides,Adites tabida,0.8393,synonym
Adites bizonoides,Adites tibada,0.8545,synonym
Adites bizonoides,Lyclene bizonoides,0.9366,synonym
Adites hilaris,Asura hilaris,0.9355,synonym
Adites hilaris,Doliche hilaris,0.7904,synonym
Adites mindanensis,Asura mindanensis,0.9538,synonym
Adites ocellata,Asura ocellata,0.8978,synonym
Adites unilinea,Asura unilinea,0.9489,synonym
Adites unilinea,Miltochrista unilinea,0.9239,synonym
Adites vagilinea,Lyclene vagilinea,0.9319,synonym
Kintana ocellatula,Kintana ocellata,0.9463,synonym
Ochrotilema curta,Onychipodia curta,0.905,synonym
Ochrotilema curta,Pusiola curta,0.882,synonym
Ochrotilema flavicosta,Phryganopsis flavicosta,0.9323,synonym
Ochrotilema hampsoni,Pseudlepista flavicosta,0.8846,synonym
Stenoglene cinerea,Stenoglene maculifera,0.9349,synonym
Stenoglene hilaris,Stenoglene bithynia,0.7685,synonym
Stenoglene obtusus,Stenoglene aequidistans,0.9216,synonym
Stenoglene obtusus,Stenoglene evanescens,0.7791,synonym
Stenoglene obtusus,Stenoglene labda,0.896,synonym
Stenoglene obtusus,Stenoglene subcrocea,0.8677,synonym
Stenoglene obtusus,Stenoglene tristis,0.8896,synonym
Stenoglene opalina,Stenoglene peropalinus,0.9044,synonym
Stenoglene pellucida,Stenoglene novempunctatus,0.6908,not synonym
Stenoglene plagiatus,Stenoglene grandiplaga,0.8878,synonym
Stenoglene roseus,Stenoglene elgonae,0.8815,synonym
Stenoglene roseus,Stenoglene flavidior,0.935,synonym
Stenoglene roseus,Stenoglene gregorii,0.8532,synonym
Stenoglene roseus,Stenoglene monteironis,0.8991,synonym
Stenoglene roseus,Stenoglene pulverulentus,0.9466,synonym
Stenoglene roseus,Stenoglene similis,0.9002,synonym
Sangatissa subcurvifera,Sangatissa albipars,0.893,synonym
Sangatissa subcurvifera,Sangatissa citrinula,0.8338,synonym
Sangatissa subcurvifera,Sangatissa teta,0.8608,synonym
Sangatissa subcurvifera,Sangatissa triseriata,0.9255,synonym
Poloma angulata,Poloma angulifera,0.9418,synonym
Poloma angulata,Poloma incompta,0.8832,synonym
Poloma angulata,Poloma janula,0.8553,synonym
Poloma nigromaculata,Poloma nahor,0.8556,synonym
Phyllalia alboradiata,Phyllalia acuta,0.9281,synonym
Phyllalia patens,Phyllalia concolor,0.957,synonym
Phyllalia patens,Phyllalia ochrina,0.9682,synonym
Phyllalia thunbergii,Phyllalia incerta,0.9651,synonym
Phiala alba,Phiala pagagna,0.7915,synonym
Phiala alba,Phiala strigifera,0.9183,synonym
Phiala albida,Euchera abluta,0.9029,synonym
Phiala albida,Phiala abluta,0.8558,synonym
