species,oldSpeciesCanonicalName,similarity,prediction,label,model,threshold
Cyclidia rectificata,Argyresthia nitidella,0.2381,not synonym,not synonym,Levenshtein,0.7
Stephensia integra,Argyris insignata,0.2222,not synonym,not synonym,Levenshtein,0.7
Cyme biagi,Asura biagi,0.5455,not synonym,synonym,Levenshtein,0.7
Gorgonidia garleppi,Gorgonidia mirabilior,0.619,not synonym,synonym,Levenshtein,0.7
Susica sinensis,Tadema sinensis,0.6667,not synonym,synonym,Levenshtein,0.7
Thymiatris cephalochra,Xylorycta cephalochra,0.5909,not synonym,synonym,Levenshtein,0.7
Trachydora macrostola,Ctenolita cerdo,0.1905,not synonym,not synonym,Levenshtein,0.7
Acantharctia latifusca,Acantharctia flavimarginata,0.6296,not synonym,synonym,Levenshtein,0.7
Tetheella fluctuosa,Diurnea phryganella,0.1053,not synonym,not synonym,Levenshtein,0.7
Gymnelia taos,Drepana hudsoni,0.1333,not synonym,not synonym,Levenshtein,0.7
Oreta cervina,Oreta rubicunda,0.5333,not synonym,synonym,Levenshtein,0.7
Bertula abjudicalis,Spilobasis pseudomaculata,0.24,not synonym,not synonym,Levenshtein,0.7
Euclea plugma,Negera lytaea,0.2308,not synonym,not synonym,Levenshtein,0.7
Cyme septemmaculata,Hypocrita septemmaculata,0.6667,not synonym,synonym,Levenshtein,0.7
Mursa phtisialis,Mursa gracilis,0.625,not synonym,synonym,Levenshtein,0.7
Cabardites maculata,Metadrepana andersoni,0.1429,not synonym,not synonym,Levenshtein,0.7
Eupterote hibisci,Camerunia lactiflora,0.15,not synonym,not synonym,Levenshtein,0.7
Ctenolita auribasalis,Drepana fulvicosta,0.2381,not synonym,not synonym,Levenshtein,0.7
Zaphanaula hemileuca,Cyligramma raboudou,0.15,not synonym,not synonym,Levenshtein,0.7
Jana strigina,Striginiana agrippa,0.3158,not synonym,synonym,Levenshtein,0.7
Cyme crocota,Drepana scincula,0.25,not synonym,not synonym,Levenshtein,0.7
Euclystis centurialis,Hypertrocta selenotypa,0.1364,not synonym,not synonym,Levenshtein,0.7
Narosoideus vulpina,Stephensia myosotivora,0.0909,not synonym,not synonym,Levenshtein,0.7
Dasystoma salicella,Asura biagi,0.2632,not synonym,not synonym,Levenshtein,0.7
Anilina nubilata,Paryphanta nubilata,0.6316,not synonym,synonym,Levenshtein,0.7
Cyme quadrilineata,Phalacra kerara,0.2222,not synonym,not synonym,Levenshtein,0.7
Nanodacna vinacea,Hibrildes neavi,0.1176,not synonym,not synonym,Levenshtein,0.7
Cyme effasciata,Miltochrista effasciata,0.5217,not synonym,synonym,Levenshtein,0.7
Hemijana subrosea,Argyresthia quadriella,0.2273,not synonym,not synonym,Levenshtein,0.7
Argyresthia notoleuca,Eupterote lutosa,0.2381,not synonym,not synonym,Levenshtein,0.7
Oreta rosea,Cyligramma intellecta,0.2381,not synonym,not synonym,Levenshtein,0.7
Cyme wandammenseae,Asura wandammenseae,0.7368,synonym,synonym,Levenshtein,0.7
Dysschema irene,Dysschema splendidissima,0.5,not synonym,synonym,Levenshtein,0.7
Achlya flavicornis,Achlya atrescens,0.5556,not synonym,synonym,Levenshtein,0.7
Donuca spectabilis,Mursa judicatalis,0.3333,not synonym,not synonym,Levenshtein,0.7
Oreta subvinosa,Drepana punctifera,0.3889,not synonym,not synonym,Levenshtein,0.7
Plectophila thiophanes,Callidrepana lunulata,0.1364,not synonym,not synonym,Levenshtein,0.7
Argyresthia ivella,Argyresthia andereggiella,0.64,not synonym,synonym,Levenshtein,0.7
Albarracina warionis,Albarracina humilis,0.75,synonym,synonym,Levenshtein,0.7
Plectophila electella,Oecophora electella,0.7619,synonym,synonym,Levenshtein,0.7
Comana corones,Scopelodes tantula,0.1667,not synonym,not synonym,Levenshtein,0.7
Cabardites maculata,Nudaria maculata,0.6316,not synonym,synonym,Levenshtein,0.7
Macrocneme lades,Macrocneme chionopus,0.6,not synonym,synonym,Levenshtein,0.7
Spidia smithi,Phalacrothyris smithi,0.381,not synonym,synonym,Levenshtein,0.7
Phiala albida,Euchera abluta,0.2857,not synonym,synonym,Levenshtein,0.7
Achlya flavicornis,Achlya nigromaculata,0.4,not synonym,synonym,Levenshtein,0.7
Phyllalia thunbergii,Phyllalia incerta,0.65,not synonym,synonym,Levenshtein,0.7
Nordstromia vira,Albara gracillima,0.2353,not synonym,synonym,Levenshtein,0.7
Oreta griseotincta,Mimoreta horishana,0.3889,not synonym,synonym,Levenshtein,0.7
Euclystis insana,Cophomantis syngonarcha,0.3043,not synonym,not synonym,Levenshtein,0.7
Creatonotos dulla,Creatonotos aurantiaca,0.6364,not synonym,synonym,Levenshtein,0.7
Mimopsestis honei,Lichenaula provisa,0.1111,not synonym,not synonym,Levenshtein,0.7
Brachybelistis blackburnii,Goagna specularis,0.2308,not synonym,not synonym,Levenshtein,0.7
Cyme structa,Lyclene pyrrhopsamma,0.25,not synonym,synonym,Levenshtein,0.7
Stephensia cedronellae,Stephensia cedronella,0.9545,synonym,synonym,Levenshtein,0.7
Cyme sexualis,Mecytha testacea,0.3125,not synonym,not synonym,Levenshtein,0.7
Eupterote mollifera,Eupterote mollis,0.7895,synonym,synonym,Levenshtein,0.7
Euclea delphinii,Pararhodia acuminalba,0.1429,not synonym,not synonym,Levenshtein,0.7
Eupterote fabia,Eupterote gyra,0.7333,synonym,synonym,Levenshtein,0.7
Argyresthia pygmaeella,Argyresthia rudolphella,0.6957,not synonym,synonym,Levenshtein,0.7
Phiala bistrigata,Albara mimetica,0.3529,not synonym,not synonym,Levenshtein,0.7
Callindra arginalis,Eupterote adolphaei,0.1579,not synonym,not synonym,Levenshtein,0.7
Dysschema subapicalis,Oraesia anubis,0.2381,not synonym,not synonym,Levenshtein,0.7
Agnoea pallidella,Pseudatemelia pallidella,0.5833,not synonym,synonym,Levenshtein,0.7
Catoryctis subparallela,Oecophora fissulella,0.3043,not synonym,synonym,Levenshtein,0.7
Dysschema lycaste,Dysschema praetides,0.6316,not synonym,synonym,Levenshtein,0.7
Calonotos triplaga,Calonotos tripunctatus,0.6818,not synonym,synonym,Levenshtein,0.7
Bertula tespilalis,Blastobasis evanescens,0.2273,not synonym,not synonym,Levenshtein,0.7
Lichenaula comparella,Oecophora comparella,0.619,not synonym,synonym,Levenshtein,0.7
Thyatira mexicana,Thyatira superba,0.5882,not synonym,synonym,Levenshtein,0.7
Oreta cervina,Oreta purpurissa,0.5625,not synonym,synonym,Levenshtein,0.7
Ochrotilema curta,Pusiola curta,0.5294,not synonym,synonym,Levenshtein,0.7
Lichenaula comparella,Lichenaula callisema,0.6667,not synonym,synonym,Levenshtein,0.7
Barsaurea phaeoxanthia,Miltochrista phaeoxanthia,0.6,not synonym,synonym,Levenshtein,0.7
Cotana serranotata,Darala serranotata,0.7778,synonym,synonym,Levenshtein,0.7
Eloasa bombycoides,Stenoglene monteironis,0.2273,not synonym,not synonym,Levenshtein,0.7
Adites bakeri,Phiala nyassana,0.2,not synonym,not synonym,Levenshtein,0.7
Cotana erectilinea,Cotana setakwensis,0.4444,not synonym,synonym,Levenshtein,0.7
Creatonotos gangis,Creatonotos continuatus,0.6522,not synonym,synonym,Levenshtein,0.7
Cyme effasciata,Parasa atmodes,0.0667,not synonym,not synonym,Levenshtein,0.7
Cyme insularis,Dysschema tibesis,0.2353,not synonym,not synonym,Levenshtein,0.7
Epipsestis orbicularis,Vipsania vulpina,0.3182,not synonym,not synonym,Levenshtein,0.7
Gogana turbinifera,Ametroptila turbinifera,0.6087,not synonym,synonym,Levenshtein,0.7
Metathrinca intacta,Ptochoryctis intacta,0.5,not synonym,synonym,Levenshtein,0.7
Negera bimaculata,Ancistrota bimaculata,0.6667,not synonym,synonym,Levenshtein,0.7
Gogana semibrevis,Ametroptila semibrevis,0.5909,not synonym,synonym,Levenshtein,0.7
Vipaka niveipennis,Narosa niveipennis,0.7222,synonym,synonym,Levenshtein,0.7
Euclea delphinii,Aloa isabellina,0.25,not synonym,not synonym,Levenshtein,0.7
Choerotricha indistincta,Aphendala furcillata,0.2083,not synonym,not synonym,Levenshtein,0.7
Oedebasis longipalpis,Mursa sotiusalis,0.3333,not synonym,not synonym,Levenshtein,0.7
Comana resplendens,Susica resplendens,0.7222,synonym,synonym,Levenshtein,0.7
Comana idiomorpha,Spilosoma inversa,0.1765,not synonym,not synonym,Levenshtein,0.7
Nordstromia vira,Nordstromia amabilis,0.65,not synonym,synonym,Levenshtein,0.7
Eupterote hibisci,Marisba basivitta,0.1176,not synonym,not synonym,Levenshtein,0.7
Eupterote undata,Miltochrista aureorosea,0.2609,not synonym,not synonym,Levenshtein,0.7
Phiala albida,Phiala abluta,0.6923,not synonym,synonym,Levenshtein,0.7
Eloasa perixera,Narosa niveipennis,0.2778,not synonym,not synonym,Levenshtein,0.7
Jana strigina,Thymistida miserrima,0.25,not synonym,not synonym,Levenshtein,0.7
Narosa nigrisigna,Cyligramma obscurior,0.15,not synonym,not synonym,Levenshtein,0.7
Adites hilaris,Cotana satisbona,0.125,not synonym,not synonym,Levenshtein,0.7
Soteira grandis,Parasa grandis,0.6,not synonym,synonym,Levenshtein,0.7
Oreta cervina,Oreta rufula,0.5385,not synonym,synonym,Levenshtein,0.7
Vipsania schevi,Lithacodes schevi,0.5294,not synonym,synonym,Levenshtein,0.7
Oreta fulgens,Oreta thaumalea,0.4667,not synonym,synonym,Levenshtein,0.7
Dysschema trapeziata,Dysschema regalis,0.6,not synonym,synonym,Levenshtein,0.7
Tetheella fluctuosa,Tethea effusa,0.5263,not synonym,synonym,Levenshtein,0.7
Sewa orbiferata,Abraxas orbiferata,0.6667,not synonym,synonym,Levenshtein,0.7
Gonoreta differenciata,Argyresthia andereggiella,0.36,not synonym,not synonym,Levenshtein,0.7
Dasystoma kurentzovi,Eupterote griseipennis,0.1818,not synonym,not synonym,Levenshtein,0.7
Comana cosmocalla,Susica cosmocalla,0.7059,synonym,synonym,Levenshtein,0.7
Thronia dilucida,Drepana lacertinaria,0.2,not synonym,not synonym,Levenshtein,0.7
Oreta rosea,Oreta irrorata,0.6429,not synonym,synonym,Levenshtein,0.7
Comana cosmocalla,Comana casmocalla,0.9412,synonym,synonym,Levenshtein,0.7
Janomima dannfelti,Janomima deduplicata,0.55,not synonym,synonym,Levenshtein,0.7
Eupterote undata,Pseudomocena andobo,0.3158,not synonym,not synonym,Levenshtein,0.7
Negera confusa,Negera lytaea,0.5714,not synonym,synonym,Levenshtein,0.7
Phiala pseudatomaria,Phiala sigyna,0.45,not synonym,synonym,Levenshtein,0.7
Eupterote undata,Eupterote taooensis,0.5263,not synonym,synonym,Levenshtein,0.7
Diaphora mendica,Diacrisia mendica,0.7059,synonym,synonym,Levenshtein,0.7
Callindra principalis,Susica dochmosema,0.1429,not synonym,not synonym,Levenshtein,0.7
Cotana rubrescens,Cotana oetakwensis,0.5,not synonym,synonym,Levenshtein,0.7
Amphitorna olga,Neoreta unicolor,0.25,not synonym,synonym,Levenshtein,0.7
Eupterote undata,Phiala inferiora,0.0625,not synonym,not synonym,Levenshtein,0.7
Creatonotos dulla,Euclea elliotii,0.1176,not synonym,not synonym,Levenshtein,0.7
Achlya flavicornis,Drepana fulva,0.1667,not synonym,not synonym,Levenshtein,0.7
Cyme phryctopa,Ommatothelxis grandis,0.1429,not synonym,not synonym,Levenshtein,0.7
Thronia dilucida,Pseudatemelia elsae,0.1053,not synonym,not synonym,Levenshtein,0.7
Dysschema terminata,Sibine norba,0.2105,not synonym,not synonym,Levenshtein,0.7
Cyligramma joa,Cyligramma postreducta,0.5909,not synonym,synonym,Levenshtein,0.7
Camerunia flava,Camerunia lactiflora,0.65,not synonym,synonym,Levenshtein,0.7
Achlya flavicornis,Polyploca obsoleta,0.1667,not synonym,synonym,Levenshtein,0.7
Comana rosea,Asura vivida,0.1667,not synonym,not synonym,Levenshtein,0.7
Dysschema dissimulata,Asphalia galbanus,0.1905,not synonym,not synonym,Levenshtein,0.7
Achlya flavicornis,Thyatira juncta,0.2222,not synonym,not synonym,Levenshtein,0.7
Cyme avernalis,Asura avernalis,0.6667,not synonym,synonym,Levenshtein,0.7
Albarracina warionis,Psiloreta violacea,0.15,not synonym,not synonym,Levenshtein,0.7
Stephensia abbreviatella,Lyclene placens,0.2083,not synonym,not synonym,Levenshtein,0.7
Cyme avernalis,Asura floridensis,0.2353,not synonym,synonym,Levenshtein,0.7
Ochropacha duplaris,Cymatophora britannica,0.2727,not synonym,synonym,Levenshtein,0.7
Mimopsestis circumdata,Neoreta olga,0.2273,not synonym,not synonym,Levenshtein,0.7
Callindra lenzeni,Argyresthia walsinghamella,0.1923,not synonym,not synonym,Levenshtein,0.7
Metaphoenia plagifera,Thermesia plagifera,0.6667,not synonym,synonym,Levenshtein,0.7
Cyme euprepioides,Asura samboanganus,0.1111,not synonym,synonym,Levenshtein,0.7
Nephelimorpha argentilinea,Celiptera discissa,0.2692,not synonym,not synonym,Levenshtein,0.7
Tridrepana olivacea,Cyligramma rhodesiana,0.2381,not synonym,not synonym,Levenshtein,0.7
Paralypusa chinensis,Pseudatemelia chinensis,0.5652,not synonym,synonym,Levenshtein,0.7
Scieropepla reversella,Creatonotos continuatus,0.1304,not synonym,not synonym,Levenshtein,0.7
Mimopsestis minor,Narosa narcha,0.1176,not synonym,not synonym,Levenshtein,0.7
Eloasa infrequens,Stenoglene subcrocea,0.15,not synonym,not synonym,Levenshtein,0.7
Mursa phtisialis,Mursa comptalis,0.625,not synonym,synonym,Levenshtein,0.7
Eloasa bombycoides,Parasa rutila,0.2778,not synonym,synonym,Levenshtein,0.7
Cotana albomaculata,Cotana ovata,0.5789,not synonym,synonym,Levenshtein,0.7
Jana strigina,Euproctis argyrorrhaea,0.1364,not synonym,not synonym,Levenshtein,0.7
Argyresthia curvella,Narosa kanshireana,0.25,not synonym,not synonym,Levenshtein,0.7
Heringocena difficilis,Pilostibes trachyptera,0.0455,not synonym,not synonym,Levenshtein,0.7
Chrysoclista lathamella,Glyphipteryx lathamella,0.4783,not synonym,synonym,Levenshtein,0.7
Hindothosea cervina,Parasa xizangensis,0.1579,not synonym,not synonym,Levenshtein,0.7
Aergina gentilis,Parasa gentilis,0.6875,not synonym,synonym,Levenshtein,0.7
Nephelimorpha argentilinea,Parasa elegantula,0.3077,not synonym,synonym,Levenshtein,0.7
Comana miltogramma,Choerotricha enunciativa,0.2083,not synonym,not synonym,Levenshtein,0.7
Cyme aroa,Asura aroa,0.5,not synonym,synonym,Levenshtein,0.7
Oreta griseotincta,Lyclene pyrrhopsamma,0.2,not synonym,not synonym,Levenshtein,0.7
Soteira ostia,Parasa ostia,0.5385,not synonym,synonym,Levenshtein,0.7
Eupterote undata,Eupterote subdita,0.8235,synonym,synonym,Levenshtein,0.7
Thronia dilucida,Peltophora leucoplaca,0.2381,not synonym,not synonym,Levenshtein,0.7
Soteira ostia,Phiala angulata,0.1333,not synonym,not synonym,Levenshtein,0.7
Eloasa liosarca,Cymatophora brabantia,0.2381,not synonym,not synonym,Levenshtein,0.7
Epipsestis renalis,Celiptera alvina,0.2778,not synonym,not synonym,Levenshtein,0.7
Agnoea flavifrontella,Cheimophila salicella,0.2381,not synonym,not synonym,Levenshtein,0.7
Euclea diversa,Semyra diversa,0.6429,not synonym,synonym,Levenshtein,0.7
Agnoea josephinae,Plectophila ascripta,0.15,not synonym,not synonym,Levenshtein,0.7
Adites unilinea,Teinorhyncha nobilior,0.1905,not synonym,not synonym,Levenshtein,0.7
Trachydora capnopa,Pogonias capnopa,0.4444,not synonym,synonym,Levenshtein,0.7
Cyclidia substigmaria,Cyclidia capitata,0.5714,not synonym,synonym,Levenshtein,0.7
Tetheella fluctuosa,Tethea albilinea,0.4737,not synonym,synonym,Levenshtein,0.7
Drepanojana fasciata,Drepanojana apicalis,0.65,not synonym,synonym,Levenshtein,0.7
Zaphanaula hemileuca,Peltophora leucoplaca,0.2381,not synonym,synonym,Levenshtein,0.7
Spidia subviridis,Phalacrothyris subviridis,0.48,not synonym,synonym,Levenshtein,0.7
Leucanopsis leucanina,Leucanopsis phellia,0.6667,not synonym,synonym,Levenshtein,0.7
Cyme sexualis,Asura cancellata,0.125,not synonym,synonym,Levenshtein,0.7
Mursa phtisialis,Mursa judicatalis,0.6471,not synonym,synonym,Levenshtein,0.7
Achlya flavicornis,Polyploca haverkampfi,0.1905,not synonym,synonym,Levenshtein,0.7
Narosa corusca,Narosa shinshana,0.5625,not synonym,synonym,Levenshtein,0.7
Comana cosmocalla,Mursa comptalis,0.4118,not synonym,not synonym,Levenshtein,0.7
Chalcocelis albiguttatus,Limacodes albiguttatus,0.7083,synonym,synonym,Levenshtein,0.7
Pilostibes basivitta,Cryptolechia afflictella,0.2083,not synonym,not synonym,Levenshtein,0.7
Nordstromia bicostata,Phalaena harpagula,0.1429,not synonym,not synonym,Levenshtein,0.7
Eupterote mollifera,Eupterote flavia,0.6316,not synonym,synonym,Levenshtein,0.7
Eloasa liosarca,Thosea liosarca,0.7333,synonym,synonym,Levenshtein,0.7
Stephensia abbreviatella,Scirtopoda myosotivora,0.2083,not synonym,synonym,Levenshtein,0.7
Dysschema mariamne,Dysschema mariane,0.9444,synonym,synonym,Levenshtein,0.7
Diaphora mendica,Palaeomystis chalcopeda,0.1304,not synonym,not synonym,Levenshtein,0.7
Xylorycta haplochroa,Narosa ochracea,0.3,not synonym,not synonym,Levenshtein,0.7
Stenoglene obtusus,Stenoglene tristis,0.6667,not synonym,synonym,Levenshtein,0.7
Amphitorna olga,Oreta purpureofasciata,0.2273,not synonym,synonym,Levenshtein,0.7
Parapluda incincta,Oreta adona,0.2778,not synonym,not synonym,Levenshtein,0.7
Eloasa infrequens,Euchera fervidaria,0.1667,not synonym,not synonym,Levenshtein,0.7
Sangatissa subcurvifera,Phalaena lacertula,0.2609,not synonym,not synonym,Levenshtein,0.7
Diaphora mendica,Bombyx mendica,0.5,not synonym,synonym,Levenshtein,0.7
Birthamula chara,Dysschema rubripicta,0.2,not synonym,not synonym,Levenshtein,0.7
Achrocerides theorini,Dysschema biformis,0.1905,not synonym,not synonym,Levenshtein,0.7
Wernya rufifasciata,Wernya fufifasciata,0.9474,synonym,synonym,Levenshtein,0.7
Cyme pyrostrota,Asura pyrostrota,0.6875,not synonym,synonym,Levenshtein,0.7
Omocenops micacea,Anzabe micacea,0.4706,not synonym,synonym,Levenshtein,0.7
Urogonodes scintillans,Macrocilix flavotincta,0.1364,not synonym,not synonym,Levenshtein,0.7
Creatonotos transiens,Albara simillima,0.1429,not synonym,not synonym,Levenshtein,0.7
Cyme triangularis,Lichenaula castanea,0.1579,not synonym,not synonym,Levenshtein,0.7
Bertula tespilalis,Phiala punctilinea,0.2222,not synonym,not synonym,Levenshtein,0.7
Magos xanthopus,Bietia xanthopus,0.625,not synonym,synonym,Levenshtein,0.7
Sewa orbiferata,Argyris insignata,0.2353,not synonym,synonym,Levenshtein,0.7
Diaphora mendica,Oegoconia isthmodes,0.1579,not synonym,not synonym,Levenshtein,0.7
Gogana specularis,Lemmatophila salicella,0.1818,not synonym,not synonym,Levenshtein,0.7
Jana gracilis,Cyclidia capitata,0.1765,not synonym,not synonym,Levenshtein,0.7
Xylorycta argentella,Cryptolechia argentella,0.6522,not synonym,synonym,Levenshtein,0.7
Dysschema hypoxantha,Dysschema sibylla,0.55,not synonym,synonym,Levenshtein,0.7
Creatonotos transiens,Creatonotos vacillans,0.6667,not synonym,synonym,Levenshtein,0.7
Eloasa bombycoides,Semyra diversa,0.1667,not synonym,not synonym,Levenshtein,0.7
Dasystoma salicella,Stephensia cedronella,0.2857,not synonym,not synonym,Levenshtein,0.7
Ochropacha duplaris,Ochropacha ruficollis,0.6667,not synonym,synonym,Levenshtein,0.7
Nemacerota cinerea,Eupterote canaraica,0.4737,not synonym,not synonym,Levenshtein,0.7
Zaratha pterodactylella,Phalaena bifasciata,0.2174,not synonym,not synonym,Levenshtein,0.7
Xylorycta ovata,Onebala cubiculata,0.2222,not synonym,not synonym,Levenshtein,0.7
Pseudothyatira cymatophoroides,Thyatira cymatophoroides,0.8,synonym,synonym,Levenshtein,0.7
Tridrepana albonotata,Callidrepana ochrea,0.4286,not synonym,synonym,Levenshtein,0.7
Callindra lenzeni,Callimorpha lenzeni,0.7895,synonym,synonym,Levenshtein,0.7
Oreta obtusa,Psiloreta inconspicua,0.381,not synonym,synonym,Levenshtein,0.7
Cyclidia rectificata,Cyclidia patulata,0.65,not synonym,synonym,Levenshtein,0.7
Ochropacha duplaris,Polyploca haverkampfi,0.2381,not synonym,not synonym,Levenshtein,0.7
Cophomantella artonoma,Cophomantis artonoma,0.8182,synonym,synonym,Levenshtein,0.7
Alphaea impleta,Hypercompa impleta,0.5556,not synonym,synonym,Levenshtein,0.7
Cyme miltochristaemorpha,Cyclura submontana,0.25,not synonym,not synonym,Levenshtein,0.7
Nordstromia simillima,Albara simillima,0.5714,not synonym,synonym,Levenshtein,0.7
Dysschema centenaria,Doratifera congrua,0.35,not synonym,not synonym,Levenshtein,0.7
Phiala punctulata,Phiala nyassana,0.5882,not synonym,synonym,Levenshtein,0.7
Astatochroa fuscimargo,Oreta roseola,0.2273,not synonym,synonym,Levenshtein,0.7
Phiala nigrolineata,Phiala rubrivena,0.5789,not synonym,synonym,Levenshtein,0.7
Euclea diversa,Euclea retroversa,0.7059,synonym,synonym,Levenshtein,0.7
Celiptera levina,Dysschema madana,0.3125,not synonym,not synonym,Levenshtein,0.7
Dysschema subapicalis,Dysschema tristis,0.619,not synonym,synonym,Levenshtein,0.7
Comana monomorpha,Natada monomorpha,0.7647,synonym,synonym,Levenshtein,0.7
Circeida argentifascia,Parasa rutila,0.3182,not synonym,not synonym,Levenshtein,0.7
Soteira vadimi,Parasa vadimi,0.5714,not synonym,synonym,Levenshtein,0.7
Lichenaula maculosa,Polynesa maculosa,0.5789,not synonym,synonym,Levenshtein,0.7
Chrysoclista lathamella,Mursa maceria,0.3043,not synonym,not synonym,Levenshtein,0.7
Cyligramma disturbens,Lepidolutzia bombycina,0.1364,not synonym,not synonym,Levenshtein,0.7
Narosoideus vulpina,Argyresthia trifasciae,0.1818,not synonym,not synonym,Levenshtein,0.7
Achrocerides theorini,Trichogyia circulifera,0.0909,not synonym,not synonym,Levenshtein,0.7
Xylorycta castanea,Lichenaula castanea,0.5263,not synonym,synonym,Levenshtein,0.7
Tridrepana albonotata,Drepana albonotata,0.8571,synonym,synonym,Levenshtein,0.7
Nordstromia problematica,Albara aestivalis,0.2083,not synonym,synonym,Levenshtein,0.7
Pseudothyatira expultrix,Xylorycta tinctoria,0.2917,not synonym,not synonym,Levenshtein,0.7
Comana albibasis,Comana albiplaga,0.6875,not synonym,synonym,Levenshtein,0.7
Cyme serratilinea,Lyclene serratilinea,0.75,synonym,synonym,Levenshtein,0.7
Melanergon vidua,Melanergon proserpina,0.5714,not synonym,synonym,Levenshtein,0.7
Tridrepana olivacea,Tridrepana elegans,0.6842,not synonym,synonym,Levenshtein,0.7
Melinaria campagnei,Miltochrista biagi,0.3158,not synonym,not synonym,Levenshtein,0.7
Comana albibasis,Ametroptila semibrevis,0.3182,not synonym,not synonym,Levenshtein,0.7
Callindra lenzeni,Pseudatemelia semifuscata,0.16,not synonym,not synonym,Levenshtein,0.7
Cabardites maculata,Adites maculata,0.7895,synonym,synonym,Levenshtein,0.7
Aergina laeta,Darala serranotata,0.2778,not synonym,not synonym,Levenshtein,0.7
Oreta turpis,Ctenogyna lytaea,0.1875,not synonym,not synonym,Levenshtein,0.7
Aphendala unicolor,Eupterote suffusa,0.1111,not synonym,not synonym,Levenshtein,0.7
Agnoea subochreella,Polyploca confluens,0.1053,not synonym,not synonym,Levenshtein,0.7
Mimopsestis circumdata,Toelgyfaloca circumdata,0.4783,not synonym,synonym,Levenshtein,0.7
Panacela lewinae,Panacela hirta,0.625,not synonym,synonym,Levenshtein,0.7
Epipsestis orbicularis,Palimpsestis orbicularis,0.8333,synonym,synonym,Levenshtein,0.7
Achlya flavicornis,Phalaena sulphureomaculata,0.1923,not synonym,synonym,Levenshtein,0.7
Eupterote flavida,Eupterote procumbens,0.5,not synonym,synonym,Levenshtein,0.7
Chrysoclista flavicaput,Topiris candidella,0.1739,not synonym,not synonym,Levenshtein,0.7
Euclea aemilia,Bombyx aemilia,0.5714,not synonym,synonym,Levenshtein,0.7
Cyme effasciata,Miltochrista cinnabarina,0.2083,not synonym,synonym,Levenshtein,0.7
Agnoea synchrozella,Pseudatemelia synchrozella,0.6154,not synonym,synonym,Levenshtein,0.7
Zaphanaula hemileuca,Zaphanaula diffusa,0.7,synonym,synonym,Levenshtein,0.7
Comana albibasis,Hibrildes fuscata,0.0,not synonym,not synonym,Levenshtein,0.7
Catoryctis subparallela,Macrocneme affinis,0.1739,not synonym,not synonym,Levenshtein,0.7
Scieropepla serina,Psiloreta thermidora,0.35,not synonym,not synonym,Levenshtein,0.7
Comana cosmocalla,Susica dochmosema,0.2941,not synonym,synonym,Levenshtein,0.7
Diaphora mendica,Spilosoma standfussi,0.3,not synonym,synonym,Levenshtein,0.7
Miniodes phaeosoma,Marmaroplegma clio,0.0556,not synonym,not synonym,Levenshtein,0.7
Hibrildes crawshayi,Hibrildes albopunctata,0.5,not synonym,synonym,Levenshtein,0.7
Diurnea fagella,Tinea fagella,0.8,synonym,synonym,Levenshtein,0.7
Scopelodes vulpina,Scopelodes tantula,0.6667,not synonym,synonym,Levenshtein,0.7
Catoryctis sciastis,Nyssia micacea,0.2105,not synonym,not synonym,Levenshtein,0.7
Xylorycta assimilis,Xylorycta terenopis,0.6316,not synonym,synonym,Levenshtein,0.7
Eupterote undata,Eupterote suffusa,0.7059,synonym,synonym,Levenshtein,0.7
Gymnelia scita,Gymnelia hilaris,0.625,not synonym,synonym,Levenshtein,0.7
Poloma nigromaculata,Cymatophora britannica,0.1818,not synonym,not synonym,Levenshtein,0.7
Quasinarosa fulgens,Narosa tamsi,0.3684,not synonym,synonym,Levenshtein,0.7
Aphendala unicolor,Thosea phaeobasis,0.1111,not synonym,synonym,Levenshtein,0.7
Narosa corusca,Macroplectra semiaurantia,0.28,not synonym,not synonym,Levenshtein,0.7
Eupterote undata,Eupterote affinis,0.5882,not synonym,synonym,Levenshtein,0.7
Argyresthia pruniella,Argyresthia ephippella,0.7727,synonym,synonym,Levenshtein,0.7
Chrysoclista flavicaput,Tinea aurifrontella,0.0435,not synonym,synonym,Levenshtein,0.7
Scieropepla serina,Macrocilix magna,0.2778,not synonym,not synonym,Levenshtein,0.7
Agnoea elsae,Miltochrista multidentata,0.2,not synonym,not synonym,Levenshtein,0.7
Falcaria bilineata,Drepana levis,0.2778,not synonym,synonym,Levenshtein,0.7
Ochropacha duplaris,Cymatophora brabantia,0.2857,not synonym,synonym,Levenshtein,0.7
Brachiopsis vicina,Caffricola vicina,0.4444,not synonym,synonym,Levenshtein,0.7
Chrysoclista flavicaput,Chrysoclista flavicapitella,0.8148,synonym,synonym,Levenshtein,0.7
Oreta loochooana,Oreta formosicola,0.5294,not synonym,synonym,Levenshtein,0.7
Bertula centralis,Bleptina grimsgaardi,0.3,not synonym,synonym,Levenshtein,0.7
Cyme sexualis,Falcaria rampartensis,0.2381,not synonym,not synonym,Levenshtein,0.7
Metathrinca parabola,Adrapsa murina,0.3,not synonym,not synonym,Levenshtein,0.7
Eupterote fabia,Polyploca flavicornis,0.2381,not synonym,not synonym,Levenshtein,0.7
Agnoea fuscifrontella,Oglasa cosmiodes,0.3333,not synonym,not synonym,Levenshtein,0.7
Scieropepla serina,Procometis trispora,0.2105,not synonym,synonym,Levenshtein,0.7
Hypsidia australica,Albarracina littoralis,0.3182,not synonym,not synonym,Levenshtein,0.7
Gonoreta gonioptera,Oreta gonioptera,0.8421,synonym,synonym,Levenshtein,0.7
