species,oldSpeciesCanonicalName,similarity,prediction,model,threshold,pooling
Soteira prasina,Parasa prasina,0.9994,synonym,gpt2-medium,0.7,last_token
Soteira shaanxiensis,Latoia shaanxiensis,0.9994,synonym,gpt2-medium,0.7,last_token
Soteira shaanxiensis,Parasa shaanxiensis,0.9996,synonym,gpt2-medium,0.7,last_token
Soteira vadimi,Parasa vadimi,0.9992,synonym,gpt2-medium,0.7,last_token
Quasinarosa fulgens,Microcampa fulgens,0.9988,synonym,gpt2-medium,0.7,last_token
Quasinarosa fulgens,Narosa kanshireana,0.996,synonym,gpt2-medium,0.7,last_token
Quasinarosa fulgens,Narosa pseudochracea,0.9968,synonym,gpt2-medium,0.7,last_token
Quasinarosa fulgens,Narosa tamsi,0.9966,synonym,gpt2-medium,0.7,last_token
Circeida argentifascia,Latoia argentifascia,0.9998,synonym,gpt2-medium,0.7,last_token
Circeida argentifascia,Parasa argentifascia,0.9975,synonym,gpt2-medium,0.7,last_token
Circeida eupuncta,Latoia eupuncta,0.9994,synonym,gpt2-medium,0.7,last_token
Circeida eupuncta,Parasa eupuncta,0.9991,synonym,gpt2-medium,0.7,last_token
Circeida liangdiana,Latoia liangdiana,0.9975,synonym,gpt2-medium,0.7,last_token
Circeida liangdiana,Parasa liangdiana,0.9602,synonym,gpt2-medium,0.7,last_token
Circeida mutifascia,Latoia mutifascia,0.9999,synonym,gpt2-medium,0.7,last_token
Circeida mutifascia,Parasa mutifascia,0.9986,synonym,gpt2-medium,0.7,last_token
Circeida parapuncta,Latoia parapuncta,0.9999,synonym,gpt2-medium,0.7,last_token
Circeida parapuncta,Parasa parapuncta,0.9984,synonym,gpt2-medium,0.7,last_token
Avatara interrupta,Thosea interrupta,0.9997,synonym,gpt2-medium,0.7,last_token
Avatara lineofusca,Iragoides lineofusca,0.9993,synonym,gpt2-medium,0.7,last_token
Avatara plethoneura,Thosea plethoneura,0.9983,synonym,gpt2-medium,0.7,last_token
Avatara pseudocana,Aphendala pseudocana,0.9998,synonym,gpt2-medium,0.7,last_token
Caissa fasciatum,Ceratonema fasciatum,0.9994,synonym,gpt2-medium,0.7,last_token
Aergina fumosa,Parasa fumosa,0.9984,synonym,gpt2-medium,0.7,last_token
Aergina gentilis,Latoia gentilis,0.9996,synonym,gpt2-medium,0.7,last_token
Aergina gentilis,Parasa gentilis,0.999,synonym,gpt2-medium,0.7,last_token
Aergina hilaris,Limacodes hilaris,0.9988,synonym,gpt2-medium,0.7,last_token
Aergina hilaris,Parasa hockingii,0.998,synonym,gpt2-medium,0.7,last_token
Aergina laeta,Aergina retracta,0.9931,synonym,gpt2-medium,0.7,last_token
Aergina laeta,Parasa laeta,0.9985,synonym,gpt2-medium,0.7,last_token
Aergina laeta,Parasa retracta,0.998,synonym,gpt2-medium,0.7,last_token
Aergina liharis,Parasa liharis,0.9965,synonym,gpt2-medium,0.7,last_token
Aergina mirza,Parasa mirza,0.9959,synonym,gpt2-medium,0.7,last_token
Aergina paeera,Parasa paeera,0.9981,synonym,gpt2-medium,0.7,last_token
Aergina solovyevi,Parasa solovyevi,0.9992,synonym,gpt2-medium,0.7,last_token
Scopelodes minax,Bethura minax,0.9989,synonym,gpt2-medium,0.7,last_token
Scopelodes unicolor,Dalcera palpigera,0.9899,synonym,gpt2-medium,0.7,last_token
Scopelodes unicolor,Nyssia micacea,0.9921,synonym,gpt2-medium,0.7,last_token
Scopelodes unicolor,Scopelodes lutea,0.9946,synonym,gpt2-medium,0.7,last_token
Scopelodes unicolor,Scopelodes palpalis,0.9968,synonym,gpt2-medium,0.7,last_token
Scopelodes vulpina,Scopelodes tantula,0.9994,synonym,gpt2-medium,0.7,last_token
Nephelimorpha argentilinea,Parasa argentilinea,0.9996,synonym,gpt2-medium,0.7,last_token
Nephelimorpha argentilinea,Parasa elegantula,0.9982,synonym,gpt2-medium,0.7,last_token
Omocenops micacea,Anzabe micacea,0.9995,synonym,gpt2-medium,0.7,last_token
Comana albibasis,Comana albiplaga,0.998,synonym,gpt2-medium,0.7,last_token
Comana albibasis,Miresa albibasis,0.9996,synonym,gpt2-medium,0.7,last_token
Comana albibasis,Miresa humeralis,0.9967,synonym,gpt2-medium,0.7,last_token
Comana corones,Bombyx corones,0.9998,synonym,gpt2-medium,0.7,last_token
Comana corones,Susica miltocosma,0.9945,synonym,gpt2-medium,0.7,last_token
Comana cosmocalla,Comana casmocalla,0.9992,synonym,gpt2-medium,0.7,last_token
Comana cosmocalla,Susica cosmocalla,0.9992,synonym,gpt2-medium,0.7,last_token
Comana cosmocalla,Susica dochmosema,0.9976,synonym,gpt2-medium,0.7,last_token
Comana euryparoa,Susica euryparoa,0.9958,synonym,gpt2-medium,0.7,last_token
Comana idiomorpha,Susica idiomorpha,0.9973,synonym,gpt2-medium,0.7,last_token
Comana miltochyta,Susica miltochyta,0.9949,synonym,gpt2-medium,0.7,last_token
Comana miltogramma,Darala rosea,0.9977,synonym,gpt2-medium,0.7,last_token
Comana miltogramma,Hildala miniacea,0.9957,synonym,gpt2-medium,0.7,last_token
Comana miltogramma,Momopola miltogramma,0.9996,synonym,gpt2-medium,0.7,last_token
Comana mjobergi,Comana mjoebergi,0.9994,synonym,gpt2-medium,0.7,last_token
Comana mjobergi,Susica mjobergi,0.9957,synonym,gpt2-medium,0.7,last_token
Comana monomorpha,Natada monomorpha,0.9998,synonym,gpt2-medium,0.7,last_token
Comana resplendens,Susica resplendens,0.9929,synonym,gpt2-medium,0.7,last_token
Comana rosea,Anthela rosea,0.9985,synonym,gpt2-medium,0.7,last_token
Comana testacea,Mecytha testacea,0.9996,synonym,gpt2-medium,0.7,last_token
Leucophobetron argentiflua,Altha rufipuncta,0.9937,synonym,gpt2-medium,0.7,last_token
Leucophobetron argentiflua,Euproctis argentiflua,0.9992,synonym,gpt2-medium,0.7,last_token
Leucophobetron argyrorrhaea,Euproctis argyrorrhaea,0.9992,synonym,gpt2-medium,0.7,last_token
Leucophobetron punctata,Euclea punctata,0.9992,synonym,gpt2-medium,0.7,last_token
Achrocerides theorini,Lasiocampa theorini,0.9991,synonym,gpt2-medium,0.7,last_token
Aphendala cana,Parasa cana,0.9994,synonym,gpt2-medium,0.7,last_token
Aphendala cana,Thosea barikoti,0.9975,synonym,gpt2-medium,0.7,last_token
Aphendala cana,Thosea cana,0.9981,synonym,gpt2-medium,0.7,last_token
Aphendala conicosma,Thosea conicosma,0.9975,synonym,gpt2-medium,0.7,last_token
Aphendala ferreogrisea,Tetraphleba ferreogrisea,0.9991,synonym,gpt2-medium,0.7,last_token
Aphendala ferreogrisea,Thosea ferreogrisea,0.9977,synonym,gpt2-medium,0.7,last_token
Aphendala imitabilis,Thosea imitabilis,0.9995,synonym,gpt2-medium,0.7,last_token
Aphendala recta,Thosea recta,0.9992,synonym,gpt2-medium,0.7,last_token
Aphendala unicolor,Aphendala mechiensis,0.9978,synonym,gpt2-medium,0.7,last_token
Aphendala unicolor,Aphendala transversata,0.9955,synonym,gpt2-medium,0.7,last_token
Aphendala unicolor,Aphendala tripartita,0.9981,synonym,gpt2-medium,0.7,last_token
Aphendala unicolor,Macroplectra unicolor,0.9973,synonym,gpt2-medium,0.7,last_token
Aphendala unicolor,Parasa unicolor,0.9995,synonym,gpt2-medium,0.7,last_token
Aphendala unicolor,Thosea discipunctata,0.9972,synonym,gpt2-medium,0.7,last_token
Aphendala unicolor,Thosea phaeobasis,0.9969,synonym,gpt2-medium,0.7,last_token
Aphendala unicolor,Thosea transversata,0.9976,synonym,gpt2-medium,0.7,last_token
Aphendala unicolor,Thosea tripartita,0.9979,synonym,gpt2-medium,0.7,last_token
Hindothosea cervina,Thosea cervina,0.999,synonym,gpt2-medium,0.7,last_token
Hindothosea cervina,Thosea duplexa,0.9979,synonym,gpt2-medium,0.7,last_token
Neomocena convergens,Omocena convergens,0.9995,synonym,gpt2-medium,0.7,last_token
Birthamula chara,Contheyla chara,0.9982,synonym,gpt2-medium,0.7,last_token
Birthamula rufa,Thosea grandis,0.9965,synonym,gpt2-medium,0.7,last_token
Hadraphe aprica,Hadraphe callima,0.9986,synonym,gpt2-medium,0.7,last_token
Hadraphe aprica,Scirrhoma callima,0.9971,synonym,gpt2-medium,0.7,last_token
Hadraphe ethiopica,Scirrhoma ethiopica,0.9984,synonym,gpt2-medium,0.7,last_token
Pretas furcillata,Aphendala furcillata,0.9997,synonym,gpt2-medium,0.7,last_token
Pretas separata,Thosea separata,0.9993,synonym,gpt2-medium,0.7,last_token
Thronia badia,Parasa badia,0.9992,synonym,gpt2-medium,0.7,last_token
Thronia dilucida,Parasa dilucida,0.9991,synonym,gpt2-medium,0.7,last_token
Thronia xizangensis,Parasa xizangensis,0.9998,synonym,gpt2-medium,0.7,last_token
Thronia xueshana,Latoia xueshana,0.9993,synonym,gpt2-medium,0.7,last_token
Thronia xueshana,Parasa xueshana,0.9991,synonym,gpt2-medium,0.7,last_token
Eloasa acrata,Parasa acrata,0.9999,synonym,gpt2-medium,0.7,last_token
Eloasa atmodes,Parasa atmodes,0.9984,synonym,gpt2-medium,0.7,last_token
Eloasa atmodes,Parasa loxoleuca,0.9958,synonym,gpt2-medium,0.7,last_token
Eloasa bombycoides,Doratiophora amphibrota,0.9983,synonym,gpt2-medium,0.7,last_token
Eloasa bombycoides,Lethocephala bombycoides,0.9995,synonym,gpt2-medium,0.7,last_token
Eloasa bombycoides,Parasa rutila,0.996,synonym,gpt2-medium,0.7,last_token
Eloasa bombycoides,Thosea erecta,0.9982,synonym,gpt2-medium,0.7,last_token
Eloasa brevipennis,Parasa brevipennis,0.9983,synonym,gpt2-medium,0.7,last_token
Eloasa calida,Doratifera congrua,0.9986,synonym,gpt2-medium,0.7,last_token
Eloasa calida,Lethocephala eremospila,0.9976,synonym,gpt2-medium,0.7,last_token
Eloasa callidesma,Thosea callidesma,0.9994,synonym,gpt2-medium,0.7,last_token
Eloasa infrequens,Apoda infrequens,0.9995,synonym,gpt2-medium,0.7,last_token
Eloasa infrequens,Parasa entima,0.997,synonym,gpt2-medium,0.7,last_token
Eloasa liosarca,Anaxidea integer,0.9953,synonym,gpt2-medium,0.7,last_token
Eloasa liosarca,Eloasa liasarca,0.9998,synonym,gpt2-medium,0.7,last_token
Eloasa liosarca,Thosea liosarca,0.9997,synonym,gpt2-medium,0.7,last_token
Eloasa luxa,Thosea luxa,0.9978,synonym,gpt2-medium,0.7,last_token
Eloasa perixera,Doratifera perixera,0.9981,synonym,gpt2-medium,0.7,last_token
Eloasa sphenosema,Doratifera sphenosema,0.9985,synonym,gpt2-medium,0.7,last_token
Eloasa symphonistis,Parasa symphonistis,0.9998,synonym,gpt2-medium,0.7,last_token
Susica pannosa,Hyphorma pannosa,0.9981,synonym,gpt2-medium,0.7,last_token
Susica sinensis,Susica formosana,0.9992,synonym,gpt2-medium,0.7,last_token
Susica sinensis,Susica fusca,0.9993,synonym,gpt2-medium,0.7,last_token
Susica sinensis,Susica fusca,0.9993,synonym,gpt2-medium,0.7,last_token
Susica sinensis,Tadema sinensis,0.9997,synonym,gpt2-medium,0.7,last_token
Eucalliathla candidella,Oecophora candidella,0.9995,synonym,gpt2-medium,0.7,last_token
Argyresthia pruniella,Argyresthia ephippella,0.9992,synonym,gpt2-medium,0.7,last_token
Argyresthia pruniella,Oecophora pruniella,0.9993,synonym,gpt2-medium,0.7,last_token
Argyresthia notoleuca,Zelleria notoleuca,0.9992,synonym,gpt2-medium,0.7,last_token
Argyresthia curvella,Argyresthia arcella,0.9971,synonym,gpt2-medium,0.7,last_token
Argyresthia curvella,Argyresthia denudatella,0.9976,synonym,gpt2-medium,0.7,last_token
Argyresthia curvella,Argyresthia nitidella,0.9975,synonym,gpt2-medium,0.7,last_token
Argyresthia curvella,Argyresthia ossea,0.9939,synonym,gpt2-medium,0.7,last_token
Argyresthia curvella,Argyresthia purpurascentella,0.9961,synonym,gpt2-medium,0.7,last_token
Argyresthia curvella,Tinea arcella,0.9984,synonym,gpt2-medium,0.7,last_token
Argyresthia abdominalis,Argyresthia decimella,0.9974,synonym,gpt2-medium,0.7,last_token
Argyresthia abdominalis,Argyresthia inauratella,0.9985,synonym,gpt2-medium,0.7,last_token
Argyresthia triplicata,Argyresthia trifasciae,0.9992,synonym,gpt2-medium,0.7,last_token
Argyresthia pygmaeella,Argyresthia rudolphella,0.9991,synonym,gpt2-medium,0.7,last_token
Argyresthia pygmaeella,Argyresthia semifasciella,0.9985,synonym,gpt2-medium,0.7,last_token
Argyresthia ivella,Argyresthia andereggiella,0.9995,synonym,gpt2-medium,0.7,last_token
Argyresthia ivella,Argyresthia kuwayamella,0.9982,synonym,gpt2-medium,0.7,last_token
Argyresthia ivella,Argyresthia quadriella,0.998,synonym,gpt2-medium,0.7,last_token
Argyresthia ivella,Oecophora andereggiella,0.9991,synonym,gpt2-medium,0.7,last_token
Argyresthia chrysidella,Argyresthia walsinghamella,0.9975,synonym,gpt2-medium,0.7,last_token
Argyresthia atlanticella,Argyresthia minusculella,0.9989,synonym,gpt2-medium,0.7,last_token
Trachydora acrocyrta,Syntomactis acrocyrta,0.9994,synonym,gpt2-medium,0.7,last_token
Trachydora acromianta,Syntomactis acromianta,0.9997,synonym,gpt2-medium,0.7,last_token
Trachydora bacteriota,Balionebris bacteriota,0.9995,synonym,gpt2-medium,0.7,last_token
Trachydora capnopa,Pogonias capnopa,0.9996,synonym,gpt2-medium,0.7,last_token
Trachydora centromela,Trachydora holochorda,0.9988,synonym,gpt2-medium,0.7,last_token
Trachydora fumea,Syntomactis fumea,0.9995,synonym,gpt2-medium,0.7,last_token
Trachydora heliodora,Pogonias heliodora,0.9998,synonym,gpt2-medium,0.7,last_token
Trachydora heliotricha,Pogonias heliotricha,0.9997,synonym,gpt2-medium,0.7,last_token
Trachydora juengeri,Sindicola juengeri,0.9995,synonym,gpt2-medium,0.7,last_token
Trachydora macrostola,Syntomactis macrostola,0.9995,synonym,gpt2-medium,0.7,last_token
Trachydora plumigera,Anataractis plumigera,0.9998,synonym,gpt2-medium,0.7,last_token
Trachydora porphyrescens,Pogonias porphyrescens,0.9998,synonym,gpt2-medium,0.7,last_token
Trachydora pygaea,Syntomactis pygaea,0.9996,synonym,gpt2-medium,0.7,last_token
Trachydora squamella,Sindicola squamella,0.9998,synonym,gpt2-medium,0.7,last_token
Trachydora tephronota,Syntomactis tephronota,0.9997,synonym,gpt2-medium,0.7,last_token
Zaratha pterodactylella,Zaratha niveiventris,0.9927,synonym,gpt2-medium,0.7,last_token
Palaeomystella chalcopeda,Palaeomystis chalcopeda,0.9998,synonym,gpt2-medium,0.7,last_token
Nanodacna logistica,Colonophora logistica,0.9987,synonym,gpt2-medium,0.7,last_token
Nanodacna vinacea,Homaledra vinacea,0.9997,synonym,gpt2-medium,0.7,last_token
Microcolona durata,Aganoptila durata,0.9995,synonym,gpt2-medium,0.7,last_token
Microcolona phanarcha,Aganoptila phanarcha,0.9997,synonym,gpt2-medium,0.7,last_token
Microcolona toropis,Elachista toropis,0.9994,synonym,gpt2-medium,0.7,last_token
Ischnopsis enopias,Amblyxena enopias,0.9988,synonym,gpt2-medium,0.7,last_token
Ischnopsis melanogma,Iriothyrsa melanogma,0.9992,synonym,gpt2-medium,0.7,last_token
Ischnopsis pilifera,Amblyxena pilifera,0.9997,synonym,gpt2-medium,0.7,last_token
Agonoxena miniana,Haemolytis miniana,0.9995,synonym,gpt2-medium,0.7,last_token
Stephensia abbreviatella,Scirtopoda myosotivora,0.9986,synonym,gpt2-medium,0.7,last_token
Stephensia abbreviatella,Stephensia maxima,0.9977,synonym,gpt2-medium,0.7,last_token
Stephensia abbreviatella,Stephensia myosotivora,0.9992,synonym,gpt2-medium,0.7,last_token
Stephensia brunnichella,Microsetia stephensella,0.9974,synonym,gpt2-medium,0.7,last_token
Stephensia brunnichella,Stephensia brunnichiella,0.9993,synonym,gpt2-medium,0.7,last_token
Stephensia brunnichella,Tinea brunnichella,0.9997,synonym,gpt2-medium,0.7,last_token
Stephensia calpella,Perittia bullatella,0.9994,synonym,gpt2-medium,0.7,last_token
Stephensia cedronellae,Perittia bystropogonis,0.9947,synonym,gpt2-medium,0.7,last_token
Stephensia cedronellae,Perittia cedronella,0.9983,synonym,gpt2-medium,0.7,last_token
Stephensia cedronellae,Perittia lavandulae,0.9989,synonym,gpt2-medium,0.7,last_token
Stephensia cedronellae,Stephensia cedronella,0.999,synonym,gpt2-medium,0.7,last_token
Stephensia cunilae,Stephensia cunilea,0.9989,synonym,gpt2-medium,0.7,last_token
Stephensia integra,Kumia integra,0.9995,synonym,gpt2-medium,0.7,last_token
Stephensia major,Antispila major,0.9978,synonym,gpt2-medium,0.7,last_token
Stephensia unipunctella,Holstia unipunctella,0.9992,synonym,gpt2-medium,0.7,last_token
Chrysoclista cambiella,Psacaphora cambiella,0.9996,synonym,gpt2-medium,0.7,last_token
Chrysoclista flavicaput,Chrysoclista aurifrontella,0.9399,synonym,gpt2-medium,0.7,last_token
Chrysoclista flavicaput,Chrysoclista flavicapitella,0.9391,synonym,gpt2-medium,0.7,last_token
Chrysoclista flavicaput,Roeslerstammia aurocapitella,0.9424,synonym,gpt2-medium,0.7,last_token
Chrysoclista flavicaput,Roeslertammia aurocapitella,0.9427,synonym,gpt2-medium,0.7,last_token
Chrysoclista flavicaput,Spuleria aurifrontella,0.9356,synonym,gpt2-medium,0.7,last_token
Chrysoclista flavicaput,Spuleria aurocapitella,0.9356,synonym,gpt2-medium,0.7,last_token
Chrysoclista flavicaput,Tinea aurifrontella,0.9334,synonym,gpt2-medium,0.7,last_token
Chrysoclista flavicaput,Tinea aurifrontella,0.9334,synonym,gpt2-medium,0.7,last_token
Chrysoclista lathamella,Chrysoclista bimaculella,0.9993,synonym,gpt2-medium,0.7,last_token
Chrysoclista lathamella,Glyphipteryx bimaculella,0.999,synonym,gpt2-medium,0.7,last_token
Chrysoclista lathamella,Glyphipteryx lathamella,0.9991,synonym,gpt2-medium,0.7,last_token
Chrysoclista linneela,Chrysoclista gemmatella,0.998,synonym,gpt2-medium,0.7,last_token
Chrysoclista linneela,Chrysoclista schaefferella,0.9972,synonym,gpt2-medium,0.7,last_token
Chrysoclista linneela,Glyphipteryx linneella,0.9984,synonym,gpt2-medium,0.7,last_token
Metalobosia anitras,Metalobosia postcaerulescens,0.9907,synonym,gpt2-medium,0.7,last_token
Oedebasis longipalpis,Oedebasis legrandi,0.9987,synonym,gpt2-medium,0.7,last_token
Oedebasis longipalpis,Oedebasis malagasy,0.9972,synonym,gpt2-medium,0.7,last_token
Oedebasis ovipennis,Oedebasis ovipennis,1.0,synonym,gpt2-medium,0.7,last_token
Albarracina warionis,Albarracina autumnalis,0.9986,synonym,gpt2-medium,0.7,last_token
Albarracina warionis,Albarracina banghaasi,0.9973,synonym,gpt2-medium,0.7,last_token
Albarracina warionis,Albarracina deundulata,0.9987,synonym,gpt2-medium,0.7,last_token
Albarracina warionis,Albarracina humilis,0.999,synonym,gpt2-medium,0.7,last_token
Albarracina warionis,Albarracina littoralis,0.9983,synonym,gpt2-medium,0.7,last_token
Albarracina warionis,Albarracina schindlerae,0.9979,synonym,gpt2-medium,0.7,last_token
Albarracina warionis,Albarracina syriaca,0.9987,synonym,gpt2-medium,0.7,last_token
Albarracina warionis,Albarracina syrticola,0.9973,synonym,gpt2-medium,0.7,last_token
Albarracina warionis,Albarracina thoracica,0.9962,synonym,gpt2-medium,0.7,last_token
Hypertrocta brunnea,Hypertrocta selenotypa,0.998,synonym,gpt2-medium,0.7,last_token
Hypertrocta posticalis,Hypertrocta marmorata,0.9985,synonym,gpt2-medium,0.7,last_token
Hypertrocta posticalis,Moscha posticalis,0.9954,synonym,gpt2-medium,0.7,last_token
Olisbus gainsfordi,Eilema gainsfordi,0.9986,synonym,gpt2-medium,0.7,last_token
Macrocneme adonis,Macrocneme chiriquicola,0.9969,synonym,gpt2-medium,0.7,last_token
Macrocneme chrysitis,Macrocneme affinis,0.9984,synonym,gpt2-medium,0.7,last_token
Macrocneme chrysitis,Macrocneme deceptans,0.9982,synonym,gpt2-medium,0.7,last_token
Macrocneme chrysitis,Macrocneme iole,0.9973,synonym,gpt2-medium,0.7,last_token
Macrocneme lades,Macrocneme chionopus,0.9972,synonym,gpt2-medium,0.7,last_token
Macrocneme lades,Macrocneme chionopus,0.9972,synonym,gpt2-medium,0.7,last_token
Macrocneme lades,Macrocneme ferrea,0.9977,synonym,gpt2-medium,0.7,last_token
Macrocneme lades,Macrocneme naja,0.9964,synonym,gpt2-medium,0.7,last_token
Macrocneme verdivittata,Macrocneme fenestrata,0.9995,synonym,gpt2-medium,0.7,last_token
Calonotos dorata,Calonotos chryseis,0.9985,synonym,gpt2-medium,0.7,last_token
Calonotos helymus,Calonotos aterrima,0.9986,synonym,gpt2-medium,0.7,last_token
Calonotos helymus,Glaucopis aterrima,0.9976,synonym,gpt2-medium,0.7,last_token
Calonotos tiburtus,Calonotos trinitatis,0.9991,synonym,gpt2-medium,0.7,last_token
Calonotos triplaga,Calonotos tripunctatus,0.9954,synonym,gpt2-medium,0.7,last_token
Cyligramma amblyops,Cyligramma rhodesiana,0.9893,synonym,gpt2-medium,0.7,last_token
Cyligramma disturbens,Cyligramma concors,0.9897,synonym,gpt2-medium,0.7,last_token
Cyligramma disturbens,Cyligramma consiliatrix,0.998,synonym,gpt2-medium,0.7,last_token
Cyligramma disturbens,Cyligramma conturbans,0.998,synonym,gpt2-medium,0.7,last_token
Cyligramma disturbens,Cyligramma raboudou,0.9904,synonym,gpt2-medium,0.7,last_token
Cyligramma fluctuosa,Cyligramma obscurior,0.9954,synonym,gpt2-medium,0.7,last_token
Cyligramma fluctuosa,Cyligramma rudilinea,0.9977,synonym,gpt2-medium,0.7,last_token
Cyligramma joa,Cyligramma postreducta,0.9833,synonym,gpt2-medium,0.7,last_token
Cyligramma latona,Cyligramma troglodyta,0.9974,synonym,gpt2-medium,0.7,last_token
Cyligramma limacina,Cyligramma acutior,0.9889,synonym,gpt2-medium,0.7,last_token
Cyligramma limacina,Cyligramma argillosa,0.9992,synonym,gpt2-medium,0.7,last_token
Cyligramma limacina,Cyligramma bisignata,0.9994,synonym,gpt2-medium,0.7,last_token
Cyligramma limacina,Cyligramma importuna,0.9976,synonym,gpt2-medium,0.7,last_token
Cyligramma limacina,Cyligramma intellecta,0.9986,synonym,gpt2-medium,0.7,last_token
Cyligramma limacina,Cyligramma limacinodes,0.9954,synonym,gpt2-medium,0.7,last_token
Cyligramma magus,Cyligramma buchholzi,0.9981,synonym,gpt2-medium,0.7,last_token
Cyligramma magus,Cyligramma goudotii,0.9941,synonym,gpt2-medium,0.7,last_token
Oglasa arcuata,Oglasa lunifera,0.9987,synonym,gpt2-medium,0.7,last_token
Oglasa auximena,Oglasa afflicta,0.9984,synonym,gpt2-medium,0.7,last_token
Oglasa hypenoides,Oglasa cosmiodes,0.995,synonym,gpt2-medium,0.7,last_token
Oglasa hypenoides,Oglasa sambawana,0.9962,synonym,gpt2-medium,0.7,last_token
Oglasa lagusalis,Dorsippa notabilis,0.9993,synonym,gpt2-medium,0.7,last_token
Oglasa plagiata,Oglasa plagiata,1.0,synonym,gpt2-medium,0.7,last_token
Oglasa separata,Oglasa maculata,0.9994,synonym,gpt2-medium,0.7,last_token
Oglasa separata,Oglasa ozela,0.9965,synonym,gpt2-medium,0.7,last_token
Oglasa sordidula,Chodda sordidula,0.9988,synonym,gpt2-medium,0.7,last_token
Adiopa disgrega,Adiopa marama,0.9981,synonym,gpt2-medium,0.7,last_token
Antapistis holophaea,Antapistis anyx,0.9924,synonym,gpt2-medium,0.7,last_token
Antapistis leucospila,Antapistis digestalis,0.9988,synonym,gpt2-medium,0.7,last_token
Antapistis leucospila,Capnodes leucospila,0.9991,synonym,gpt2-medium,0.7,last_token
Celiptera frustulum,Celiptera discissa,0.9995,synonym,gpt2-medium,0.7,last_token
Celiptera frustulum,Celiptera elongatus,0.9982,synonym,gpt2-medium,0.7,last_token
Celiptera levina,Celiptera alvina,0.9995,synonym,gpt2-medium,0.7,last_token
Celiptera levina,Celiptera aurinia,0.9992,synonym,gpt2-medium,0.7,last_token
Celiptera levina,Celiptera pallidior,0.9956,synonym,gpt2-medium,0.7,last_token
Celiptera levina,Celiptera pertusa,0.9992,synonym,gpt2-medium,0.7,last_token
Celiptera levina,Celiptera variolosa,0.9993,synonym,gpt2-medium,0.7,last_token
Celiptera remigioides,Celiptera magnifica,0.9958,synonym,gpt2-medium,0.7,last_token
Dysschema eurocilia,Dysschema melaina,0.9977,synonym,gpt2-medium,0.7,last_token
Dysschema eurocilia,Dysschema zerbina,0.9992,synonym,gpt2-medium,0.7,last_token
Dysschema mosera,Dysschema sylvia,0.9989,synonym,gpt2-medium,0.7,last_token
Dysschema tricolor,Dysschema albisarta,0.9949,synonym,gpt2-medium,0.7,last_token
Dysschema tricolor,Dysschema guaranitica,0.9984,synonym,gpt2-medium,0.7,last_token
Dysschema tricolor,Dysschema turbida,0.9986,synonym,gpt2-medium,0.7,last_token
Dysschema leucophaea,Dysschema flora,0.996,synonym,gpt2-medium,0.7,last_token
Dysschema leucophaea,Dysschema rubrimargo,0.9974,synonym,gpt2-medium,0.7,last_token
Dysschema leucophaea,Dysschema salvatoris,0.9989,synonym,gpt2-medium,0.7,last_token
Dysschema rosina,Dysschema nigriventralis,0.9921,synonym,gpt2-medium,0.7,last_token
Dysschema hilarina,Dysschema biformis,0.996,synonym,gpt2-medium,0.7,last_token
Dysschema hilarina,Dysschema fulva,0.9968,synonym,gpt2-medium,0.7,last_token
Dysschema hilarina,Dysschema mutata,0.999,synonym,gpt2-medium,0.7,last_token
Dysschema trapeziata,Dysschema regalis,0.9981,synonym,gpt2-medium,0.7,last_token
Dysschema trapeziata,Dysschema rubripicta,0.9991,synonym,gpt2-medium,0.7,last_token
Dysschema trapeziata,Dysschema woodii,0.9989,synonym,gpt2-medium,0.7,last_token
Dysschema dissimulata,Dysschema madana,0.997,synonym,gpt2-medium,0.7,last_token
Dysschema dissimulata,Dysschema nigerrima,0.9968,synonym,gpt2-medium,0.7,last_token
Dysschema dissimulata,Dysschema nigrodiscalis,0.9973,synonym,gpt2-medium,0.7,last_token
Dysschema picta,Dysschema capella,0.9978,synonym,gpt2-medium,0.7,last_token
Dysschema marginalis,Dysschema crassifascia,0.9991,synonym,gpt2-medium,0.7,last_token
Dysschema marginalis,Dysschema dissimulans,0.9987,synonym,gpt2-medium,0.7,last_token
Dysschema palmeri,Dysschema practidoides,0.9964,synonym,gpt2-medium,0.7,last_token
Dysschema magdala,Dysschema fortis,0.9936,synonym,gpt2-medium,0.7,last_token
Dysschema magdala,Dysschema lygdamis,0.9981,synonym,gpt2-medium,0.7,last_token
Dysschema magdala,Dysschema panamensis,0.9912,synonym,gpt2-medium,0.7,last_token
Dysschema bivittata,Dysschema disjuncta,0.9979,synonym,gpt2-medium,0.7,last_token
Dysschema irene,Dysschema splendidissima,0.9983,synonym,gpt2-medium,0.7,last_token
Dysschema subapicalis,Dysschema inclusa,0.9948,synonym,gpt2-medium,0.7,last_token
Dysschema subapicalis,Dysschema noctuites,0.9971,synonym,gpt2-medium,0.7,last_token
Dysschema subapicalis,Dysschema parnassiodes,0.9939,synonym,gpt2-medium,0.7,last_token
Dysschema subapicalis,Dysschema parnassioides,0.9977,synonym,gpt2-medium,0.7,last_token
Dysschema subapicalis,Dysschema tristis,0.9973,synonym,gpt2-medium,0.7,last_token
Dysschema neda,Dysschema nubila,0.9991,synonym,gpt2-medium,0.7,last_token
Dysschema neda,Dysschema submarginata,0.9965,synonym,gpt2-medium,0.7,last_token
Dysschema mariamne,Dysschema mariane,0.9994,synonym,gpt2-medium,0.7,last_token
